Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 147, 140, 373, 11558, 0.283, 0.512, 0.364, 0.917, 11.035
ArgoUML, 138, 149, 192, 11739, 0.418, 0.481, 0.447, 0.944, 16.803
Columba, 175, 112, 161, 11770, 0.521, 0.610, 0.562, 0.955, 21.173
EMF, 119, 168, 242, 11689, 0.330, 0.415, 0.367, 0.929, 13.033
Hibernate, 140, 147, 215, 11716, 0.394, 0.488, 0.436, 0.940, 15.789
JEdit, 146, 141, 559, 11372, 0.207, 0.509, 0.294, 0.887, 7.816
JFreeChart, 184, 103, 386, 11545, 0.323, 0.641, 0.429, 0.927, 12.742
JMeter, 147, 140, 153, 11778, 0.490, 0.512, 0.501, 0.952, 19.860
JRuby, 189, 98, 128, 11803, 0.596, 0.659, 0.626, 0.961, 24.382
SQuirrel, 145, 142, 172, 11759, 0.457, 0.505, 0.480, 0.949, 18.473
Dubbo, 150, 137, 240, 11691, 0.385, 0.523, 0.443, 0.939, 15.374
Gradle, 104, 183, 155, 11776, 0.402, 0.362, 0.381, 0.942, 16.094
Groovy, 133, 154, 124, 11807, 0.518, 0.463, 0.489, 0.955, 21.031
Hive, 205, 82, 227, 11704, 0.475, 0.714, 0.570, 0.950, 19.202
Maven, 137, 150, 274, 11657, 0.333, 0.477, 0.393, 0.930, 13.190
Poi, 191, 96, 161, 11770, 0.543, 0.666, 0.598, 0.957, 22.100
SpringFramework, 135, 152, 147, 11784, 0.479, 0.470, 0.475, 0.951, 19.380
Storm, 156, 131, 198, 11733, 0.441, 0.544, 0.487, 0.947, 17.760
Zookeeper, 148, 139, 244, 11687, 0.378, 0.516, 0.436, 0.938, 15.073
