Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 23, 62, 27, 1537, 0.460, 0.271, 0.341, 0.888, 7.924
ArgoUML, 35, 50, 25, 1539, 0.583, 0.412, 0.483, 0.912, 10.317
Columba, 54, 31, 27, 1537, 0.667, 0.635, 0.651, 0.923, 11.933
EMF, 38, 47, 25, 1539, 0.603, 0.447, 0.514, 0.915, 10.702
Hibernate, 43, 42, 26, 1538, 0.623, 0.506, 0.558, 0.917, 11.090
JEdit, 28, 57, 29, 1535, 0.491, 0.329, 0.394, 0.895, 8.530
JFreeChart, 54, 31, 53, 1511, 0.505, 0.635, 0.563, 0.898, 8.791
JMeter, 46, 39, 21, 1543, 0.687, 0.541, 0.605, 0.925, 12.319
JRuby, 57, 28, 19, 1545, 0.750, 0.671, 0.708, 0.931, 13.550
SQuirrel, 37, 48, 25, 1539, 0.597, 0.435, 0.503, 0.914, 10.577
Gradle, 33, 52, 14, 1550, 0.702, 0.388, 0.500, 0.927, 12.621
Groovy, 47, 38, 20, 1544, 0.701, 0.553, 0.618, 0.927, 12.609
Hive, 58, 27, 31, 1533, 0.652, 0.682, 0.667, 0.921, 11.643
Maven, 29, 56, 23, 1541, 0.558, 0.341, 0.423, 0.908, 9.819
Poi, 59, 26, 22, 1542, 0.728, 0.694, 0.711, 0.929, 13.131
SpringFramework, 51, 34, 25, 1539, 0.671, 0.600, 0.634, 0.923, 12.018
Storm, 45, 40, 31, 1533, 0.592, 0.529, 0.559, 0.913, 10.487
Tomcat, 58, 27, 30, 1534, 0.659, 0.682, 0.671, 0.922, 11.786
Zookeeper, 43, 42, 24, 1540, 0.642, 0.506, 0.566, 0.920, 11.451
