Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 77, 43, 3919, 0.543, 0.398, 0.459, 0.942, 16.336
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 84, 44, 28, 3934, 0.750, 0.656, 0.700, 0.958, 22.965
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 59, 69, 83, 3879, 0.415, 0.461, 0.437, 0.925, 12.276
JFreeChart, 97, 31, 42, 3920, 0.698, 0.758, 0.727, 0.955, 21.298
JMeter, 86, 42, 20, 3942, 0.811, 0.672, 0.735, 0.961, 24.924
JRuby, 110, 18, 12, 3950, 0.902, 0.859, 0.880, 0.965, 27.810
SQuirrel, 94, 34, 24, 3938, 0.797, 0.734, 0.764, 0.961, 24.454
Dubbo, 74, 54, 21, 3941, 0.779, 0.578, 0.664, 0.960, 23.890
Gradle, 64, 64, 13, 3949, 0.831, 0.500, 0.624, 0.962, 25.558
Groovy, 99, 29, 24, 3938, 0.805, 0.773, 0.789, 0.961, 24.718
Hive, 103, 25, 24, 3938, 0.811, 0.805, 0.808, 0.961, 24.915
Maven, 86, 42, 30, 3932, 0.741, 0.672, 0.705, 0.958, 22.689
Poi, 106, 22, 24, 3938, 0.815, 0.828, 0.822, 0.962, 25.054
SpringFramework, 93, 35, 20, 3942, 0.823, 0.727, 0.772, 0.962, 25.298
Storm, 94, 34, 28, 3934, 0.770, 0.734, 0.752, 0.959, 23.620
Tomcat, 98, 30, 22, 3940, 0.817, 0.766, 0.790, 0.962, 25.095
Zookeeper, 87, 41, 13, 3949, 0.870, 0.680, 0.763, 0.964, 26.799
