Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 565, 481, 899, 27395, 0.386, 0.540, 0.450, 0.908, 9.825
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 795, 251, 517, 27777, 0.606, 0.760, 0.674, 0.941, 15.997
EMF, 712, 334, 751, 27543, 0.487, 0.681, 0.568, 0.927, 12.651
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 595, 451, 2160, 26134, 0.216, 0.569, 0.313, 0.835, 5.058
JFreeChart, 758, 288, 1032, 27262, 0.423, 0.725, 0.535, 0.916, 10.878
JMeter, 756, 290, 482, 27812, 0.611, 0.723, 0.662, 0.942, 16.129
JRuby, 792, 254, 403, 27891, 0.663, 0.757, 0.707, 0.946, 17.590
SQuirrel, 779, 267, 546, 27748, 0.588, 0.745, 0.657, 0.939, 15.491
Dubbo, 636, 410, 612, 27682, 0.510, 0.608, 0.554, 0.930, 13.295
Gradle, 602, 444, 565, 27729, 0.516, 0.576, 0.544, 0.931, 13.470
Groovy, 727, 319, 444, 27850, 0.621, 0.695, 0.656, 0.943, 16.414
Maven, 656, 390, 755, 27539, 0.465, 0.627, 0.534, 0.923, 12.041
Poi, 808, 238, 431, 27863, 0.652, 0.772, 0.707, 0.945, 17.292
SpringFramework, 723, 323, 604, 27690, 0.545, 0.691, 0.609, 0.935, 14.283
Storm, 737, 309, 521, 27773, 0.586, 0.705, 0.640, 0.939, 15.433
Tomcat, 799, 247, 588, 27706, 0.576, 0.764, 0.657, 0.938, 15.158
Zookeeper, 698, 348, 595, 27699, 0.540, 0.667, 0.597, 0.934, 14.142
