Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 599, 370, 235, 4222, 0.718, 0.618, 0.664, 0.751, 3.022
Columba, 892, 77, 194, 4263, 0.821, 0.921, 0.868, 0.783, 3.599
EMF, 818, 151, 207, 4250, 0.798, 0.844, 0.820, 0.776, 3.469
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 655, 314, 251, 4206, 0.723, 0.676, 0.699, 0.753, 3.048
JFreeChart, 809, 160, 245, 4212, 0.768, 0.835, 0.800, 0.767, 3.298
JMeter, 852, 117, 183, 4274, 0.823, 0.879, 0.850, 0.783, 3.610
JRuby, 861, 108, 191, 4266, 0.818, 0.889, 0.852, 0.782, 3.583
SQuirrel, 904, 65, 265, 4192, 0.773, 0.933, 0.846, 0.769, 3.330
Dubbo, 699, 270, 163, 4294, 0.811, 0.721, 0.764, 0.780, 3.541
Gradle, 707, 262, 138, 4319, 0.837, 0.730, 0.779, 0.787, 3.685
Groovy, 794, 175, 188, 4269, 0.809, 0.819, 0.814, 0.779, 3.528
Hive, 867, 102, 228, 4229, 0.792, 0.895, 0.840, 0.774, 3.434
Maven, 776, 193, 180, 4277, 0.812, 0.801, 0.806, 0.780, 3.545
Poi, 887, 82, 198, 4259, 0.818, 0.915, 0.864, 0.782, 3.578
SpringFramework, 796, 173, 195, 4262, 0.803, 0.821, 0.812, 0.778, 3.498
Storm, 832, 137, 218, 4239, 0.792, 0.859, 0.824, 0.775, 3.437
Tomcat, 866, 103, 229, 4228, 0.791, 0.894, 0.839, 0.774, 3.429
Zookeeper, 765, 204, 211, 4246, 0.784, 0.789, 0.787, 0.772, 3.389
