Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 33, 30, 102, 2526, 0.244, 0.524, 0.333, 0.904, 9.441
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 30, 33, 47, 2581, 0.390, 0.476, 0.429, 0.940, 15.642
EMF, 28, 35, 60, 2568, 0.318, 0.444, 0.371, 0.926, 12.591
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 31, 32, 184, 2444, 0.144, 0.492, 0.223, 0.838, 5.159
JFreeChart, 32, 31, 82, 2546, 0.281, 0.508, 0.362, 0.917, 10.990
JMeter, 25, 38, 34, 2594, 0.424, 0.397, 0.410, 0.945, 17.099
JRuby, 35, 28, 33, 2595, 0.515, 0.556, 0.534, 0.955, 20.985
SQuirrel, 26, 37, 35, 2593, 0.426, 0.413, 0.419, 0.945, 17.206
Dubbo, 28, 35, 44, 2584, 0.389, 0.444, 0.415, 0.940, 15.611
Gradle, 26, 37, 29, 2599, 0.473, 0.413, 0.441, 0.950, 19.192
Groovy, 28, 35, 45, 2583, 0.384, 0.444, 0.412, 0.939, 15.384
Hive, 37, 26, 47, 2581, 0.440, 0.587, 0.503, 0.947, 17.815
Maven, 30, 33, 52, 2576, 0.366, 0.476, 0.414, 0.936, 14.627
Poi, 32, 31, 35, 2593, 0.478, 0.508, 0.492, 0.951, 19.401
SpringFramework, 24, 39, 36, 2592, 0.400, 0.381, 0.390, 0.941, 16.086
Storm, 29, 34, 53, 2575, 0.354, 0.460, 0.400, 0.934, 14.106
Tomcat, 41, 22, 29, 2599, 0.586, 0.651, 0.617, 0.960, 24.018
