Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 27, 71, 115, 7499, 0.190, 0.276, 0.225, 0.933, 13.963
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 67, 31, 35, 7579, 0.657, 0.684, 0.670, 0.981, 50.691
EMF, 65, 33, 104, 7510, 0.385, 0.663, 0.487, 0.967, 29.267
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 36, 62, 219, 7395, 0.141, 0.367, 0.204, 0.910, 10.110
JFreeChart, 62, 36, 199, 7415, 0.238, 0.633, 0.345, 0.947, 17.694
JMeter, 62, 36, 58, 7556, 0.517, 0.633, 0.569, 0.975, 39.659
JRuby, 66, 32, 43, 7571, 0.606, 0.673, 0.638, 0.979, 46.650
SQuirrel, 71, 27, 89, 7525, 0.444, 0.724, 0.550, 0.971, 33.920
Dubbo, 49, 49, 66, 7548, 0.426, 0.500, 0.460, 0.970, 32.530
Gradle, 43, 55, 63, 7551, 0.406, 0.439, 0.422, 0.969, 30.923
Groovy, 57, 41, 37, 7577, 0.606, 0.582, 0.594, 0.979, 46.719
Hive, 69, 29, 93, 7521, 0.426, 0.704, 0.531, 0.970, 32.518
Maven, 43, 55, 142, 7472, 0.232, 0.439, 0.304, 0.945, 17.291
Poi, 68, 30, 58, 7556, 0.540, 0.694, 0.607, 0.976, 41.470
Storm, 58, 40, 88, 7526, 0.397, 0.592, 0.475, 0.968, 30.262
Tomcat, 68, 30, 88, 7526, 0.436, 0.694, 0.535, 0.971, 33.302
Zookeeper, 61, 37, 129, 7485, 0.321, 0.622, 0.424, 0.960, 24.265
