Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 47, 81, 26, 3936, 0.644, 0.367, 0.468, 0.951, 19.573
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 85, 43, 33, 3929, 0.720, 0.664, 0.691, 0.957, 22.017
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 53, 75, 60, 3902, 0.469, 0.414, 0.440, 0.933, 13.987
JFreeChart, 96, 32, 48, 3914, 0.667, 0.750, 0.706, 0.953, 20.302
JMeter, 82, 46, 18, 3944, 0.820, 0.641, 0.719, 0.962, 25.202
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 97, 31, 23, 3939, 0.808, 0.758, 0.782, 0.961, 24.829
Dubbo, 74, 54, 10, 3952, 0.881, 0.578, 0.698, 0.964, 27.149
Gradle, 57, 71, 8, 3954, 0.877, 0.445, 0.591, 0.964, 27.020
Groovy, 94, 34, 23, 3939, 0.803, 0.734, 0.767, 0.961, 24.672
Hive, 97, 31, 21, 3941, 0.822, 0.758, 0.789, 0.962, 25.267
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 107, 21, 24, 3938, 0.817, 0.836, 0.826, 0.962, 25.099
SpringFramework, 93, 35, 14, 3948, 0.869, 0.727, 0.791, 0.964, 26.772
Storm, 78, 50, 26, 3936, 0.750, 0.609, 0.672, 0.958, 22.965
Tomcat, 102, 26, 20, 3942, 0.836, 0.797, 0.816, 0.963, 25.715
Zookeeper, 78, 50, 10, 3952, 0.886, 0.609, 0.722, 0.965, 27.322
