Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 499, 547, 622, 27672, 0.445, 0.477, 0.461, 0.920, 11.486
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 788, 258, 382, 27912, 0.674, 0.753, 0.711, 0.947, 17.892
EMF, 742, 304, 670, 27624, 0.525, 0.709, 0.604, 0.932, 13.740
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 574, 472, 1542, 26752, 0.271, 0.549, 0.363, 0.869, 6.609
JFreeChart, 750, 296, 1030, 27264, 0.421, 0.717, 0.531, 0.915, 10.819
JMeter, 731, 315, 416, 27878, 0.637, 0.699, 0.667, 0.944, 16.876
JRuby, 776, 270, 348, 27946, 0.690, 0.742, 0.715, 0.948, 18.365
SQuirrel, 757, 289, 498, 27796, 0.603, 0.724, 0.658, 0.941, 15.919
Dubbo, 647, 399, 499, 27795, 0.565, 0.619, 0.590, 0.937, 14.836
Gradle, 571, 475, 434, 27860, 0.568, 0.546, 0.557, 0.937, 14.937
Groovy, 679, 367, 291, 28003, 0.700, 0.649, 0.674, 0.949, 18.635
Maven, 638, 408, 664, 27630, 0.490, 0.610, 0.543, 0.927, 12.745
Poi, 809, 237, 418, 27876, 0.659, 0.773, 0.712, 0.946, 17.494
SpringFramework, 730, 316, 365, 27929, 0.667, 0.698, 0.682, 0.947, 17.700
Storm, 695, 351, 505, 27789, 0.579, 0.664, 0.619, 0.938, 15.245
Tomcat, 791, 255, 535, 27759, 0.597, 0.756, 0.667, 0.940, 15.733
Zookeeper, 651, 395, 417, 27877, 0.610, 0.622, 0.616, 0.942, 16.098
