Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 178, 70, 335, 3851, 0.347, 0.718, 0.468, 0.839, 5.204
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 200, 48, 617, 3569, 0.245, 0.806, 0.376, 0.772, 3.377
EMF, 193, 55, 397, 3789, 0.327, 0.778, 0.461, 0.829, 4.849
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 201, 47, 411, 3775, 0.328, 0.810, 0.467, 0.830, 4.872
JFreeChart, 185, 63, 431, 3755, 0.300, 0.746, 0.428, 0.814, 4.370
JMeter, 174, 74, 256, 3930, 0.405, 0.702, 0.513, 0.862, 6.235
JRuby, 188, 60, 313, 3873, 0.375, 0.758, 0.502, 0.851, 5.709
SQuirrel, 197, 51, 363, 3823, 0.352, 0.794, 0.488, 0.841, 5.290
Dubbo, 56, 192, 285, 3901, 0.164, 0.226, 0.190, 0.659, 1.936
Gradle, 46, 202, 148, 4038, 0.237, 0.185, 0.208, 0.764, 3.239
Groovy, 193, 55, 141, 4045, 0.578, 0.778, 0.663, 0.903, 9.331
Hive, 173, 75, 317, 3869, 0.353, 0.698, 0.469, 0.842, 5.312
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 177, 71, 360, 3826, 0.330, 0.714, 0.451, 0.830, 4.893
SpringFramework, 185, 63, 260, 3926, 0.416, 0.746, 0.534, 0.865, 6.433
Storm, 159, 89, 429, 3757, 0.270, 0.641, 0.380, 0.793, 3.835
Tomcat, 182, 66, 316, 3870, 0.365, 0.734, 0.488, 0.847, 5.534
Zookeeper, 166, 82, 400, 3786, 0.293, 0.669, 0.408, 0.809, 4.244
