Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 188, 132, 306, 2697, 0.381, 0.587, 0.462, 0.747, 2.952
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 222, 98, 477, 2526, 0.318, 0.694, 0.436, 0.697, 2.298
EMF, 221, 99, 373, 2630, 0.372, 0.691, 0.484, 0.741, 2.864
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 241, 79, 519, 2484, 0.317, 0.753, 0.446, 0.696, 2.293
JFreeChart, 230, 90, 544, 2459, 0.297, 0.719, 0.420, 0.676, 2.086
JMeter, 198, 122, 310, 2693, 0.390, 0.619, 0.478, 0.753, 3.047
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 222, 98, 393, 2610, 0.361, 0.694, 0.475, 0.733, 2.749
Dubbo, 60, 260, 300, 2703, 0.167, 0.187, 0.176, 0.422, 0.731
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 104, 216, 224, 2779, 0.317, 0.325, 0.321, 0.696, 2.293
Hive, 208, 112, 281, 2722, 0.425, 0.650, 0.514, 0.774, 3.417
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 200, 120, 465, 2538, 0.301, 0.625, 0.406, 0.680, 2.123
SpringFramework, 191, 129, 325, 2678, 0.370, 0.597, 0.457, 0.740, 2.844
Storm, 160, 160, 422, 2581, 0.275, 0.500, 0.355, 0.650, 1.855
Tomcat, 211, 109, 363, 2640, 0.368, 0.659, 0.472, 0.738, 2.817
Zookeeper, 169, 151, 322, 2681, 0.344, 0.528, 0.417, 0.720, 2.574
