Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 78, 57, 66, 1017, 0.542, 0.578, 0.559, 0.795, 3.887
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 104, 31, 113, 970, 0.479, 0.770, 0.591, 0.769, 3.324
EMF, 89, 46, 91, 992, 0.494, 0.659, 0.565, 0.776, 3.461
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 103, 32, 128, 955, 0.446, 0.763, 0.563, 0.751, 3.023
JFreeChart, 100, 35, 121, 962, 0.452, 0.741, 0.562, 0.755, 3.082
JMeter, 82, 53, 75, 1008, 0.522, 0.607, 0.562, 0.788, 3.712
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 97, 38, 88, 995, 0.524, 0.719, 0.606, 0.789, 3.731
Dubbo, 32, 103, 98, 985, 0.246, 0.237, 0.242, 0.550, 1.221
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 48, 87, 50, 1033, 0.490, 0.356, 0.412, 0.774, 3.419
Hive, 91, 44, 101, 982, 0.474, 0.674, 0.557, 0.766, 3.276
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 94, 41, 112, 971, 0.456, 0.696, 0.551, 0.757, 3.117
SpringFramework, 75, 60, 82, 1001, 0.478, 0.556, 0.514, 0.768, 3.310
Storm, 71, 64, 129, 954, 0.355, 0.526, 0.424, 0.688, 2.203
Tomcat, 92, 43, 118, 965, 0.438, 0.681, 0.533, 0.747, 2.953
Zookeeper, 67, 68, 83, 1000, 0.447, 0.496, 0.470, 0.752, 3.030
