Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 264, 112, 152, 1963, 0.635, 0.702, 0.667, 0.762, 3.204
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 282, 94, 237, 1878, 0.543, 0.750, 0.630, 0.722, 2.600
EMF, 273, 103, 122, 1993, 0.691, 0.726, 0.708, 0.782, 3.579
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 290, 86, 249, 1866, 0.538, 0.771, 0.634, 0.719, 2.564
JFreeChart, 280, 96, 212, 1903, 0.569, 0.745, 0.645, 0.735, 2.770
JMeter, 258, 118, 138, 1977, 0.652, 0.686, 0.668, 0.768, 3.316
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 277, 99, 181, 1934, 0.605, 0.737, 0.664, 0.750, 3.007
Dubbo, 92, 284, 160, 1955, 0.365, 0.245, 0.293, 0.587, 1.419
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 150, 226, 99, 2016, 0.602, 0.399, 0.480, 0.749, 2.991
Hive, 258, 118, 178, 1937, 0.592, 0.686, 0.635, 0.745, 2.920
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 253, 123, 198, 1917, 0.561, 0.673, 0.612, 0.731, 2.716
SpringFramework, 265, 111, 188, 1927, 0.585, 0.705, 0.639, 0.742, 2.876
Storm, 244, 132, 198, 1917, 0.552, 0.649, 0.597, 0.727, 2.657
Tomcat, 255, 121, 191, 1924, 0.572, 0.678, 0.620, 0.736, 2.788
Zookeeper, 233, 143, 186, 1929, 0.556, 0.620, 0.586, 0.729, 2.684
