Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 176, 110, 873, 11058, 0.168, 0.615, 0.264, 0.860, 6.167
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 214, 72, 1221, 10710, 0.149, 0.748, 0.249, 0.843, 5.370
EMF, 168, 118, 1181, 10750, 0.125, 0.587, 0.206, 0.812, 4.320
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 187, 99, 1113, 10818, 0.144, 0.654, 0.236, 0.837, 5.145
JFreeChart, 183, 103, 1183, 10748, 0.134, 0.640, 0.222, 0.825, 4.723
JMeter, 167, 119, 529, 11402, 0.240, 0.584, 0.340, 0.902, 9.250
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 148, 138, 834, 11097, 0.151, 0.517, 0.233, 0.845, 5.438
Dubbo, 91, 195, 708, 11223, 0.114, 0.318, 0.168, 0.794, 3.865
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 120, 166, 635, 11296, 0.159, 0.420, 0.231, 0.853, 5.789
Hive, 208, 78, 750, 11181, 0.217, 0.727, 0.334, 0.892, 8.275
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 208, 78, 1023, 10908, 0.169, 0.727, 0.274, 0.861, 6.218
SpringFramework, 166, 120, 751, 11180, 0.181, 0.580, 0.276, 0.871, 6.733
Storm, 176, 110, 889, 11042, 0.165, 0.615, 0.261, 0.858, 6.059
Tomcat, 232, 54, 519, 11412, 0.309, 0.811, 0.447, 0.924, 12.196
Zookeeper, 186, 100, 791, 11140, 0.190, 0.650, 0.295, 0.877, 7.132
