Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 32, 31, 92, 2536, 0.258, 0.508, 0.342, 0.909, 10.023
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
EMF, 26, 37, 49, 2579, 0.347, 0.413, 0.377, 0.932, 13.808
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 34, 29, 205, 2423, 0.142, 0.540, 0.225, 0.835, 5.077
JFreeChart, 29, 34, 80, 2548, 0.266, 0.460, 0.337, 0.912, 10.364
JMeter, 26, 37, 58, 2570, 0.310, 0.413, 0.354, 0.924, 12.221
JRuby, 37, 26, 33, 2595, 0.529, 0.587, 0.556, 0.956, 21.578
SQuirrel, 28, 35, 49, 2579, 0.364, 0.444, 0.400, 0.936, 14.532
Dubbo, 30, 33, 73, 2555, 0.291, 0.476, 0.361, 0.920, 11.441
Gradle, 28, 35, 37, 2591, 0.431, 0.444, 0.438, 0.946, 17.400
Groovy, 26, 37, 55, 2573, 0.321, 0.413, 0.361, 0.927, 12.711
Hive, 39, 24, 42, 2586, 0.481, 0.619, 0.542, 0.951, 19.566
Maven, 30, 33, 69, 2559, 0.303, 0.476, 0.370, 0.923, 11.944
Poi, 35, 28, 37, 2591, 0.486, 0.556, 0.519, 0.952, 19.764
SpringFramework, 25, 38, 32, 2596, 0.439, 0.397, 0.417, 0.947, 17.734
Storm, 33, 30, 82, 2546, 0.287, 0.524, 0.371, 0.918, 11.257
Tomcat, 41, 22, 31, 2597, 0.569, 0.651, 0.607, 0.959, 23.323
