Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 29, 72, 27, 2366, 0.518, 0.287, 0.369, 0.922, 11.787
ArgoUML, 39, 62, 13, 2380, 0.750, 0.386, 0.510, 0.946, 17.520
Columba, 67, 34, 34, 2359, 0.663, 0.663, 0.663, 0.939, 15.381
EMF, 48, 53, 14, 2379, 0.774, 0.475, 0.589, 0.948, 18.117
Hibernate, 54, 47, 24, 2369, 0.692, 0.535, 0.603, 0.942, 16.095
JEdit, 38, 63, 79, 2314, 0.325, 0.376, 0.349, 0.875, 7.020
JMeter, 53, 48, 12, 2381, 0.815, 0.525, 0.639, 0.950, 19.134
JRuby, 76, 25, 34, 2359, 0.691, 0.752, 0.720, 0.941, 16.061
SQuirrel, 53, 48, 17, 2376, 0.757, 0.525, 0.620, 0.947, 17.696
Dubbo, 53, 48, 25, 2368, 0.679, 0.525, 0.592, 0.940, 15.779
Gradle, 38, 63, 15, 2378, 0.717, 0.376, 0.494, 0.944, 16.704
Groovy, 46, 55, 8, 2385, 0.852, 0.455, 0.594, 0.952, 20.035
Hive, 70, 31, 22, 2371, 0.761, 0.693, 0.725, 0.947, 17.788
Maven, 48, 53, 21, 2372, 0.696, 0.475, 0.565, 0.942, 16.178
Poi, 68, 33, 34, 2359, 0.667, 0.673, 0.670, 0.939, 15.462
SpringFramework, 51, 50, 9, 2384, 0.850, 0.505, 0.634, 0.952, 19.989
Storm, 51, 50, 29, 2364, 0.638, 0.505, 0.564, 0.936, 14.742
Tomcat, 77, 24, 51, 2342, 0.602, 0.762, 0.672, 0.933, 13.854
Zookeeper, 45, 56, 29, 2364, 0.608, 0.446, 0.514, 0.933, 14.016
