Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 151, 136, 305, 11626, 0.331, 0.526, 0.406, 0.929, 13.097
ArgoUML, 138, 149, 192, 11739, 0.418, 0.481, 0.447, 0.944, 16.803
Columba, 182, 105, 163, 11768, 0.528, 0.634, 0.576, 0.955, 21.458
EMF, 127, 160, 220, 11711, 0.366, 0.443, 0.401, 0.936, 14.581
Hibernate, 140, 147, 215, 11716, 0.394, 0.488, 0.436, 0.940, 15.789
JEdit, 154, 133, 654, 11277, 0.191, 0.537, 0.281, 0.877, 7.114
JFreeChart, 176, 111, 470, 11461, 0.272, 0.613, 0.377, 0.914, 10.598
JMeter, 148, 139, 199, 11732, 0.427, 0.516, 0.467, 0.945, 17.157
JRuby, 194, 93, 134, 11797, 0.591, 0.676, 0.631, 0.960, 24.179
SQuirrel, 148, 139, 234, 11697, 0.387, 0.516, 0.442, 0.939, 15.494
Dubbo, 149, 138, 329, 11602, 0.312, 0.519, 0.390, 0.925, 12.270
Gradle, 119, 168, 160, 11771, 0.427, 0.415, 0.420, 0.945, 17.158
Groovy, 113, 174, 151, 11780, 0.428, 0.394, 0.410, 0.945, 17.222
Hive, 194, 93, 213, 11718, 0.477, 0.676, 0.559, 0.951, 19.292
Maven, 146, 141, 341, 11590, 0.300, 0.509, 0.377, 0.922, 11.763
Poi, 201, 86, 172, 11759, 0.539, 0.700, 0.609, 0.956, 21.941
SpringFramework, 142, 145, 107, 11824, 0.570, 0.495, 0.530, 0.959, 23.278
Storm, 163, 124, 301, 11630, 0.351, 0.568, 0.434, 0.933, 13.955
Zookeeper, 130, 157, 277, 11654, 0.319, 0.453, 0.375, 0.926, 12.598
