Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 576, 470, 825, 27469, 0.411, 0.551, 0.471, 0.913, 10.532
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 781, 265, 487, 27807, 0.616, 0.747, 0.675, 0.942, 16.277
EMF, 723, 323, 698, 27596, 0.509, 0.691, 0.586, 0.930, 13.272
Hibernate, 759, 287, 616, 27678, 0.552, 0.726, 0.627, 0.935, 14.483
JEdit, 625, 421, 2268, 26026, 0.216, 0.598, 0.317, 0.835, 5.060
JFreeChart, 801, 245, 1146, 27148, 0.411, 0.766, 0.535, 0.913, 10.540
JMeter, 755, 291, 553, 27741, 0.577, 0.722, 0.641, 0.938, 15.191
JRuby, 799, 247, 431, 27863, 0.650, 0.764, 0.702, 0.945, 17.221
SQuirrel, 774, 272, 692, 27602, 0.528, 0.740, 0.616, 0.932, 13.809
Dubbo, 671, 375, 832, 27462, 0.446, 0.641, 0.526, 0.920, 11.523
Gradle, 620, 426, 594, 27700, 0.511, 0.593, 0.549, 0.930, 13.325
Groovy, 707, 339, 452, 27842, 0.610, 0.676, 0.641, 0.942, 16.111
Maven, 673, 373, 909, 27385, 0.425, 0.643, 0.512, 0.916, 10.933
Poi, 827, 219, 522, 27772, 0.613, 0.791, 0.691, 0.942, 16.196
SpringFramework, 747, 299, 377, 27917, 0.665, 0.714, 0.688, 0.946, 17.642
Storm, 748, 298, 744, 27550, 0.501, 0.715, 0.589, 0.929, 13.062
Tomcat, 813, 233, 647, 27647, 0.557, 0.777, 0.649, 0.936, 14.619
Zookeeper, 603, 443, 652, 27642, 0.480, 0.576, 0.524, 0.926, 12.477
