Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 638, 331, 251, 4206, 0.718, 0.658, 0.687, 0.751, 3.019
Columba, 882, 87, 196, 4261, 0.818, 0.910, 0.862, 0.782, 3.581
EMF, 818, 151, 194, 4263, 0.808, 0.844, 0.826, 0.779, 3.526
Hibernate, 828, 141, 213, 4244, 0.795, 0.854, 0.824, 0.775, 3.454
JEdit, 621, 348, 275, 4182, 0.693, 0.641, 0.666, 0.742, 2.881
JFreeChart, 897, 72, 299, 4158, 0.750, 0.926, 0.829, 0.762, 3.200
JMeter, 827, 142, 194, 4263, 0.810, 0.853, 0.831, 0.780, 3.536
JRuby, 863, 106, 191, 4266, 0.819, 0.891, 0.853, 0.782, 3.585
SQuirrel, 910, 59, 305, 4152, 0.749, 0.939, 0.833, 0.762, 3.194
Dubbo, 698, 271, 166, 4291, 0.808, 0.720, 0.762, 0.779, 3.524
Gradle, 731, 238, 165, 4292, 0.816, 0.754, 0.784, 0.781, 3.568
Groovy, 763, 206, 188, 4269, 0.802, 0.787, 0.795, 0.777, 3.493
Hive, 884, 85, 232, 4225, 0.792, 0.912, 0.848, 0.775, 3.436
Maven, 776, 193, 201, 4256, 0.794, 0.801, 0.798, 0.775, 3.448
Poi, 894, 75, 212, 4245, 0.808, 0.923, 0.862, 0.779, 3.526
SpringFramework, 846, 123, 203, 4254, 0.806, 0.873, 0.838, 0.779, 3.516
Storm, 854, 115, 253, 4204, 0.771, 0.881, 0.823, 0.769, 3.320
Tomcat, 899, 70, 259, 4198, 0.776, 0.928, 0.845, 0.770, 3.347
Zookeeper, 706, 263, 201, 4256, 0.778, 0.729, 0.753, 0.771, 3.359
