Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 58, 70, 45, 3917, 0.563, 0.453, 0.502, 0.944, 16.993
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 84, 44, 28, 3934, 0.750, 0.656, 0.700, 0.958, 22.965
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 68, 60, 93, 3869, 0.422, 0.531, 0.471, 0.926, 12.496
JFreeChart, 100, 28, 59, 3903, 0.629, 0.781, 0.697, 0.950, 19.096
JMeter, 88, 40, 23, 3939, 0.793, 0.688, 0.736, 0.961, 24.332
JRuby, 107, 21, 18, 3944, 0.856, 0.836, 0.846, 0.963, 26.352
SQuirrel, 99, 29, 35, 3927, 0.739, 0.773, 0.756, 0.958, 22.607
Dubbo, 70, 58, 20, 3942, 0.778, 0.547, 0.642, 0.960, 23.852
Gradle, 73, 55, 17, 3945, 0.811, 0.570, 0.670, 0.961, 24.918
Groovy, 96, 32, 22, 3940, 0.814, 0.750, 0.780, 0.962, 24.996
Hive, 107, 21, 33, 3929, 0.764, 0.836, 0.799, 0.959, 23.421
Maven, 83, 45, 31, 3931, 0.728, 0.648, 0.686, 0.957, 22.264
Poi, 107, 21, 21, 3941, 0.836, 0.836, 0.836, 0.963, 25.711
SpringFramework, 96, 32, 12, 3950, 0.889, 0.750, 0.814, 0.965, 27.403
Storm, 87, 41, 41, 3921, 0.680, 0.680, 0.680, 0.954, 20.718
Tomcat, 104, 24, 27, 3935, 0.794, 0.813, 0.803, 0.961, 24.367
Zookeeper, 71, 57, 19, 3943, 0.789, 0.555, 0.651, 0.960, 24.207
