Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 36, 62, 155, 7459, 0.188, 0.367, 0.249, 0.933, 13.832
ArgoUML, 50, 48, 104, 7510, 0.325, 0.510, 0.397, 0.961, 24.550
Columba, 68, 30, 45, 7569, 0.602, 0.694, 0.645, 0.979, 46.356
EMF, 60, 38, 108, 7506, 0.357, 0.612, 0.451, 0.964, 27.105
Hibernate, 64, 34, 84, 7530, 0.432, 0.653, 0.520, 0.971, 33.030
JEdit, 30, 68, 414, 7200, 0.068, 0.306, 0.111, 0.812, 4.317
JFreeChart, 72, 26, 264, 7350, 0.214, 0.735, 0.332, 0.941, 15.863
JMeter, 62, 36, 118, 7496, 0.344, 0.633, 0.446, 0.963, 26.106
JRuby, 67, 31, 55, 7559, 0.549, 0.684, 0.609, 0.977, 42.217
SQuirrel, 68, 30, 144, 7470, 0.321, 0.694, 0.439, 0.960, 24.241
Dubbo, 51, 47, 111, 7503, 0.315, 0.520, 0.392, 0.960, 23.774
Gradle, 55, 43, 79, 7535, 0.410, 0.561, 0.474, 0.969, 31.300
Groovy, 67, 31, 63, 7551, 0.515, 0.684, 0.588, 0.975, 39.558
Hive, 71, 27, 102, 7512, 0.410, 0.724, 0.524, 0.969, 31.296
Maven, 45, 53, 180, 7434, 0.200, 0.459, 0.279, 0.936, 14.739
Poi, 70, 28, 88, 7526, 0.443, 0.714, 0.547, 0.971, 33.864
Storm, 61, 37, 150, 7464, 0.289, 0.622, 0.395, 0.956, 21.750
Tomcat, 69, 29, 114, 7500, 0.377, 0.704, 0.491, 0.966, 28.671
Zookeeper, 57, 41, 161, 7453, 0.261, 0.582, 0.361, 0.951, 19.576
