Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 195, 126, 177, 2826, 0.524, 0.607, 0.563, 0.816, 4.428
ArgoUML, 210, 111, 192, 2811, 0.522, 0.654, 0.581, 0.815, 4.409
Columba, 250, 71, 179, 2824, 0.583, 0.779, 0.667, 0.834, 5.034
EMF, 252, 69, 186, 2817, 0.575, 0.785, 0.664, 0.832, 4.958
Hibernate, 250, 71, 175, 2828, 0.588, 0.779, 0.670, 0.836, 5.091
JEdit, 218, 103, 356, 2647, 0.380, 0.679, 0.487, 0.746, 2.933
JFreeChart, 268, 53, 308, 2695, 0.465, 0.835, 0.598, 0.792, 3.818
JMeter, 239, 82, 157, 2846, 0.604, 0.745, 0.667, 0.840, 5.250
JRuby, 235, 86, 147, 2856, 0.615, 0.732, 0.669, 0.843, 5.370
SQuirrel, 259, 62, 222, 2781, 0.538, 0.807, 0.646, 0.821, 4.576
Dubbo, 208, 113, 158, 2845, 0.568, 0.648, 0.606, 0.830, 4.885
Groovy, 233, 88, 153, 2850, 0.604, 0.726, 0.659, 0.840, 5.251
Hive, 253, 68, 182, 2821, 0.582, 0.788, 0.669, 0.834, 5.023
Maven, 229, 92, 197, 2806, 0.538, 0.713, 0.613, 0.820, 4.566
Poi, 258, 63, 178, 2825, 0.592, 0.804, 0.682, 0.837, 5.128
SpringFramework, 239, 82, 155, 2848, 0.607, 0.745, 0.669, 0.841, 5.281
Storm, 251, 70, 227, 2776, 0.525, 0.782, 0.628, 0.816, 4.438
Tomcat, 249, 72, 203, 2800, 0.551, 0.776, 0.644, 0.825, 4.704
Zookeeper, 185, 136, 151, 2852, 0.551, 0.576, 0.563, 0.825, 4.701
