Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 302, 316, 343, 14072, 0.468, 0.489, 0.478, 0.912, 10.389
ArgoUML, 342, 276, 136, 14279, 0.715, 0.553, 0.624, 0.943, 16.404
Columba, 502, 116, 169, 14246, 0.748, 0.812, 0.779, 0.945, 17.199
EMF, 387, 231, 276, 14139, 0.584, 0.626, 0.604, 0.930, 13.199
Hibernate, 429, 189, 230, 14185, 0.651, 0.694, 0.672, 0.937, 14.835
JEdit, 277, 341, 825, 13590, 0.251, 0.448, 0.322, 0.836, 5.114
JFreeChart, 471, 147, 360, 14055, 0.567, 0.762, 0.650, 0.927, 12.787
JMeter, 434, 184, 151, 14264, 0.742, 0.702, 0.722, 0.945, 17.046
JRuby, 519, 99, 190, 14225, 0.732, 0.840, 0.782, 0.944, 16.806
SQuirrel, 468, 150, 272, 14143, 0.632, 0.757, 0.689, 0.935, 14.384
Dubbo, 369, 249, 273, 14142, 0.575, 0.597, 0.586, 0.928, 12.981
Gradle, 311, 307, 191, 14224, 0.620, 0.503, 0.555, 0.934, 14.070
Groovy, 401, 217, 189, 14226, 0.680, 0.649, 0.664, 0.940, 15.533
Hive, 520, 98, 252, 14163, 0.674, 0.841, 0.748, 0.939, 15.385
Maven, 356, 262, 308, 14107, 0.536, 0.576, 0.555, 0.923, 12.042
SpringFramework, 459, 159, 144, 14271, 0.761, 0.743, 0.752, 0.946, 17.516
Storm, 447, 171, 335, 14080, 0.572, 0.723, 0.639, 0.928, 12.905
Tomcat, 540, 78, 293, 14122, 0.648, 0.874, 0.744, 0.937, 14.769
Zookeeper, 362, 256, 241, 14174, 0.600, 0.586, 0.593, 0.932, 13.603
