Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,918,102,25,77,6,810,0.8065,0.2451,0.3759,0.4136
Ant,Columba,918,102,30,72,3,813,0.9091,0.2941,0.4444,0.4903
Ant,EMF,918,102,20,82,1,815,0.9524,0.1961,0.3252,0.4096
Ant,Hibernate,918,102,28,74,5,811,0.8485,0.2745,0.4148,0.4531
Ant,JEdit,918,102,54,48,42,774,0.5625,0.5294,0.5455,0.4908
Ant,JFreeChart,918,102,36,66,42,774,0.4615,0.3529,0.4,0.3398
Ant,JMeter,918,102,28,74,0,816,1.0,0.2745,0.4308,0.5017
Ant,JRuby,918,102,37,65,3,813,0.925,0.3627,0.5211,0.5528
Ant,SQuirrel,918,102,28,74,7,809,0.8,0.2745,0.4088,0.4364
Ant,Dubbo,918,102,26,76,13,803,0.6667,0.2549,0.3688,0.3724
Ant,Gradle,918,102,17,85,6,810,0.7391,0.1667,0.272,0.3203
Ant,Groovy,918,102,28,74,5,811,0.8485,0.2745,0.4148,0.4531
Ant,Hive,918,102,35,67,5,811,0.875,0.3431,0.493,0.5188
Ant,Maven,918,102,21,81,7,809,0.75,0.2059,0.3231,0.3606
Ant,Poi,918,102,38,64,3,813,0.9268,0.3725,0.5315,0.5612
Ant,SpringFramework,918,102,17,85,9,807,0.6538,0.1667,0.2656,0.2948
Ant,Storm,918,102,20,82,11,805,0.6452,0.1961,0.3008,0.3177
Ant,Tomcat,918,102,53,49,16,800,0.7681,0.5196,0.6199,0.596
Ant,Zookeeper,918,102,33,69,18,798,0.6471,0.3235,0.4314,0.4136
ArgoUML,Ant,5426,969,773,196,186,4271,0.806,0.7977,0.8019,0.7591
ArgoUML,Columba,5426,969,876,93,154,4303,0.8505,0.904,0.8764,0.8492
ArgoUML,EMF,5426,969,863,106,204,4253,0.8088,0.8906,0.8477,0.8141
ArgoUML,Hibernate,5426,969,868,101,194,4263,0.8173,0.8958,0.8548,0.8227
ArgoUML,JEdit,5426,969,684,285,326,4131,0.6772,0.7059,0.6913,0.6226
ArgoUML,JFreeChart,5426,969,916,53,335,4122,0.7322,0.9453,0.8252,0.7913
ArgoUML,JMeter,5426,969,833,136,165,4292,0.8347,0.8596,0.847,0.8132
ArgoUML,JRuby,5426,969,850,119,259,4198,0.7665,0.8772,0.8181,0.778
ArgoUML,SQuirrel,5426,969,893,76,204,4253,0.814,0.9216,0.8645,0.8352
ArgoUML,Dubbo,5426,969,895,74,233,4224,0.7934,0.9236,0.8536,0.8224
ArgoUML,Gradle,5426,969,661,308,93,4364,0.8767,0.6821,0.7673,0.7322
ArgoUML,Groovy,5426,969,792,177,142,4315,0.848,0.8173,0.8324,0.7969
ArgoUML,Hive,5426,969,893,76,212,4245,0.8081,0.9216,0.8611,0.8312
ArgoUML,Maven,5426,969,626,343,152,4305,0.8046,0.646,0.7167,0.6687
ArgoUML,Poi,5426,969,828,141,147,4310,0.8492,0.8545,0.8519,0.8195
ArgoUML,SpringFramework,5426,969,892,77,203,4254,0.8146,0.9205,0.8643,0.835
ArgoUML,Storm,5426,969,895,74,192,4265,0.8234,0.9236,0.8706,0.8426
ArgoUML,Tomcat,5426,969,891,78,205,4252,0.813,0.9195,0.863,0.8333
ArgoUML,Zookeeper,5426,969,791,178,176,4281,0.818,0.8163,0.8171,0.7774
Columba,Ant,1152,128,69,59,15,1009,0.8214,0.5391,0.6509,0.6339
Columba,ArgoUML,1152,128,93,35,6,1018,0.9394,0.7266,0.8194,0.8081
Columba,EMF,1152,128,83,45,6,1018,0.9326,0.6484,0.765,0.7563
Columba,Hibernate,1152,128,104,24,8,1016,0.9286,0.8125,0.8667,0.8536
Columba,JEdit,1152,128,72,56,23,1001,0.7579,0.5625,0.6457,0.617
Columba,JFreeChart,1152,128,108,20,20,1004,0.8438,0.8438,0.8438,0.8242
Columba,JMeter,1152,128,87,41,4,1020,0.956,0.6797,0.7945,0.7874
Columba,JRuby,1152,128,98,30,2,1022,0.98,0.7656,0.8596,0.8524
Columba,SQuirrel,1152,128,92,36,6,1018,0.9388,0.7188,0.8142,0.8031
Columba,Dubbo,1152,128,103,25,13,1011,0.8879,0.8047,0.8443,0.8271
Columba,Gradle,1152,128,52,76,1,1023,0.9811,0.4062,0.5746,0.6079
Columba,Groovy,1152,128,91,37,2,1022,0.9785,0.7109,0.8235,0.8179
Columba,Hive,1152,128,103,25,9,1015,0.9196,0.8047,0.8583,0.8443
Columba,Maven,1152,128,51,77,7,1017,0.8793,0.3984,0.5484,0.5628
Columba,Poi,1152,128,108,20,6,1018,0.9474,0.8438,0.8926,0.8818
Columba,SpringFramework,1152,128,90,38,5,1019,0.9474,0.7031,0.8072,0.7977
Columba,Storm,1152,128,102,26,4,1020,0.9623,0.7969,0.8718,0.8622
Columba,Tomcat,1152,128,108,20,5,1019,0.9558,0.8438,0.8963,0.8863
Columba,Zookeeper,1152,128,84,44,4,1020,0.9545,0.6562,0.7778,0.7718
EMF,Ant,666,74,20,54,7,585,0.7407,0.2703,0.396,0.4118
EMF,ArgoUML,666,74,26,48,7,585,0.7879,0.3514,0.486,0.4917
EMF,Columba,666,74,21,53,0,592,1.0,0.2838,0.4421,0.5104
EMF,Hibernate,666,74,28,46,4,588,0.875,0.3784,0.5283,0.5461
EMF,JEdit,666,74,41,33,36,556,0.5325,0.5541,0.543,0.4848
EMF,JFreeChart,666,74,33,41,22,570,0.6,0.4459,0.5116,0.4667
EMF,JMeter,666,74,25,49,0,592,1.0,0.3378,0.5051,0.5586
EMF,JRuby,666,74,24,50,2,590,0.9231,0.3243,0.48,0.5208
EMF,SQuirrel,666,74,35,39,7,585,0.8333,0.473,0.6034,0.5962
EMF,Dubbo,666,74,29,45,5,587,0.8529,0.3919,0.537,0.5475
EMF,Gradle,666,74,21,53,9,583,0.7,0.2838,0.4038,0.407
EMF,Groovy,666,74,22,52,4,588,0.8462,0.2973,0.44,0.4714
EMF,Hive,666,74,28,46,8,584,0.7778,0.3784,0.5091,0.5071
EMF,Maven,666,74,19,55,4,588,0.8261,0.2568,0.3918,0.4303
EMF,Poi,666,74,26,48,3,589,0.8966,0.3514,0.5049,0.5333
EMF,SpringFramework,666,74,25,49,0,592,1.0,0.3378,0.5051,0.5586
EMF,Storm,666,74,23,51,6,586,0.7931,0.3108,0.4466,0.463
EMF,Tomcat,666,74,28,46,3,589,0.9032,0.3784,0.5333,0.5569
EMF,Zookeeper,666,74,22,52,7,585,0.7586,0.2973,0.4272,0.4396
Hibernate,Ant,2492,377,230,147,58,2057,0.7986,0.6101,0.6917,0.653
Hibernate,ArgoUML,2492,377,249,128,27,2088,0.9022,0.6605,0.7626,0.7396
Hibernate,Columba,2492,377,254,123,20,2095,0.927,0.6737,0.7803,0.7609
Hibernate,EMF,2492,377,258,119,38,2077,0.8716,0.6844,0.7667,0.7381
Hibernate,JEdit,2492,377,268,109,126,1989,0.6802,0.7109,0.6952,0.6397
Hibernate,JFreeChart,2492,377,296,81,137,1978,0.6836,0.7851,0.7309,0.6813
