Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1428,102,16,86,17,1309,0.4848,0.1569,0.237,0.2469
Ant,Columba,1428,102,31,71,4,1322,0.8857,0.3039,0.4526,0.5012
Ant,EMF,1428,102,16,86,5,1321,0.7619,0.1569,0.2602,0.3275
Ant,Hibernate,1428,102,24,78,5,1321,0.8276,0.2353,0.3664,0.4227
Ant,JEdit,1428,102,32,70,22,1304,0.5926,0.3137,0.4103,0.4012
Ant,JFreeChart,1428,102,21,81,16,1310,0.5676,0.2059,0.3022,0.3142
Ant,JMeter,1428,102,25,77,2,1324,0.9259,0.2451,0.3876,0.4606
Ant,JRuby,1428,102,19,83,4,1322,0.8261,0.1863,0.304,0.3749
Ant,SQuirrel,1428,102,17,85,7,1319,0.7083,0.1667,0.2698,0.3233
Ant,Dubbo,1428,102,11,91,4,1322,0.7333,0.1078,0.188,0.2648
Ant,Gradle,1428,102,17,85,7,1319,0.7083,0.1667,0.2698,0.3233
Ant,Groovy,1428,102,19,83,6,1320,0.76,0.1863,0.2992,0.3569
Ant,Hive,1428,102,17,85,3,1323,0.85,0.1667,0.2787,0.3603
Ant,Maven,1428,102,16,86,15,1311,0.5161,0.1569,0.2406,0.2572
Ant,Poi,1428,102,36,66,7,1319,0.8372,0.3529,0.4966,0.5239
Ant,SpringFramework,1428,102,12,90,2,1324,0.8571,0.1176,0.2069,0.3036
Ant,Storm,1428,102,16,86,5,1321,0.7619,0.1569,0.2602,0.3275
Ant,Tomcat,1428,102,46,56,10,1316,0.8214,0.451,0.5823,0.5883
Ant,Zookeeper,1428,102,21,81,7,1319,0.75,0.2059,0.3231,0.3726
ArgoUML,Ant,5426,969,482,487,95,4362,0.8354,0.4974,0.6235,0.5915
ArgoUML,Columba,5426,969,881,88,170,4287,0.8382,0.9092,0.8723,0.8442
ArgoUML,EMF,5426,969,886,83,185,4272,0.8273,0.9143,0.8686,0.8399
ArgoUML,Hibernate,5426,969,874,95,187,4270,0.8238,0.902,0.8611,0.8305
ArgoUML,JEdit,5426,969,581,388,204,4253,0.7401,0.5996,0.6625,0.603
ArgoUML,JFreeChart,5426,969,858,111,241,4216,0.7807,0.8854,0.8298,0.7923
ArgoUML,JMeter,5426,969,860,109,172,4285,0.8333,0.8875,0.8596,0.8285
ArgoUML,JRuby,5426,969,877,92,178,4279,0.8313,0.9051,0.8666,0.8372
ArgoUML,SQuirrel,5426,969,884,85,180,4277,0.8308,0.9123,0.8697,0.8411
ArgoUML,Dubbo,5426,969,633,336,92,4365,0.8731,0.6533,0.7473,0.7121
ArgoUML,Gradle,5426,969,674,295,97,4360,0.8742,0.6956,0.7747,0.7391
ArgoUML,Groovy,5426,969,752,217,123,4334,0.8594,0.7761,0.8156,0.7795
ArgoUML,Hive,5426,969,870,99,184,4273,0.8254,0.8978,0.8601,0.8292
ArgoUML,Maven,5426,969,619,350,121,4336,0.8365,0.6388,0.7244,0.6826
ArgoUML,Poi,5426,969,888,81,161,4296,0.8465,0.9164,0.8801,0.8538
ArgoUML,SpringFramework,5426,969,863,106,174,4283,0.8322,0.8906,0.8604,0.8295
ArgoUML,Storm,5426,969,883,86,176,4281,0.8338,0.9112,0.8708,0.8424
ArgoUML,Tomcat,5426,969,792,177,134,4323,0.8553,0.8173,0.8359,0.8015
ArgoUML,Zookeeper,5426,969,846,123,210,4247,0.8011,0.8731,0.8356,0.799
Columba,Ant,1792,128,56,72,12,1652,0.8235,0.4375,0.5714,0.58
Columba,ArgoUML,1792,128,88,40,7,1657,0.9263,0.6875,0.7892,0.7854
Columba,EMF,1792,128,82,46,4,1660,0.9535,0.6406,0.7664,0.769
Columba,Hibernate,1792,128,102,26,10,1654,0.9107,0.7969,0.85,0.8414
Columba,JEdit,1792,128,69,59,25,1639,0.734,0.5391,0.6216,0.6054
Columba,JFreeChart,1792,128,101,27,11,1653,0.9018,0.7891,0.8417,0.8325
Columba,JMeter,1792,128,84,44,4,1660,0.9545,0.6562,0.7778,0.7793
Columba,JRuby,1792,128,87,41,5,1659,0.9457,0.6797,0.7909,0.7897
Columba,SQuirrel,1792,128,92,36,7,1657,0.9293,0.7188,0.8106,0.8055
