Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,306,102,35,67,2,202,0.9459,0.3431,0.5036,0.482
Ant,Columba,306,102,64,38,13,191,0.8312,0.6275,0.7151,0.6124
Ant,EMF,306,102,32,70,4,200,0.8889,0.3137,0.4638,0.4303
Ant,Hibernate,306,102,43,59,7,197,0.86,0.4216,0.5658,0.4938
Ant,JEdit,306,102,71,31,31,173,0.6961,0.6961,0.6961,0.5441
Ant,JFreeChart,306,102,59,43,30,174,0.6629,0.5784,0.6178,0.4478
Ant,JMeter,306,102,42,60,4,200,0.913,0.4118,0.5676,0.5173
Ant,JRuby,306,102,54,48,6,198,0.9,0.5294,0.6667,0.5937
Ant,SQuirrel,306,102,56,46,21,183,0.7273,0.549,0.6257,0.4846
Ant,Dubbo,306,102,38,64,17,187,0.6909,0.3725,0.4841,0.3551
Ant,Gradle,306,102,36,66,5,199,0.878,0.3529,0.5035,0.4545
Ant,Groovy,306,102,31,71,1,203,0.9688,0.3039,0.4627,0.4606
Ant,Hive,306,102,57,45,7,197,0.8906,0.5588,0.6867,0.608
Ant,Maven,306,102,37,65,6,198,0.8605,0.3627,0.5103,0.4521
Ant,Poi,306,102,57,45,9,195,0.8636,0.5588,0.6786,0.5899
Ant,SpringFramework,306,102,37,65,7,197,0.8409,0.3627,0.5068,0.4412
Ant,Storm,306,102,48,54,15,189,0.7619,0.4706,0.5818,0.4629
Ant,Tomcat,306,102,70,32,17,187,0.8046,0.6863,0.7407,0.6301
Ant,Zookeeper,306,102,30,72,7,197,0.8108,0.2941,0.4317,0.3757
ArgoUML,Ant,2907,969,757,212,248,1690,0.7532,0.7812,0.767,0.6475
ArgoUML,Columba,2907,969,927,42,207,1731,0.8175,0.9567,0.8816,0.8213
ArgoUML,EMF,2907,969,747,222,118,1820,0.8636,0.7709,0.8146,0.7321
ArgoUML,Hibernate,2907,969,905,64,101,1837,0.8996,0.934,0.9165,0.8739
ArgoUML,JEdit,2907,969,852,117,472,1466,0.6435,0.8793,0.7431,0.6017
ArgoUML,JFreeChart,2907,969,935,34,324,1614,0.7427,0.9649,0.8393,0.7589
ArgoUML,JMeter,2907,969,902,67,94,1844,0.9056,0.9309,0.9181,0.8764
ArgoUML,JRuby,2907,969,908,61,150,1788,0.8582,0.937,0.8959,0.8423
ArgoUML,SQuirrel,2907,969,925,44,228,1710,0.8023,0.9546,0.8718,0.8065
ArgoUML,Dubbo,2907,969,834,135,196,1742,0.8097,0.8607,0.8344,0.7486
ArgoUML,Gradle,2907,969,806,163,97,1841,0.8926,0.8318,0.8611,0.7964
ArgoUML,Groovy,2907,969,906,63,88,1850,0.9115,0.935,0.9231,0.884
ArgoUML,Hive,2907,969,908,61,120,1818,0.8833,0.937,0.9094,0.8629
ArgoUML,Maven,2907,969,899,70,105,1833,0.8954,0.9278,0.9113,0.8661
ArgoUML,Poi,2907,969,918,51,126,1812,0.8793,0.9474,0.9121,0.867
ArgoUML,SpringFramework,2907,969,893,76,92,1846,0.9066,0.9216,0.914,0.8706
ArgoUML,Storm,2907,969,930,39,362,1576,0.7198,0.9598,0.8226,0.7333
ArgoUML,Tomcat,2907,969,931,38,177,1761,0.8403,0.9608,0.8965,0.8439
ArgoUML,Zookeeper,2907,969,632,337,95,1843,0.8693,0.6522,0.7453,0.6566
Columba,Ant,384,128,86,42,25,231,0.7748,0.6719,0.7197,0.5971
Columba,ArgoUML,384,128,104,24,2,254,0.9811,0.8125,0.8889,0.8485
Columba,EMF,384,128,55,73,3,253,0.9483,0.4297,0.5914,0.5502
Columba,Hibernate,384,128,115,13,5,251,0.9583,0.8984,0.9274,0.8939
Columba,JEdit,384,128,100,28,34,222,0.7463,0.7812,0.7634,0.6413
Columba,JFreeChart,384,128,116,12,19,237,0.8593,0.9062,0.8821,0.8215
Columba,JMeter,384,128,105,23,8,248,0.9292,0.8203,0.8714,0.8162
Columba,JRuby,384,128,111,17,0,256,1.0,0.8672,0.9289,0.9018
Columba,SQuirrel,384,128,101,27,9,247,0.9182,0.7891,0.8487,0.7861
Columba,Dubbo,384,128,99,29,7,249,0.934,0.7734,0.8462,0.7868
Columba,Gradle,384,128,66,62,7,249,0.9041,0.5156,0.6567,0.5866
Columba,Groovy,384,128,103,25,4,252,0.9626,0.8047,0.8766,0.8297
Columba,Hive,384,128,116,12,6,250,0.9508,0.9062,0.928,0.8938
Columba,Maven,384,128,108,20,2,254,0.9818,0.8438,0.9076,0.8716
Columba,Poi,384,128,114,14,4,252,0.9661,0.8906,0.9268,0.894
Columba,SpringFramework,384,128,91,37,1,255,0.9891,0.7109,0.8273,0.7809
Columba,Storm,384,128,113,15,8,248,0.9339,0.8828,0.9076,0.8641
Columba,Tomcat,384,128,118,10,9,247,0.9291,0.9219,0.9255,0.8885
Columba,Zookeeper,384,128,42,86,3,253,0.9333,0.3281,0.4855,0.4637
EMF,Ant,222,74,41,33,21,127,0.6613,0.5541,0.6029,0.4331
EMF,ArgoUML,222,74,28,46,4,144,0.875,0.3784,0.5283,0.4716
EMF,Columba,222,74,40,34,8,140,0.8333,0.5405,0.6557,0.5571
EMF,Hibernate,222,74,38,36,3,145,0.9268,0.5135,0.6609,0.5992
EMF,JEdit,222,74,61,13,37,111,0.6224,0.8243,0.7093,0.5452
EMF,JFreeChart,222,74,56,18,40,108,0.5833,0.7568,0.6588,0.4629
EMF,JMeter,222,74,38,36,3,145,0.9268,0.5135,0.6609,0.5992
EMF,JRuby,222,74,30,44,7,141,0.8108,0.4054,0.5405,0.453
EMF,SQuirrel,222,74,40,34,15,133,0.7273,0.5405,0.6202,0.4796
EMF,Dubbo,222,74,35,39,12,136,0.7447,0.473,0.5785,0.4522
EMF,Gradle,222,74,35,39,7,141,0.8333,0.473,0.6034,0.5123
EMF,Groovy,222,74,32,42,5,143,0.8649,0.4324,0.5766,0.5043
EMF,Hive,222,74,38,36,6,142,0.8636,0.5135,0.6441,0.5593
EMF,Maven,222,74,28,46,5,143,0.8485,0.3784,0.5234,0.4566
EMF,Poi,222,74,33,41,2,146,0.9429,0.4459,0.6055,0.5594
EMF,SpringFramework,222,74,27,47,4,144,0.871,0.3649,0.5143,0.4595
EMF,Storm,222,74,50,24,26,122,0.6579,0.6757,0.6667,0.4967
EMF,Tomcat,222,74,49,25,18,130,0.7313,0.6622,0.695,0.5551
EMF,Zookeeper,222,74,28,46,10,138,0.7368,0.3784,0.5,0.389
Hibernate,Ant,1131,377,254,123,160,594,0.6135,0.6737,0.6422,0.4517
Hibernate,ArgoUML,1131,377,267,110,19,735,0.9336,0.7082,0.8054,0.7408
Hibernate,Columba,1131,377,305,72,72,682,0.809,0.809,0.809,0.7135
Hibernate,EMF,1131,377,256,121,47,707,0.8449,0.679,0.7529,0.6564
Hibernate,JEdit,1131,377,292,85,186,568,0.6109,0.7745,0.683,0.5037
Hibernate,JFreeChart,1131,377,332,45,154,600,0.6831,0.8806,0.7694,0.6441
Hibernate,JMeter,1131,377,296,81,28,726,0.9136,0.7851,0.8445,0.7799
Hibernate,JRuby,1131,377,292,85,28,726,0.9125,0.7745,0.8379,0.7717
Hibernate,SQuirrel,1131,377,302,75,59,695,0.8366,0.8011,0.8184,0.7309
Hibernate,Dubbo,1131,377,273,104,68,686,0.8006,0.7241,0.7604,0.6512
Hibernate,Gradle,1131,377,251,126,36,718,0.8746,0.6658,0.756,0.6695
Hibernate,Groovy,1131,377,282,95,23,731,0.9246,0.748,0.827,0.7622
Hibernate,Hive,1131,377,298,79,36,718,0.8922,0.7905,0.8383,0.7675
Hibernate,Maven,1131,377,277,100,32,722,0.8964,0.7347,0.8076,0.7324
Hibernate,Poi,1131,377,295,82,30,724,0.9077,0.7825,0.8405,0.7737
Hibernate,SpringFramework,1131,377,270,107,21,733,0.9278,0.7162,0.8084,0.7423
Hibernate,Storm,1131,377,314,63,116,638,0.7302,0.8329,0.7782,0.6594
Hibernate,Tomcat,1131,377,298,79,59,695,0.8347,0.7905,0.812,0.7224
Hibernate,Zookeeper,1131,377,167,210,36,718,0.8227,0.443,0.5759,0.4855
JEdit,Ant,585,195,112,83,26,364,0.8116,0.5744,0.6727,0.5637
JEdit,ArgoUML,585,195,56,139,1,389,0.9825,0.2872,0.4444,0.4524
JEdit,Columba,585,195,118,77,30,360,0.7973,0.6051,0.688,0.5728
JEdit,EMF,585,195,61,134,10,380,0.8592,0.3128,0.4586,0.4146
JEdit,Hibernate,585,195,82,113,7,383,0.9213,0.4205,0.5775,0.5284
JEdit,JFreeChart,585,195,127,68,32,358,0.7987,0.6513,0.7175,0.6032
JEdit,JMeter,585,195,86,109,6,384,0.9348,0.441,0.5993,0.5512
JEdit,JRuby,585,195,91,104,7,383,0.9286,0.4667,0.6212,0.5664
JEdit,SQuirrel,585,195,111,84,26,364,0.8102,0.5692,0.6687,0.5594
JEdit,Dubbo,585,195,72,123,16,374,0.8182,0.3692,0.5088,0.4328
JEdit,Gradle,585,195,61,134,2,388,0.9683,0.3128,0.4729,0.4679
JEdit,Groovy,585,195,55,140,2,388,0.9649,0.2821,0.4365,0.4402
JEdit,Hive,585,195,91,104,3,387,0.9681,0.4667,0.6298,0.5892
JEdit,Maven,585,195,47,148,6,384,0.8868,0.241,0.379,0.3706
JEdit,Poi,585,195,69,126,6,384,0.92,0.3538,0.5111,0.4772
JEdit,SpringFramework,585,195,21,174,2,388,0.913,0.1077,0.1927,0.2488
JEdit,Storm,585,195,111,84,32,358,0.7762,0.5692,0.6568,0.5344
