Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,510,102,29,73,2,406,0.9355,0.2843,0.4361,0.4678
Ant,Columba,510,102,41,61,3,405,0.9318,0.402,0.5616,0.5622
Ant,EMF,510,102,18,84,3,405,0.8571,0.1765,0.2927,0.3405
Ant,Hibernate,510,102,26,76,5,403,0.8387,0.2549,0.391,0.4062
Ant,JEdit,510,102,79,23,50,358,0.6124,0.7745,0.684,0.5999
Ant,JFreeChart,510,102,40,62,12,396,0.7692,0.3922,0.5195,0.4795
Ant,JMeter,510,102,34,68,3,405,0.9189,0.3333,0.4892,0.5027
Ant,JRuby,510,102,45,57,6,402,0.8824,0.4412,0.5882,0.5686
Ant,SQuirrel,510,102,39,63,7,401,0.8478,0.3824,0.527,0.5099
Ant,Dubbo,510,102,34,68,13,395,0.7234,0.3333,0.4564,0.4169
Ant,Gradle,510,102,26,76,0,408,1.0,0.2549,0.4062,0.4635
Ant,Groovy,510,102,42,60,6,402,0.875,0.4118,0.56,0.5439
Ant,Hive,510,102,51,51,4,404,0.9273,0.5,0.6497,0.6321
Ant,Maven,510,102,27,75,6,402,0.8182,0.2647,0.4,0.4065
Ant,Poi,510,102,52,50,3,405,0.9455,0.5098,0.6624,0.6479
Ant,SpringFramework,510,102,13,89,0,408,1.0,0.1275,0.2261,0.3235
Ant,Storm,510,102,35,67,10,398,0.7778,0.3431,0.4762,0.4493
Ant,Tomcat,510,102,53,49,7,401,0.8833,0.5196,0.6543,0.6238
Ant,Zookeeper,510,102,21,81,5,403,0.8077,0.2059,0.3281,0.3521
ArgoUML,Ant,4845,969,504,465,91,3785,0.8471,0.5201,0.6445,0.6053
ArgoUML,Columba,4845,969,905,64,168,3708,0.8434,0.934,0.8864,0.8579
ArgoUML,EMF,4845,969,812,157,192,3684,0.8088,0.838,0.8231,0.7781
ArgoUML,Hibernate,4845,969,895,74,210,3666,0.81,0.9236,0.8631,0.8289
ArgoUML,JEdit,4845,969,813,156,590,3286,0.5795,0.839,0.6855,0.6057
ArgoUML,JFreeChart,4845,969,915,54,312,3564,0.7457,0.9443,0.8333,0.7945
ArgoUML,JMeter,4845,969,847,122,181,3695,0.8239,0.8741,0.8483,0.8095
ArgoUML,JRuby,4845,969,889,80,247,3629,0.7826,0.9174,0.8447,0.806
ArgoUML,SQuirrel,4845,969,901,68,260,3616,0.7761,0.9298,0.846,0.8085
ArgoUML,Dubbo,4845,969,903,66,342,3534,0.7253,0.9319,0.8157,0.7723
ArgoUML,Gradle,4845,969,803,166,137,3739,0.8543,0.8287,0.8413,0.8025
ArgoUML,Groovy,4845,969,868,101,202,3674,0.8112,0.8958,0.8514,0.8135
ArgoUML,Hive,4845,969,899,70,204,3672,0.815,0.9278,0.8678,0.8348
ArgoUML,Maven,4845,969,824,145,150,3726,0.846,0.8504,0.8482,0.8101
ArgoUML,Poi,4845,969,913,56,187,3689,0.83,0.9422,0.8826,0.8536
ArgoUML,SpringFramework,4845,969,889,80,168,3708,0.8411,0.9174,0.8776,0.8466
ArgoUML,Storm,4845,969,879,90,179,3697,0.8308,0.9071,0.8673,0.8336
ArgoUML,Tomcat,4845,969,848,121,204,3672,0.8061,0.8751,0.8392,0.798
ArgoUML,Zookeeper,4845,969,691,278,102,3774,0.8714,0.7131,0.7843,0.7425
Columba,Ant,640,128,58,70,13,499,0.8169,0.4531,0.5829,0.5448
Columba,ArgoUML,640,128,93,35,5,507,0.949,0.7266,0.823,0.7962
Columba,EMF,640,128,88,40,8,504,0.9167,0.6875,0.7857,0.7527
Columba,Hibernate,640,128,112,16,7,505,0.9412,0.875,0.9069,0.8856
Columba,JEdit,640,128,97,31,45,467,0.6831,0.7578,0.7185,0.6449
Columba,JFreeChart,640,128,111,17,14,498,0.888,0.8672,0.8775,0.8474
Columba,JMeter,640,128,91,37,6,506,0.9381,0.7109,0.8089,0.78
Columba,JRuby,640,128,104,24,8,504,0.9286,0.8125,0.8667,0.8389
Columba,SQuirrel,640,128,94,34,4,508,0.9592,0.7344,0.8319,0.807
Columba,Dubbo,640,128,107,21,23,489,0.8231,0.8359,0.8295,0.7864
Columba,Gradle,640,128,63,65,2,510,0.9692,0.4922,0.6528,0.6466
Columba,Groovy,640,128,104,24,12,500,0.8966,0.8125,0.8525,0.8193
Columba,Hive,640,128,109,19,12,500,0.9008,0.8516,0.8755,0.846
Columba,Maven,640,128,88,40,6,506,0.9362,0.6875,0.7928,0.7636
Columba,Poi,640,128,113,15,7,505,0.9417,0.8828,0.9113,0.8907
Columba,SpringFramework,640,128,87,41,4,508,0.956,0.6797,0.7945,0.7695
Columba,Storm,640,128,93,35,7,505,0.93,0.7266,0.8158,0.7854
Columba,Tomcat,640,128,99,29,15,497,0.8684,0.7734,0.8182,0.7779
Columba,Zookeeper,640,128,68,60,2,510,0.9714,0.5312,0.6869,0.6758
EMF,Ant,370,74,21,53,6,290,0.7778,0.2838,0.4158,0.4053
EMF,ArgoUML,370,74,20,54,3,293,0.8696,0.2703,0.4124,0.431
EMF,Columba,370,74,27,47,1,295,0.9643,0.3649,0.5294,0.5467
EMF,Hibernate,370,74,31,43,5,291,0.8611,0.4189,0.5636,0.5426
EMF,JEdit,370,74,53,21,34,262,0.6092,0.7162,0.6584,0.5672
EMF,JFreeChart,370,74,38,36,12,284,0.76,0.5135,0.6129,0.5534
EMF,JMeter,370,74,26,48,0,296,1.0,0.3514,0.52,0.5498
EMF,JRuby,370,74,26,48,1,295,0.963,0.3514,0.5149,0.5352
EMF,SQuirrel,370,74,35,39,5,291,0.875,0.473,0.614,0.5875
EMF,Dubbo,370,74,36,38,3,293,0.9231,0.4865,0.6372,0.6205
EMF,Gradle,370,74,28,46,1,295,0.9655,0.3784,0.5437,0.5581
EMF,Groovy,370,74,33,41,5,291,0.8684,0.4459,0.5893,0.5653
EMF,Hive,370,74,36,38,3,293,0.9231,0.4865,0.6372,0.6205
EMF,Maven,370,74,18,56,1,295,0.9474,0.2432,0.3871,0.4347
EMF,Poi,370,74,29,45,1,295,0.9667,0.3919,0.5577,0.5693
EMF,SpringFramework,370,74,26,48,2,294,0.9286,0.3514,0.5098,0.5212
EMF,Storm,370,74,26,48,2,294,0.9286,0.3514,0.5098,0.5212
EMF,Tomcat,370,74,33,41,7,289,0.825,0.4459,0.5789,0.544
EMF,Zookeeper,370,74,22,52,3,293,0.88,0.2973,0.4444,0.4576
Hibernate,Ant,1885,377,206,171,105,1403,0.6624,0.5464,0.5988,0.5138
Hibernate,ArgoUML,1885,377,241,136,17,1491,0.9341,0.6393,0.7591,0.7308
Hibernate,Columba,1885,377,276,101,15,1493,0.9485,0.7321,0.8263,0.7995
Hibernate,EMF,1885,377,252,125,41,1467,0.8601,0.6684,0.7522,0.7079
Hibernate,JEdit,1885,377,279,98,186,1322,0.6,0.7401,0.6627,0.5722
Hibernate,JFreeChart,1885,377,300,77,71,1437,0.8086,0.7958,0.8021,0.7532
Hibernate,JMeter,1885,377,262,115,24,1484,0.9161,0.695,0.7903,0.7571
Hibernate,JRuby,1885,377,280,97,17,1491,0.9428,0.7427,0.8309,0.803
Hibernate,SQuirrel,1885,377,295,82,53,1455,0.8477,0.7825,0.8138,0.7705
Hibernate,Dubbo,1885,377,290,87,108,1400,0.7286,0.7692,0.7484,0.6837
Hibernate,Gradle,1885,377,222,155,14,1494,0.9407,0.5889,0.7243,0.7005
Hibernate,Groovy,1885,377,266,111,37,1471,0.8779,0.7056,0.7824,0.7417
Hibernate,Hive,1885,377,293,84,54,1454,0.8444,0.7772,0.8094,0.7652
Hibernate,Maven,1885,377,232,145,22,1486,0.9134,0.6154,0.7353,0.7038
Hibernate,Poi,1885,377,288,89,22,1486,0.929,0.7639,0.8384,0.8086
Hibernate,SpringFramework,1885,377,263,114,14,1494,0.9495,0.6976,0.8043,0.7777
Hibernate,Storm,1885,377,282,95,42,1466,0.8704,0.748,0.8046,0.7635
Hibernate,Tomcat,1885,377,241,136,55,1453,0.8142,0.6393,0.7162,0.6627
Hibernate,Zookeeper,1885,377,174,203,41,1467,0.8093,0.4615,0.5878,0.5466
JEdit,Ant,975,195,49,146,4,776,0.9245,0.2513,0.3952,0.4343
JEdit,ArgoUML,975,195,56,139,0,780,1.0,0.2872,0.4462,0.4937
JEdit,Columba,975,195,57,138,9,771,0.8636,0.2923,0.4368,0.4471
JEdit,EMF,975,195,53,142,4,776,0.9298,0.2718,0.4206,0.4546
JEdit,Hibernate,975,195,66,129,7,773,0.9041,0.3385,0.4925,0.5008
JEdit,JFreeChart,975,195,98,97,22,758,0.8167,0.5026,0.6222,0.5776
JEdit,JMeter,975,195,61,134,8,772,0.8841,0.3128,0.4621,0.4719
JEdit,JRuby,975,195,56,139,2,778,0.9655,0.2872,0.4427,0.4813
JEdit,SQuirrel,975,195,73,122,9,771,0.8902,0.3744,0.5271,0.5229
JEdit,Dubbo,975,195,61,134,10,770,0.8592,0.3128,0.4586,0.4618
JEdit,Gradle,975,195,33,162,2,778,0.9429,0.1692,0.287,0.3584
JEdit,Groovy,975,195,56,139,5,775,0.918,0.2872,0.4375,0.4637
JEdit,Hive,975,195,75,120,7,773,0.9146,0.3846,0.5415,0.5414
JEdit,Maven,975,195,27,168,6,774,0.8182,0.1385,0.2368,0.2893
JEdit,Poi,975,195,62,133,5,775,0.9254,0.3179,0.4733,0.4926
JEdit,SpringFramework,975,195,13,182,1,779,0.9286,0.0667,0.1244,0.2198
JEdit,Storm,975,195,69,126,9,771,0.8846,0.3538,0.5055,0.5047
JEdit,Tomcat,975,195,74,121,13,767,0.8506,0.3795,0.5248,0.5091
JEdit,Zookeeper,975,195,41,154,3,777,0.9318,0.2103,0.3431,0.3977
JFreeChart,Ant,505,101,28,73,5,399,0.8485,0.2772,0.4179,0.4287
JFreeChart,ArgoUML,505,101,54,47,1,403,0.9818,0.5347,0.6923,0.6833
JFreeChart,Columba,505,101,74,27,4,400,0.9487,0.7327,0.8268,0.8
JFreeChart,EMF,505,101,49,52,7,397,0.875,0.4851,0.6242,0.596
JFreeChart,Hibernate,505,101,76,25,8,396,0.9048,0.7525,0.8216,0.787
JFreeChart,JEdit,505,101,63,38,40,364,0.6117,0.6238,0.6176,0.5209
JFreeChart,JMeter,505,101,61,40,5,399,0.9242,0.604,0.7305,0.702
JFreeChart,JRuby,505,101,74,27,10,394,0.881,0.7327,0.8,0.7604
JFreeChart,SQuirrel,505,101,58,43,6,398,0.9062,0.5743,0.703,0.6726
JFreeChart,Dubbo,505,101,70,31,11,393,0.8642,0.6931,0.7692,0.7258
JFreeChart,Gradle,505,101,34,67,2,402,0.9444,0.3366,0.4964,0.5156
JFreeChart,Groovy,505,101,60,41,5,399,0.9231,0.5941,0.7229,0.6948
JFreeChart,Hive,505,101,77,24,8,396,0.9059,0.7624,0.828,0.7939
JFreeChart,Maven,505,101,46,55,3,401,0.9388,0.4554,0.6133,0.6054
JFreeChart,Poi,505,101,73,28,6,398,0.9241,0.7228,0.8111,0.7795
JFreeChart,SpringFramework,505,101,43,58,1,403,0.9773,0.4257,0.5931,0.6003
JFreeChart,Storm,505,101,51,50,6,398,0.8947,0.505,0.6456,0.6195
JFreeChart,Tomcat,505,101,69,32,11,393,0.8625,0.6832,0.7624,0.7186
JFreeChart,Zookeeper,505,101,39,62,12,392,0.7647,0.3861,0.5132,0.4732
JMeter,Ant,1410,282,124,158,24,1104,0.8378,0.4397,0.5767,0.5461
JMeter,ArgoUML,1410,282,213,69,17,1111,0.9261,0.7553,0.832,0.8014
JMeter,Columba,1410,282,206,76,12,1116,0.945,0.7305,0.824,0.7965
JMeter,EMF,1410,282,194,88,25,1103,0.8858,0.6879,0.7745,0.7352
JMeter,Hibernate,1410,282,207,75,17,1111,0.9241,0.734,0.8182,0.7867
JMeter,JEdit,1410,282,226,56,142,986,0.6141,0.8014,0.6954,0.6153
JMeter,JFreeChart,1410,282,217,65,47,1081,0.822,0.7695,0.7949,0.7463
JMeter,JRuby,1410,282,219,63,12,1116,0.9481,0.7766,0.8538,0.8278
JMeter,SQuirrel,1410,282,207,75,25,1103,0.8922,0.734,0.8054,0.768
JMeter,Dubbo,1410,282,216,66,58,1070,0.7883,0.766,0.777,0.7223
JMeter,Gradle,1410,282,187,95,15,1113,0.9257,0.6631,0.7727,0.7419
JMeter,Groovy,1410,282,203,79,13,1115,0.9398,0.7199,0.8153,0.7867
JMeter,Hive,1410,282,219,63,22,1106,0.9087,0.7766,0.8375,0.8045
JMeter,Maven,1410,282,183,99,13,1115,0.9337,0.6489,0.7657,0.737
JMeter,Poi,1410,282,222,60,21,1107,0.9136,0.7872,0.8457,0.814
JMeter,SpringFramework,1410,282,205,77,12,1116,0.9447,0.727,0.8216,0.794
JMeter,Storm,1410,282,208,74,23,1105,0.9004,0.7376,0.8109,0.7751
JMeter,Tomcat,1410,282,191,91,24,1104,0.8884,0.6773,0.7686,0.73
JMeter,Zookeeper,1410,282,135,147,6,1122,0.9574,0.4787,0.6383,0.6312
JRuby,Ant,1915,383,175,208,46,1486,0.7919,0.4569,0.5795,0.5344
JRuby,ArgoUML,1915,383,262,121,13,1519,0.9527,0.6841,0.7964,0.7706
JRuby,Columba,1915,383,319,64,20,1512,0.941,0.8329,0.8837,0.8592
JRuby,EMF,1915,383,209,174,34,1498,0.8601,0.5457,0.6677,0.6291
JRuby,Hibernate,1915,383,326,57,24,1508,0.9314,0.8512,0.8895,0.8647
JRuby,JEdit,1915,383,267,116,188,1344,0.5868,0.6971,0.6372,0.5398
JRuby,JFreeChart,1915,383,339,44,87,1445,0.7958,0.8851,0.8381,0.7967
JRuby,JMeter,1915,383,281,102,20,1512,0.9336,0.7337,0.8216,0.792
JRuby,SQuirrel,1915,383,225,158,49,1483,0.8212,0.5875,0.6849,0.6346
JRuby,Dubbo,1915,383,301,82,94,1438,0.762,0.7859,0.7738,0.7163
JRuby,Gradle,1915,383,158,225,19,1513,0.8927,0.4125,0.5643,0.5526
JRuby,Groovy,1915,383,274,109,32,1500,0.8954,0.7154,0.7954,0.7582
JRuby,Hive,1915,383,342,41,32,1500,0.9144,0.893,0.9036,0.8799
JRuby,Maven,1915,383,194,189,21,1511,0.9023,0.5065,0.6488,0.6244
JRuby,Poi,1915,383,327,56,21,1511,0.9397,0.8538,0.8947,0.8714
JRuby,SpringFramework,1915,383,178,205,9,1523,0.9519,0.4648,0.6246,0.6183
JRuby,Storm,1915,383,256,127,51,1481,0.8339,0.6684,0.742,0.6924
JRuby,Tomcat,1915,383,316,67,50,1482,0.8634,0.8251,0.8438,0.8062
JRuby,Zookeeper,1915,383,126,257,15,1517,0.8936,0.329,0.4809,0.4889
