Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Columba,Storm,896,128,101,27,3,765,0.9712,0.7891,0.8707,0.8578
Columba,Tomcat,896,128,102,26,3,765,0.9714,0.7969,0.8755,0.8627
Columba,Zookeeper,896,128,76,52,9,759,0.8941,0.5938,0.7136,0.695
EMF,Ant,518,74,22,52,8,436,0.7333,0.2973,0.4231,0.4184
EMF,ArgoUML,518,74,19,55,8,436,0.7037,0.2568,0.3762,0.3758
EMF,Columba,518,74,24,50,3,441,0.8889,0.3243,0.4752,0.4999
EMF,Hibernate,518,74,29,45,4,440,0.8788,0.3919,0.5421,0.5486
EMF,JEdit,518,74,43,31,48,396,0.4725,0.5811,0.5212,0.4349
EMF,JFreeChart,518,74,31,43,23,421,0.5741,0.4189,0.4844,0.4204
EMF,JMeter,518,74,24,50,1,443,0.96,0.3243,0.4848,0.5259
EMF,JRuby,518,74,24,50,5,439,0.8276,0.3243,0.466,0.4765
EMF,SQuirrel,518,74,33,41,4,440,0.8919,0.4459,0.5946,0.5937
EMF,Dubbo,518,74,23,51,3,441,0.8846,0.3108,0.46,0.4873
EMF,Gradle,518,74,24,50,4,440,0.8571,0.3243,0.4706,0.488
EMF,Groovy,518,74,26,48,4,440,0.8667,0.3514,0.5,0.5129
EMF,Hive,518,74,41,33,26,418,0.6119,0.5541,0.5816,0.5167
EMF,Maven,518,74,23,51,10,434,0.697,0.3108,0.4299,0.4131
EMF,Poi,518,74,28,46,9,435,0.7568,0.3784,0.5045,0.4866
EMF,SpringFramework,518,74,26,48,5,439,0.8387,0.3514,0.4952,0.5017
EMF,Storm,518,74,26,48,4,440,0.8667,0.3514,0.5,0.5129
EMF,Tomcat,518,74,28,46,6,438,0.8235,0.3784,0.5185,0.5156
EMF,Zookeeper,518,74,22,52,8,436,0.7333,0.2973,0.4231,0.4184
Hibernate,Ant,2492,377,146,231,78,2037,0.6518,0.3873,0.4859,0.439
Hibernate,ArgoUML,2492,377,173,204,21,2094,0.8918,0.4589,0.606,0.6004
Hibernate,Columba,2492,377,274,103,33,2082,0.8925,0.7268,0.8012,0.7754
Hibernate,EMF,2492,377,270,107,30,2085,0.9,0.7162,0.7976,0.773
Hibernate,JEdit,2492,377,280,97,182,1933,0.6061,0.7427,0.6675,0.6055
Hibernate,JFreeChart,2492,377,296,81,151,1964,0.6622,0.7851,0.7184,0.6666
Hibernate,JMeter,2492,377,281,96,29,2086,0.9065,0.7454,0.818,0.7944
Hibernate,JRuby,2492,377,269,108,25,2090,0.915,0.7135,0.8018,0.7795
Hibernate,SQuirrel,2492,377,282,95,40,2075,0.8758,0.748,0.8069,0.7789
Hibernate,Dubbo,2492,377,216,161,39,2076,0.8471,0.5729,0.6835,0.6556
Hibernate,Gradle,2492,377,186,191,27,2088,0.8732,0.4934,0.6305,0.616
Hibernate,Groovy,2492,377,254,123,23,2092,0.917,0.6737,0.7768,0.7557
Hibernate,Hive,2492,377,276,101,47,2068,0.8545,0.7321,0.7886,0.7573
Hibernate,Maven,2492,377,221,156,41,2074,0.8435,0.5862,0.6917,0.6622
Hibernate,Poi,2492,377,267,110,25,2090,0.9144,0.7082,0.7982,0.7759
Hibernate,SpringFramework,2492,377,270,107,25,2090,0.9153,0.7162,0.8036,0.7813
Hibernate,Storm,2492,377,276,101,50,2065,0.8466,0.7321,0.7852,0.7528
Hibernate,Tomcat,2492,377,262,115,40,2075,0.8675,0.695,0.7717,0.7423
Hibernate,Zookeeper,2492,377,225,152,51,2064,0.8152,0.5968,0.6891,0.6539
JEdit,Ant,1365,195,48,147,14,1156,0.7742,0.2462,0.3735,0.3936
JEdit,ArgoUML,1365,195,31,164,4,1166,0.8857,0.159,0.2696,0.3444
JEdit,Columba,1365,195,33,162,3,1167,0.9167,0.1692,0.2857,0.364
JEdit,EMF,1365,195,47,148,5,1165,0.9038,0.241,0.3806,0.4328
JEdit,Hibernate,1365,195,55,140,12,1158,0.8209,0.2821,0.4198,0.4402
JEdit,JFreeChart,1365,195,56,139,30,1140,0.6512,0.2872,0.3986,0.3767
JEdit,JMeter,1365,195,49,146,2,1168,0.9608,0.2513,0.3984,0.4605
JEdit,JRuby,1365,195,44,151,0,1170,1.0,0.2256,0.3682,0.447
JEdit,SQuirrel,1365,195,67,128,7,1163,0.9054,0.3436,0.4981,0.5217
JEdit,Dubbo,1365,195,31,164,15,1155,0.6739,0.159,0.2573,0.2834
JEdit,Gradle,1365,195,38,157,3,1167,0.9268,0.1949,0.322,0.3942
JEdit,Groovy,1365,195,41,154,5,1165,0.8913,0.2103,0.3402,0.3994
JEdit,Hive,1365,195,69,126,13,1157,0.8415,0.3538,0.4982,0.5047
JEdit,Maven,1365,195,35,160,16,1154,0.6863,0.1795,0.2846,0.3059
JEdit,Poi,1365,195,59,136,14,1156,0.8082,0.3026,0.4403,0.452
JEdit,SpringFramework,1365,195,31,164,3,1167,0.9118,0.159,0.2707,0.3512
JEdit,Storm,1365,195,42,153,5,1165,0.8936,0.2154,0.3471,0.4051
JEdit,Tomcat,1365,195,59,136,9,1161,0.8676,0.3026,0.4487,0.4743
JEdit,Zookeeper,1365,195,34,161,8,1162,0.8095,0.1744,0.2869,0.3395
JFreeChart,Ant,707,101,26,75,6,600,0.8125,0.2574,0.391,0.4167
JFreeChart,ArgoUML,707,101,57,44,6,600,0.9048,0.5644,0.6951,0.681
JFreeChart,Columba,707,101,72,29,14,592,0.8372,0.7129,0.7701,0.7384
JFreeChart,EMF,707,101,52,49,9,597,0.8525,0.5149,0.642,0.6231
JFreeChart,Hibernate,707,101,66,35,16,590,0.8049,0.6535,0.7213,0.6853
JFreeChart,JEdit,707,101,64,37,30,576,0.6809,0.6337,0.6564,0.6021
JFreeChart,JMeter,707,101,61,40,12,594,0.8356,0.604,0.7011,0.6718
JFreeChart,JRuby,707,101,69,32,17,589,0.8023,0.6832,0.738,0.7013
JFreeChart,SQuirrel,707,101,51,50,4,602,0.9273,0.505,0.6538,0.6511
JFreeChart,Dubbo,707,101,58,43,16,590,0.7838,0.5743,0.6629,0.6262
JFreeChart,Gradle,707,101,26,75,2,604,0.9286,0.2574,0.4031,0.456
JFreeChart,Groovy,707,101,47,54,5,601,0.9038,0.4653,0.6144,0.6127
JFreeChart,Hive,707,101,73,28,23,583,0.7604,0.7228,0.7411,0.6995
JFreeChart,Maven,707,101,46,55,13,593,0.7797,0.4554,0.575,0.5491
JFreeChart,Poi,707,101,68,33,10,596,0.8718,0.6733,0.7598,0.7336
JFreeChart,SpringFramework,707,101,59,42,6,600,0.9077,0.5842,0.7108,0.6955
JFreeChart,Storm,707,101,67,34,13,593,0.8375,0.6634,0.7403,0.7091
JFreeChart,Tomcat,707,101,74,27,15,591,0.8315,0.7327,0.7789,0.7468
JFreeChart,Zookeeper,707,101,54,47,10,596,0.8438,0.5347,0.6545,0.6319
JMeter,Ant,1974,282,144,138,34,1658,0.809,0.5106,0.6261,0.5993
JMeter,ArgoUML,1974,282,209,73,49,1643,0.8101,0.7411,0.7741,0.7393
JMeter,Columba,1974,282,204,78,11,1681,0.9488,0.7234,0.8209,0.8053
JMeter,EMF,1974,282,208,74,22,1670,0.9043,0.7376,0.8125,0.7903
JMeter,Hibernate,1974,282,198,84,13,1679,0.9384,0.7021,0.8032,0.7865
JMeter,JEdit,1974,282,222,60,117,1575,0.6549,0.7872,0.715,0.6663
JMeter,JFreeChart,1974,282,220,62,91,1601,0.7074,0.7801,0.742,0.6977
JMeter,JRuby,1974,282,212,70,9,1683,0.9593,0.7518,0.8429,0.8284
JMeter,SQuirrel,1974,282,210,72,17,1675,0.9251,0.7447,0.8251,0.8058
JMeter,Dubbo,1974,282,159,123,22,1670,0.8785,0.5638,0.6868,0.6679
JMeter,Gradle,1974,282,156,126,22,1670,0.8764,0.5532,0.6783,0.6599
JMeter,Groovy,1974,282,205,77,28,1664,0.8798,0.727,0.7961,0.7705
JMeter,Hive,1974,282,224,58,21,1671,0.9143,0.7943,0.8501,0.8299
JMeter,Maven,1974,282,162,120,27,1665,0.8571,0.5745,0.6879,0.6642
JMeter,Poi,1974,282,209,73,10,1682,0.9543,0.7411,0.8343,0.8192
JMeter,SpringFramework,1974,282,205,77,20,1672,0.9111,0.727,0.8087,0.7875
JMeter,Storm,1974,282,205,77,15,1677,0.9318,0.727,0.8167,0.7985
JMeter,Tomcat,1974,282,213,69,20,1672,0.9142,0.7553,0.8272,0.8064
JMeter,Zookeeper,1974,282,176,106,24,1668,0.88,0.6241,0.7303,0.7073
JRuby,Ant,2681,383,159,224,53,2245,0.75,0.4151,0.5345,0.5084
JRuby,ArgoUML,2681,383,236,147,44,2254,0.8429,0.6162,0.7119,0.6831
JRuby,Columba,2681,383,325,58,27,2271,0.9233,0.8486,0.8844,0.8671
JRuby,EMF,2681,383,196,187,41,2257,0.827,0.5117,0.6323,0.6088
JRuby,Hibernate,2681,383,277,106,31,2267,0.8994,0.7232,0.8017,0.7789
JRuby,JEdit,2681,383,270,113,157,2141,0.6323,0.705,0.6667,0.6088
JRuby,JFreeChart,2681,383,309,74,112,2186,0.734,0.8068,0.7687,0.7291
JRuby,JMeter,2681,383,274,109,28,2270,0.9073,0.7154,0.8,0.7783
JRuby,SQuirrel,2681,383,219,164,46,2252,0.8264,0.5718,0.6759,0.647
JRuby,Dubbo,2681,383,288,95,56,2242,0.8372,0.752,0.7923,0.7613
JRuby,Gradle,2681,383,134,249,22,2276,0.859,0.3499,0.4972,0.5087
JRuby,Groovy,2681,383,248,135,33,2265,0.8826,0.6475,0.747,0.7233
JRuby,Hive,2681,383,305,78,32,2266,0.905,0.7963,0.8472,0.8259
JRuby,Maven,2681,383,177,206,39,2259,0.8194,0.4621,0.591,0.5724
JRuby,Poi,2681,383,333,50,38,2260,0.8976,0.8695,0.8833,0.8643
JRuby,SpringFramework,2681,383,263,120,26,2272,0.91,0.6867,0.7827,0.7621
JRuby,Storm,2681,383,281,102,39,2259,0.8781,0.7337,0.7994,0.7736
JRuby,Tomcat,2681,383,327,56,38,2260,0.8959,0.8538,0.8743,0.8543
JRuby,Zookeeper,2681,383,248,135,53,2245,0.8239,0.6475,0.7251,0.6922
SQuirrel,Ant,1407,201,88,113,23,1183,0.7928,0.4378,0.5641,0.5436
SQuirrel,ArgoUML,1407,201,121,80,19,1187,0.8643,0.602,0.7097,0.6853
SQuirrel,Columba,1407,201,121,80,10,1196,0.9237,0.602,0.7289,0.715
SQuirrel,EMF,1407,201,86,115,2,1204,0.9773,0.4279,0.5952,0.6159
SQuirrel,Hibernate,1407,201,124,77,14,1192,0.8986,0.6169,0.7316,0.7122
SQuirrel,JEdit,1407,201,125,76,88,1118,0.5869,0.6219,0.6039,0.5359
SQuirrel,JFreeChart,1407,201,132,69,49,1157,0.7293,0.6567,0.6911,0.6439
SQuirrel,JMeter,1407,201,121,80,5,1201,0.9603,0.602,0.7401,0.7327
SQuirrel,JRuby,1407,201,117,84,3,1203,0.975,0.5821,0.729,0.7261
SQuirrel,Dubbo,1407,201,102,99,32,1174,0.7612,0.5075,0.609,0.5733
SQuirrel,Gradle,1407,201,78,123,6,1200,0.9286,0.3881,0.5474,0.5658
SQuirrel,Groovy,1407,201,101,100,3,1203,0.9712,0.5025,0.6623,0.6687
SQuirrel,Hive,1407,201,128,73,13,1193,0.9078,0.6368,0.7485,0.7295
SQuirrel,Maven,1407,201,104,97,29,1177,0.782,0.5174,0.6228,0.5901
SQuirrel,Poi,1407,201,125,76,13,1193,0.9058,0.6219,0.7375,0.719
SQuirrel,SpringFramework,1407,201,115,86,22,1184,0.8394,0.5721,0.6805,0.6538
SQuirrel,Storm,1407,201,135,66,27,1179,0.8333,0.6716,0.7438,0.7118
SQuirrel,Tomcat,1407,201,119,82,20,1186,0.8561,0.592,0.7,0.6749
SQuirrel,Zookeeper,1407,201,47,154,2,1204,0.9592,0.2338,0.376,0.4431
Dubbo,Ant,595,85,33,52,16,494,0.6735,0.3882,0.4925,0.4543
Dubbo,ArgoUML,595,85,42,43,12,498,0.7778,0.4941,0.6043,0.5732
Dubbo,Columba,595,85,58,27,13,497,0.8169,0.6824,0.7436,0.709
Dubbo,EMF,595,85,20,65,5,505,0.8,0.2353,0.3636,0.3933
Dubbo,Hibernate,595,85,51,34,9,501,0.85,0.6,0.7034,0.6768
Dubbo,JEdit,595,85,30,55,41,469,0.4225,0.3529,0.3846,0.2942
Dubbo,JFreeChart,595,85,59,26,25,485,0.7024,0.6941,0.6982,0.6483
Dubbo,JMeter,595,85,47,38,11,499,0.8103,0.5529,0.6573,0.6269
Dubbo,JRuby,595,85,54,31,11,499,0.8308,0.6353,0.72,0.6885
Dubbo,SQuirrel,595,85,37,48,14,496,0.7255,0.4353,0.5441,0.5098
Dubbo,Gradle,595,85,24,61,6,504,0.8,0.2824,0.4174,0.4327
Dubbo,Groovy,595,85,37,48,8,502,0.8222,0.4353,0.5692,0.5553
Dubbo,Hive,595,85,57,28,10,500,0.8507,0.6706,0.75,0.7206
Dubbo,Maven,595,85,40,45,10,500,0.8,0.4706,0.5926,0.5688
Dubbo,Poi,595,85,56,29,10,500,0.8485,0.6588,0.7417,0.7123
Dubbo,SpringFramework,595,85,42,43,15,495,0.7368,0.4941,0.5915,0.5525
Dubbo,Storm,595,85,41,44,13,497,0.7593,0.4824,0.5899,0.5565
Dubbo,Tomcat,595,85,55,30,13,497,0.8088,0.6471,0.719,0.6836
Dubbo,Zookeeper,595,85,10,75,2,508,0.8333,0.1176,0.2062,0.2831
Gradle,Ant,2247,321,157,164,93,1833,0.628,0.4891,0.5499,0.4905
Gradle,ArgoUML,2247,321,238,83,105,1821,0.6939,0.7414,0.7169,0.6683
Gradle,Columba,2247,321,253,68,96,1830,0.7249,0.7882,0.7552,0.7133
Gradle,EMF,2247,321,168,153,65,1861,0.721,0.5234,0.6065,0.562
Gradle,Hibernate,2247,321,249,72,114,1812,0.686,0.7757,0.7281,0.6813
Gradle,JEdit,2247,321,246,75,331,1595,0.4263,0.7664,0.5479,0.4762
Gradle,JFreeChart,2247,321,275,46,299,1627,0.4791,0.8567,0.6145,0.5628
Gradle,JMeter,2247,321,243,78,85,1841,0.7409,0.757,0.7488,0.7065
Gradle,JRuby,2247,321,245,76,102,1824,0.7061,0.7632,0.7335,0.6878
Gradle,SQuirrel,2247,321,255,66,126,1800,0.6693,0.7944,0.7265,0.6798
Gradle,Dubbo,2247,321,240,81,131,1795,0.6469,0.7477,0.6936,0.6406
Gradle,Groovy,2247,321,243,78,91,1835,0.7275,0.757,0.742,0.6982
Gradle,Hive,2247,321,255,66,120,1806,0.68,0.7944,0.7328,0.687
Gradle,Maven,2247,321,222,99,129,1797,0.6325,0.6916,0.6607,0.602
Gradle,Poi,2247,321,260,61,107,1819,0.7084,0.81,0.7558,0.7141
Gradle,SpringFramework,2247,321,243,78,92,1834,0.7254,0.757,0.7409,0.6968
Gradle,Storm,2247,321,256,65,128,1798,0.6667,0.7975,0.7262,0.6796
Gradle,Tomcat,2247,321,254,67,136,1790,0.6513,0.7913,0.7145,0.6658
Gradle,Zookeeper,2247,321,111,210,22,1904,0.8346,0.3458,0.489,0.4958
Groovy,Ant,1743,249,126,123,61,1433,0.6738,0.506,0.578,0.526
Groovy,ArgoUML,1743,249,162,87,27,1467,0.8571,0.6506,0.7397,0.7119
Groovy,Columba,1743,249,204,45,43,1451,0.8259,0.8193,0.8226,0.7932
Groovy,EMF,1743,249,140,109,36,1458,0.7955,0.5622,0.6588,0.625
Groovy,Hibernate,1743,249,184,65,33,1461,0.8479,0.739,0.7897,0.7598
Groovy,JEdit,1743,249,188,61,158,1336,0.5434,0.755,0.6319,0.5696
Groovy,JFreeChart,1743,249,208,41,116,1378,0.642,0.8353,0.726,0.6816
Groovy,JMeter,1743,249,192,57,37,1457,0.8384,0.7711,0.8033,0.7731
Groovy,JRuby,1743,249,193,56,36,1458,0.8428,0.7751,0.8075,0.7779
Groovy,SQuirrel,1743,249,197,52,55,1439,0.7817,0.7912,0.7864,0.7506
Groovy,Dubbo,1743,249,188,61,60,1434,0.7581,0.755,0.7565,0.7161
Groovy,Gradle,1743,249,123,126,30,1464,0.8039,0.494,0.6119,0.586
Groovy,Hive,1743,249,208,41,61,1433,0.7732,0.8353,0.8031,0.7696
Groovy,Maven,1743,249,146,103,30,1464,0.8295,0.5863,0.6871,0.6577
Groovy,Poi,1743,249,195,54,46,1448,0.8091,0.7831,0.7959,0.7627
Groovy,SpringFramework,1743,249,191,58,39,1455,0.8304,0.7671,0.7975,0.7661
Groovy,Storm,1743,249,203,46,66,1428,0.7546,0.8153,0.7838,0.7469
Groovy,Tomcat,1743,249,197,52,52,1442,0.7912,0.7912,0.7912,0.7564
Groovy,Zookeeper,1743,249,72,177,9,1485,0.8889,0.2892,0.4364,0.4707
Hive,Ant,7322,1046,618,428,250,6026,0.712,0.5908,0.6458,0.5965
Hive,ArgoUML,7322,1046,723,323,98,6178,0.8806,0.6912,0.7745,0.7493
Hive,Columba,7322,1046,788,258,98,6178,0.8894,0.7533,0.8157,0.7916
Hive,EMF,7322,1046,683,363,122,6154,0.8484,0.653,0.738,0.7087
Hive,Hibernate,7322,1046,775,271,96,6180,0.8898,0.7409,0.8086,0.7843
Hive,JEdit,7322,1046,684,362,727,5549,0.4848,0.6539,0.5568,0.4774
Hive,JFreeChart,7322,1046,849,197,487,5789,0.6355,0.8117,0.7128,0.6651
Hive,JMeter,7322,1046,759,287,78,6198,0.9068,0.7256,0.8062,0.7843
Hive,JRuby,7322,1046,777,269,84,6192,0.9024,0.7428,0.8149,0.7924
Hive,SQuirrel,7322,1046,777,269,127,6149,0.8595,0.7428,0.7969,0.7686
Hive,Dubbo,7322,1046,704,342,129,6147,0.8451,0.673,0.7493,0.7191
Hive,Gradle,7322,1046,501,545,62,6214,0.8899,0.479,0.6227,0.6161
Hive,Groovy,7322,1046,711,335,68,6208,0.9127,0.6797,0.7792,0.7591
Hive,Maven,7322,1046,625,421,174,6102,0.7822,0.5975,0.6775,0.6395
Hive,Poi,7322,1046,794,252,92,6184,0.8962,0.7591,0.8219,0.7987
Hive,SpringFramework,7322,1046,752,294,126,6150,0.8565,0.7189,0.7817,0.7528
Hive,Storm,7322,1046,795,251,151,6125,0.8404,0.76,0.7982,0.7678
Hive,Tomcat,7322,1046,778,268,114,6162,0.8722,0.7438,0.8029,0.7763
Hive,Zookeeper,7322,1046,234,812,23,6253,0.9105,0.2237,0.3592,0.4184
Maven,Ant,952,136,63,73,45,771,0.5833,0.4632,0.5164,0.4503
Maven,ArgoUML,952,136,86,50,22,794,0.7963,0.6324,0.7049,0.668
Maven,Columba,952,136,96,40,34,782,0.7385,0.7059,0.7218,0.6769
Maven,EMF,952,136,73,63,30,786,0.7087,0.5368,0.6109,0.5633
Maven,Hibernate,952,136,89,47,35,781,0.7177,0.6544,0.6846,0.6358
Maven,JEdit,952,136,97,39,117,699,0.4533,0.7132,0.5543,0.4777
Maven,JFreeChart,952,136,98,38,71,745,0.5799,0.7206,0.6426,0.5802
Maven,JMeter,952,136,91,45,32,784,0.7398,0.6691,0.7027,0.6571
Maven,JRuby,952,136,93,43,39,777,0.7045,0.6838,0.694,0.644
Maven,SQuirrel,952,136,101,35,39,777,0.7214,0.7426,0.7319,0.6865
Maven,Dubbo,952,136,98,38,41,775,0.705,0.7206,0.7127,0.6643
Maven,Gradle,952,136,82,54,24,792,0.7736,0.6029,0.6777,0.638
Maven,Groovy,952,136,87,49,30,786,0.7436,0.6397,0.6877,0.6426
Maven,Hive,952,136,91,45,33,783,0.7339,0.6691,0.7,0.6536
Maven,Poi,952,136,98,38,25,791,0.7967,0.7206,0.7568,0.7198
Maven,SpringFramework,952,136,89,47,33,783,0.7295,0.6544,0.6899,0.6428
Maven,Storm,952,136,95,41,37,779,0.7197,0.6985,0.709,0.6614
Maven,Tomcat,952,136,93,43,36,780,0.7209,0.6838,0.7019,0.654
Maven,Zookeeper,952,136,39,97,11,805,0.78,0.2868,0.4194,0.4287
Poi,Ant,4326,618,229,389,78,3630,0.7459,0.3706,0.4951,0.4763
Poi,ArgoUML,4326,618,411,207,30,3678,0.932,0.665,0.7762,0.7598
Poi,Columba,4326,618,523,95,45,3663,0.9208,0.8463,0.882,0.8643
Poi,EMF,4326,618,359,259,25,3683,0.9349,0.5809,0.7166,0.7064
Poi,Hibernate,4326,618,453,165,48,3660,0.9042,0.733,0.8097,0.7874
Poi,JEdit,4326,618,416,202,330,3378,0.5576,0.6731,0.61,0.5411
Poi,JFreeChart,4326,618,509,109,108,3600,0.825,0.8236,0.8243,0.795
Poi,JMeter,4326,618,484,134,39,3669,0.9254,0.7832,0.8484,0.8293
Poi,JRuby,4326,618,488,130,42,3666,0.9208,0.7896,0.8502,0.8307
Poi,SQuirrel,4326,618,457,161,103,3605,0.8161,0.7395,0.7759,0.7419
Poi,Dubbo,4326,618,494,124,109,3599,0.8192,0.7994,0.8092,0.7779
Poi,Gradle,4326,618,294,324,19,3689,0.9393,0.4757,0.6316,0.6356
Poi,Groovy,4326,618,409,209,29,3679,0.9338,0.6618,0.7746,0.7586
Poi,Hive,4326,618,522,96,75,3633,0.8744,0.8447,0.8593,0.8364
Poi,Maven,4326,618,328,290,49,3659,0.87,0.5307,0.6593,0.6421
Poi,SpringFramework,4326,618,439,179,34,3674,0.9281,0.7104,0.8048,0.7863
Poi,Storm,4326,618,489,129,72,3636,0.8717,0.7913,0.8295,0.804
Poi,Tomcat,4326,618,525,93,72,3636,0.8794,0.8495,0.8642,0.8422
Poi,Zookeeper,4326,618,156,462,6,3702,0.963,0.2524,0.4,0.4623
SpringFramework,Ant,686,98,37,61,15,573,0.7115,0.3776,0.4933,0.4654
SpringFramework,ArgoUML,686,98,58,40,10,578,0.8529,0.5918,0.6988,0.6731
SpringFramework,Columba,686,98,68,30,6,582,0.9189,0.6939,0.7907,0.7712
SpringFramework,EMF,686,98,36,62,9,579,0.8,0.3673,0.5035,0.4976
SpringFramework,Hibernate,686,98,61,37,3,585,0.9531,0.6224,0.7531,0.7428
SpringFramework,JEdit,686,98,53,45,62,526,0.4609,0.5408,0.4977,0.4078
SpringFramework,JFreeChart,686,98,72,26,36,552,0.6667,0.7347,0.699,0.6471
SpringFramework,JMeter,686,98,67,31,1,587,0.9853,0.6837,0.8072,0.7986
SpringFramework,JRuby,686,98,68,30,4,584,0.9444,0.6939,0.8,0.7844
SpringFramework,SQuirrel,686,98,68,30,12,576,0.85,0.6939,0.764,0.7342
SpringFramework,Dubbo,686,98,58,40,6,582,0.9062,0.5918,0.716,0.6998
SpringFramework,Gradle,686,98,40,58,4,584,0.9091,0.4082,0.5634,0.5732
SpringFramework,Groovy,686,98,64,34,1,587,0.9846,0.6531,0.7853,0.7783
SpringFramework,Hive,686,98,73,25,6,582,0.9241,0.7449,0.8249,0.8054
SpringFramework,Maven,686,98,47,51,12,576,0.7966,0.4796,0.5987,0.5731
SpringFramework,Poi,686,98,66,32,3,585,0.9565,0.6735,0.7904,0.7776
SpringFramework,Storm,686,98,68,30,12,576,0.85,0.6939,0.764,0.7342
