Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1734,102,9,93,5,1627,0.6429,0.0882,0.1552,0.2239
Ant,Columba,1734,102,23,79,5,1627,0.8214,0.2255,0.3538,0.4152
Ant,EMF,1734,102,14,88,13,1619,0.5185,0.1373,0.2171,0.2457
Ant,Hibernate,1734,102,20,82,15,1617,0.5714,0.1961,0.292,0.3127
Ant,JEdit,1734,102,31,71,39,1593,0.4429,0.3039,0.3605,0.3348
Ant,JFreeChart,1734,102,18,84,24,1608,0.4286,0.1765,0.25,0.2476
Ant,JMeter,1734,102,23,79,5,1627,0.8214,0.2255,0.3538,0.4152
Ant,JRuby,1734,102,32,70,9,1623,0.7805,0.3137,0.4476,0.4773
Ant,SQuirrel,1734,102,20,82,16,1616,0.5556,0.1961,0.2899,0.3074
Ant,Dubbo,1734,102,10,92,6,1626,0.625,0.098,0.1695,0.2322
Ant,Gradle,1734,102,19,83,3,1629,0.8636,0.1863,0.3065,0.3877
Ant,Groovy,1734,102,19,83,4,1628,0.8261,0.1863,0.304,0.3781
Ant,Hive,1734,102,15,87,9,1623,0.625,0.1471,0.2381,0.2851
Ant,Maven,1734,102,18,84,11,1621,0.6207,0.1765,0.2748,0.3114
Ant,Poi,1734,102,26,76,8,1624,0.7647,0.2549,0.3824,0.4243
Ant,SpringFramework,1734,102,11,91,5,1627,0.6875,0.1078,0.1864,0.2578
Ant,Storm,1734,102,15,87,11,1621,0.5769,0.1471,0.2344,0.2717
Ant,Tomcat,1734,102,40,62,11,1621,0.7843,0.3922,0.5229,0.5367
Ant,Zookeeper,1734,102,17,85,10,1622,0.6296,0.1667,0.2636,0.3051
ArgoUML,Ant,5426,969,494,475,93,4364,0.8416,0.5098,0.635,0.6029
ArgoUML,Columba,5426,969,895,74,173,4284,0.838,0.9236,0.8787,0.8523
ArgoUML,EMF,5426,969,887,82,178,4279,0.8329,0.9154,0.8722,0.8442
ArgoUML,Hibernate,5426,969,872,97,185,4272,0.825,0.8999,0.8608,0.8301
ArgoUML,JEdit,5426,969,715,254,205,4252,0.7772,0.7379,0.757,0.7062
ArgoUML,JFreeChart,5426,969,842,127,165,4292,0.8361,0.8689,0.8522,0.8196
ArgoUML,JMeter,5426,969,815,154,154,4303,0.8411,0.8411,0.8411,0.8065
ArgoUML,JRuby,5426,969,857,112,156,4301,0.846,0.8844,0.8648,0.8349
ArgoUML,SQuirrel,5426,969,839,130,166,4291,0.8348,0.8658,0.8501,0.8169
ArgoUML,Dubbo,5426,969,714,255,110,4347,0.8665,0.7368,0.7964,0.76
ArgoUML,Gradle,5426,969,680,289,120,4337,0.85,0.7018,0.7688,0.729
ArgoUML,Groovy,5426,969,718,251,112,4345,0.8651,0.741,0.7982,0.7617
ArgoUML,Hive,5426,969,797,172,151,4306,0.8407,0.8225,0.8315,0.7954
ArgoUML,Maven,5426,969,662,307,126,4331,0.8401,0.6832,0.7536,0.7119
ArgoUML,Poi,5426,969,881,88,170,4287,0.8382,0.9092,0.8723,0.8442
ArgoUML,SpringFramework,5426,969,856,113,172,4285,0.8327,0.8834,0.8573,0.8257
ArgoUML,Storm,5426,969,813,156,143,4314,0.8504,0.839,0.8447,0.8112
ArgoUML,Tomcat,5426,969,756,213,112,4345,0.871,0.7802,0.8231,0.7889
ArgoUML,Zookeeper,5426,969,520,449,83,4374,0.8624,0.5366,0.6616,0.6313
Columba,Ant,2176,128,32,96,10,2038,0.7619,0.25,0.3765,0.4192
Columba,ArgoUML,2176,128,76,52,3,2045,0.962,0.5938,0.7343,0.7451
Columba,EMF,2176,128,87,41,2,2046,0.9775,0.6797,0.8018,0.8063
Columba,Hibernate,2176,128,95,33,7,2041,0.9314,0.7422,0.8261,0.8224
Columba,JEdit,2176,128,73,55,25,2023,0.7449,0.5703,0.646,0.6332
Columba,JFreeChart,2176,128,95,33,10,2038,0.9048,0.7422,0.8155,0.8095
Columba,JMeter,2176,128,87,41,4,2044,0.956,0.6797,0.7945,0.7966
Columba,JRuby,2176,128,101,27,6,2042,0.9439,0.7891,0.8596,0.8554
