Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1530,102,18,84,9,1419,0.6667,0.1765,0.2791,0.3224
Ant,Columba,1530,102,27,75,3,1425,0.9,0.2647,0.4091,0.4725
Ant,EMF,1530,102,16,86,5,1423,0.7619,0.1569,0.2602,0.3288
Ant,Hibernate,1530,102,24,78,14,1414,0.6316,0.2353,0.3429,0.3614
Ant,JEdit,1530,102,31,71,27,1401,0.5345,0.3039,0.3875,0.3723
Ant,JFreeChart,1530,102,25,77,22,1406,0.5319,0.2451,0.3356,0.332
Ant,JMeter,1530,102,31,71,5,1423,0.8611,0.3039,0.4493,0.4944
Ant,JRuby,1530,102,26,76,6,1422,0.8125,0.2549,0.3881,0.437
Ant,SQuirrel,1530,102,12,90,7,1421,0.6316,0.1176,0.1983,0.254
Ant,Dubbo,1530,102,11,91,14,1414,0.44,0.1078,0.1732,0.1929
Ant,Gradle,1530,102,17,85,8,1420,0.68,0.1667,0.2677,0.3169
Ant,Groovy,1530,102,17,85,1,1427,0.9444,0.1667,0.2833,0.3839
Ant,Hive,1530,102,58,44,24,1404,0.7073,0.5686,0.6304,0.6112
Ant,Maven,1530,102,21,81,15,1413,0.5833,0.2059,0.3043,0.3215
Ant,Poi,1530,102,24,78,5,1423,0.8276,0.2353,0.3664,0.424
Ant,SpringFramework,1530,102,12,90,2,1426,0.8571,0.1176,0.2069,0.3045
Ant,Storm,1530,102,23,79,29,1399,0.4423,0.2255,0.2987,0.2825
Ant,Tomcat,1530,102,45,57,6,1422,0.8824,0.4412,0.5882,0.6072
Ant,Zookeeper,1530,102,26,76,13,1415,0.6667,0.2549,0.3688,0.389
ArgoUML,Ant,5426,969,522,447,99,4358,0.8406,0.5387,0.6566,0.6214
ArgoUML,Columba,5426,969,886,83,165,4292,0.843,0.9143,0.8772,0.8503
ArgoUML,EMF,5426,969,886,83,180,4277,0.8311,0.9143,0.8708,0.8425
ArgoUML,Hibernate,5426,969,878,91,193,4264,0.8198,0.9061,0.8608,0.8302
ArgoUML,JEdit,5426,969,816,153,235,4222,0.7764,0.8421,0.8079,0.765
ArgoUML,JFreeChart,5426,969,879,90,199,4258,0.8154,0.9071,0.8588,0.8279
ArgoUML,JMeter,5426,969,823,146,145,4312,0.8502,0.8493,0.8498,0.8171
ArgoUML,JRuby,5426,969,875,94,170,4287,0.8373,0.903,0.8689,0.84
ArgoUML,SQuirrel,5426,969,853,116,183,4274,0.8234,0.8803,0.8509,0.8178
ArgoUML,Dubbo,5426,969,653,316,107,4350,0.8592,0.6739,0.7553,0.7172
ArgoUML,Gradle,5426,969,645,324,93,4364,0.874,0.6656,0.7557,0.7204
ArgoUML,Groovy,5426,969,761,208,142,4315,0.8427,0.7853,0.813,0.7748
ArgoUML,Hive,5426,969,735,234,135,4322,0.8448,0.7585,0.7993,0.7601
ArgoUML,Maven,5426,969,677,292,139,4318,0.8297,0.6987,0.7585,0.7152
ArgoUML,Poi,5426,969,845,124,142,4315,0.8561,0.872,0.864,0.8342
ArgoUML,SpringFramework,5426,969,849,120,171,4286,0.8324,0.8762,0.8537,0.8213
ArgoUML,Storm,5426,969,883,86,175,4282,0.8346,0.9112,0.8712,0.843
ArgoUML,Tomcat,5426,969,782,187,122,4335,0.865,0.807,0.835,0.8014
ArgoUML,Zookeeper,5426,969,753,216,142,4315,0.8413,0.7771,0.8079,0.7691
Columba,Ant,1920,128,47,81,9,1783,0.8393,0.3672,0.5109,0.5369
Columba,ArgoUML,1920,128,90,38,13,1779,0.8738,0.7031,0.7792,0.7704
Columba,EMF,1920,128,90,38,10,1782,0.9,0.7031,0.7895,0.7831
Columba,Hibernate,1920,128,105,23,13,1779,0.8898,0.8203,0.8537,0.8445
Columba,JEdit,1920,128,57,71,30,1762,0.6552,0.4453,0.5302,0.514
Columba,JFreeChart,1920,128,101,27,12,1780,0.8938,0.7891,0.8382,0.8292
Columba,JMeter,1920,128,87,41,5,1787,0.9457,0.6797,0.7909,0.7905
Columba,JRuby,1920,128,85,43,1,1791,0.9884,0.6641,0.7944,0.8001
Columba,SQuirrel,1920,128,85,43,5,1787,0.9444,0.6641,0.7798,0.7804
Columba,Dubbo,1920,128,63,65,7,1785,0.9,0.4922,0.6364,0.6498
Columba,Gradle,1920,128,55,73,3,1789,0.9483,0.4297,0.5914,0.6238
Columba,Groovy,1920,128,72,56,8,1784,0.9,0.5625,0.6923,0.6966
Columba,Hive,1920,128,101,27,10,1782,0.9099,0.7891,0.8452,0.8374
Columba,Maven,1920,128,55,73,9,1783,0.8594,0.4297,0.5729,0.5901
Columba,Poi,1920,128,103,25,7,1785,0.9364,0.8047,0.8655,0.8595
Columba,SpringFramework,1920,128,85,43,5,1787,0.9444,0.6641,0.7798,0.7804
Columba,Storm,1920,128,94,34,8,1784,0.9216,0.7344,0.8174,0.8118
Columba,Tomcat,1920,128,92,36,5,1787,0.9485,0.7188,0.8178,0.8154
Columba,Zookeeper,1920,128,71,57,3,1789,0.9595,0.5547,0.703,0.7166
EMF,Ant,1110,74,18,56,5,1031,0.7826,0.2432,0.3711,0.4175
EMF,ArgoUML,1110,74,18,56,3,1033,0.8571,0.2432,0.3789,0.4401
EMF,Columba,1110,74,23,51,0,1036,1.0,0.3108,0.4742,0.5443
EMF,Hibernate,1110,74,28,46,4,1032,0.875,0.3784,0.5283,0.5583
EMF,JEdit,1110,74,34,40,19,1017,0.6415,0.4595,0.5354,0.516
EMF,JFreeChart,1110,74,28,46,4,1032,0.875,0.3784,0.5283,0.5583
EMF,JMeter,1110,74,24,50,2,1034,0.9231,0.3243,0.48,0.5317
EMF,JRuby,1110,74,22,52,2,1034,0.9167,0.2973,0.449,0.5066
EMF,SQuirrel,1110,74,24,50,5,1031,0.8276,0.3243,0.466,0.4996
