Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,408,102,29,73,8,298,0.7838,0.2843,0.4173,0.3893
Ant,Columba,408,102,51,51,14,292,0.7846,0.5,0.6108,0.5375
Ant,EMF,408,102,18,84,5,301,0.7826,0.1765,0.288,0.3006
Ant,Hibernate,408,102,34,68,6,300,0.85,0.3333,0.4789,0.4568
Ant,JEdit,408,102,76,26,71,235,0.517,0.7451,0.6104,0.4628
Ant,JFreeChart,408,102,51,51,29,277,0.6375,0.5,0.5604,0.442
Ant,JMeter,408,102,40,62,5,301,0.8889,0.3922,0.5442,0.5195
Ant,JRuby,408,102,57,45,11,295,0.8382,0.5588,0.6706,0.6075
Ant,SQuirrel,408,102,39,63,16,290,0.7091,0.3824,0.4968,0.4185
Ant,Dubbo,408,102,41,61,26,280,0.6119,0.402,0.4852,0.3705
Ant,Gradle,408,102,27,75,7,299,0.7941,0.2647,0.3971,0.3789
Ant,Groovy,408,102,42,60,7,299,0.8571,0.4118,0.5563,0.518
Ant,Hive,408,102,41,61,6,300,0.8723,0.402,0.5503,0.5186
Ant,Maven,408,102,22,80,1,305,0.9565,0.2157,0.352,0.3988
Ant,Poi,408,102,46,56,5,301,0.902,0.451,0.6013,0.5691
Ant,SpringFramework,408,102,17,85,5,301,0.7727,0.1667,0.2742,0.2882
Ant,Storm,408,102,48,54,21,285,0.6957,0.4706,0.5614,0.4643
Ant,Tomcat,408,102,61,41,19,287,0.7625,0.598,0.6703,0.5845
Ant,Zookeeper,408,102,13,89,2,304,0.8667,0.1275,0.2222,0.2782
ArgoUML,Ant,3876,969,734,235,266,2641,0.734,0.7575,0.7456,0.6591
ArgoUML,Columba,3876,969,914,55,212,2695,0.8117,0.9432,0.8726,0.8301
ArgoUML,EMF,3876,969,855,114,149,2758,0.8516,0.8824,0.8667,0.8214
ArgoUML,Hibernate,3876,969,902,67,148,2759,0.859,0.9309,0.8935,0.8574
ArgoUML,JEdit,3876,969,785,184,467,2440,0.627,0.8101,0.7069,0.6014
ArgoUML,JFreeChart,3876,969,926,43,361,2546,0.7195,0.9556,0.8209,0.7645
ArgoUML,JMeter,3876,969,900,69,177,2730,0.8357,0.9288,0.8798,0.839
ArgoUML,JRuby,3876,969,915,54,197,2710,0.8228,0.9443,0.8794,0.8391
ArgoUML,SQuirrel,3876,969,917,52,265,2642,0.7758,0.9463,0.8526,0.8043
ArgoUML,Dubbo,3876,969,929,40,422,2485,0.6876,0.9587,0.8009,0.7393
ArgoUML,Gradle,3876,969,784,185,120,2787,0.8673,0.8091,0.8372,0.7862
ArgoUML,Groovy,3876,969,887,82,155,2752,0.8512,0.9154,0.8821,0.842
ArgoUML,Hive,3876,969,900,69,150,2757,0.8571,0.9288,0.8915,0.8547
