Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,816,102,19,83,6,708,0.76,0.1863,0.2992,0.3413
Ant,Columba,816,102,49,53,20,694,0.7101,0.4804,0.5731,0.5377
Ant,EMF,816,102,21,81,11,703,0.6562,0.2059,0.3134,0.3245
Ant,Hibernate,816,102,28,74,9,705,0.7568,0.2745,0.4029,0.4163
Ant,JEdit,816,102,55,47,46,668,0.5446,0.5392,0.5419,0.4768
Ant,JFreeChart,816,102,45,57,51,663,0.4688,0.4412,0.4545,0.3795
Ant,JMeter,816,102,29,73,4,710,0.8788,0.2843,0.4296,0.4679
Ant,JRuby,816,102,38,64,6,708,0.8636,0.3725,0.5205,0.5332
Ant,SQuirrel,816,102,23,79,12,702,0.6571,0.2255,0.3358,0.3406
Ant,Dubbo,816,102,26,76,9,705,0.7429,0.2549,0.3796,0.3955
Ant,Gradle,816,102,18,84,9,705,0.6667,0.1765,0.2791,0.303
Ant,Groovy,816,102,22,80,5,709,0.8148,0.2157,0.3411,0.3858
Ant,Hive,816,102,46,56,13,701,0.7797,0.451,0.5714,0.5526
Ant,Maven,816,102,30,72,17,697,0.6383,0.2941,0.4027,0.3837
Ant,Poi,816,102,38,64,7,707,0.8444,0.3725,0.517,0.5256
Ant,SpringFramework,816,102,18,84,9,705,0.6667,0.1765,0.2791,0.303
Ant,Storm,816,102,29,73,12,702,0.7073,0.2843,0.4056,0.405
Ant,Tomcat,816,102,50,52,13,701,0.7937,0.4902,0.6061,0.5848
Ant,Zookeeper,816,102,3,99,1,713,0.75,0.0294,0.0566,0.1326
ArgoUML,Ant,5426,969,389,580,112,4345,0.7764,0.4014,0.5293,0.4979
ArgoUML,Columba,5426,969,907,62,215,4242,0.8084,0.936,0.8675,0.8396
ArgoUML,EMF,5426,969,880,89,229,4228,0.7935,0.9082,0.847,0.8138
ArgoUML,Hibernate,5426,969,868,101,200,4257,0.8127,0.8958,0.8522,0.8197
ArgoUML,JEdit,5426,969,703,266,387,4070,0.645,0.7255,0.6829,0.6105
ArgoUML,JFreeChart,5426,969,911,58,321,4136,0.7394,0.9401,0.8278,0.7937
ArgoUML,JMeter,5426,969,879,90,192,4265,0.8207,0.9071,0.8618,0.8314
ArgoUML,JRuby,5426,969,881,88,261,4196,0.7715,0.9092,0.8347,0.7992
ArgoUML,SQuirrel,5426,969,905,64,228,4229,0.7988,0.934,0.8611,0.8319
ArgoUML,Dubbo,5426,969,892,77,227,4230,0.7971,0.9205,0.8544,0.8232
ArgoUML,Gradle,5426,969,660,309,107,4350,0.8605,0.6811,0.7604,0.7224
ArgoUML,Groovy,5426,969,845,124,174,4283,0.8292,0.872,0.8501,0.8169
ArgoUML,Hive,5426,969,867,102,198,4259,0.8141,0.8947,0.8525,0.82
ArgoUML,Maven,5426,969,767,202,211,4246,0.7843,0.7915,0.7879,0.7415
ArgoUML,Poi,5426,969,874,95,164,4293,0.842,0.902,0.871,0.8425
ArgoUML,SpringFramework,5426,969,892,77,233,4224,0.7929,0.9205,0.852,0.8203
ArgoUML,Storm,5426,969,896,73,223,4234,0.8007,0.9247,0.8582,0.828
ArgoUML,Tomcat,5426,969,876,93,190,4267,0.8218,0.904,0.8609,0.8304
ArgoUML,Zookeeper,5426,969,364,605,41,4416,0.8988,0.3756,0.5298,0.534
Columba,Ant,1024,128,63,65,16,880,0.7975,0.4922,0.6087,0.5879
Columba,ArgoUML,1024,128,98,30,7,889,0.9333,0.7656,0.8412,0.8262
Columba,EMF,1024,128,93,35,6,890,0.9394,0.7266,0.8194,0.8056
Columba,Hibernate,1024,128,100,28,7,889,0.9346,0.7812,0.8511,0.8362
Columba,JEdit,1024,128,101,27,35,861,0.7426,0.7891,0.7652,0.7309
Columba,JFreeChart,1024,128,107,21,9,887,0.9224,0.8359,0.877,0.8618
Columba,JMeter,1024,128,96,32,2,894,0.9796,0.75,0.8496,0.8406
Columba,JRuby,1024,128,101,27,4,892,0.9619,0.7891,0.867,0.8554
Columba,SQuirrel,1024,128,92,36,1,895,0.9892,0.7188,0.8326,0.8259
Columba,Dubbo,1024,128,102,26,16,880,0.8644,0.7969,0.8293,0.8069
Columba,Gradle,1024,128,49,79,1,895,0.98,0.3828,0.5506,0.5858
Columba,Groovy,1024,128,94,34,4,892,0.9592,0.7344,0.8319,0.8206
Columba,Hive,1024,128,109,19,11,885,0.9083,0.8516,0.879,0.863
Columba,Maven,1024,128,75,53,3,893,0.9615,0.5859,0.7282,0.7263
Columba,Poi,1024,128,105,23,8,888,0.9292,0.8203,0.8714,0.8564
Columba,SpringFramework,1024,128,97,31,5,891,0.951,0.7578,0.8435,0.8307
Columba,Storm,1024,128,98,30,5,891,0.9515,0.7656,0.8485,0.8357
Columba,Tomcat,1024,128,100,28,5,891,0.9524,0.7812,0.8584,0.8456
Columba,Zookeeper,1024,128,20,108,0,896,1.0,0.1562,0.2703,0.3734
EMF,Ant,592,74,14,60,4,514,0.7778,0.1892,0.3043,0.3495
EMF,ArgoUML,592,74,22,52,4,514,0.8462,0.2973,0.44,0.4674
EMF,Columba,592,74,28,46,8,510,0.7778,0.3784,0.5091,0.5023
EMF,Hibernate,592,74,31,43,2,516,0.9394,0.4189,0.5794,0.5983
EMF,JEdit,592,74,40,34,36,482,0.5263,0.5405,0.5333,0.4657
EMF,JFreeChart,592,74,35,39,21,497,0.625,0.473,0.5385,0.4887
EMF,JMeter,592,74,25,49,2,516,0.9259,0.3378,0.495,0.5294
EMF,JRuby,592,74,23,51,1,517,0.9583,0.3108,0.4694,0.518
EMF,SQuirrel,592,74,32,42,2,516,0.9412,0.4324,0.5926,0.6092
EMF,Dubbo,592,74,26,48,9,509,0.7429,0.3514,0.4771,0.4683
EMF,Gradle,592,74,14,60,4,514,0.7778,0.1892,0.3043,0.3495
EMF,Groovy,592,74,25,49,1,517,0.9615,0.3378,0.5,0.5421
EMF,Hive,592,74,29,45,5,513,0.8529,0.3919,0.537,0.5433
EMF,Maven,592,74,21,53,4,514,0.84,0.2838,0.4242,0.454
EMF,Poi,592,74,27,47,3,515,0.9,0.3649,0.5192,0.5414
EMF,SpringFramework,592,74,24,50,3,515,0.8889,0.3243,0.4752,0.5049
EMF,Storm,592,74,32,42,11,507,0.7442,0.4324,0.547,0.524
EMF,Tomcat,592,74,27,47,9,509,0.75,0.3649,0.4909,0.4809
EMF,Zookeeper,592,74,3,71,1,517,0.75,0.0405,0.0769,0.1559
Hibernate,Ant,2492,377,118,259,60,2055,0.6629,0.313,0.4252,0.396
Hibernate,ArgoUML,2492,377,232,145,26,2089,0.8992,0.6154,0.7307,0.7093
Hibernate,Columba,2492,377,291,86,79,2036,0.7865,0.7719,0.7791,0.7402
Hibernate,EMF,2492,377,274,103,53,2062,0.8379,0.7268,0.7784,0.7447
Hibernate,JEdit,2492,377,294,83,169,1946,0.635,0.7798,0.7,0.6448
Hibernate,JFreeChart,2492,377,285,92,54,2061,0.8407,0.756,0.7961,0.7635
Hibernate,JMeter,2492,377,273,104,22,2093,0.9254,0.7241,0.8125,0.7917
Hibernate,JRuby,2492,377,270,107,21,2094,0.9278,0.7162,0.8084,0.788
Hibernate,SQuirrel,2492,377,281,96,37,2078,0.8836,0.7454,0.8086,0.7817
Hibernate,Dubbo,2492,377,270,107,82,2033,0.767,0.7162,0.7407,0.6969
Hibernate,Gradle,2492,377,190,187,13,2102,0.936,0.504,0.6552,0.6521
Hibernate,Groovy,2492,377,257,120,13,2102,0.9519,0.6817,0.7944,0.7788
Hibernate,Hive,2492,377,275,102,35,2080,0.8871,0.7294,0.8006,0.774
Hibernate,Maven,2492,377,191,186,45,2070,0.8093,0.5066,0.6232,0.594
Hibernate,Poi,2492,377,263,114,32,2083,0.8915,0.6976,0.7827,0.757
Hibernate,SpringFramework,2492,377,265,112,29,2086,0.9014,0.7029,0.7899,0.7656
Hibernate,Storm,2492,377,280,97,43,2072,0.8669,0.7427,0.8,0.7707
Hibernate,Tomcat,2492,377,267,110,42,2073,0.8641,0.7082,0.7784,0.7484
Hibernate,Zookeeper,2492,377,111,266,8,2107,0.9328,0.2944,0.4476,0.4884
JEdit,Ant,1560,195,48,147,21,1344,0.6957,0.2462,0.3636,0.3712
JEdit,ArgoUML,1560,195,53,142,10,1355,0.8413,0.2718,0.4109,0.4443
JEdit,Columba,1560,195,58,137,12,1353,0.8286,0.2974,0.4377,0.4611
JEdit,EMF,1560,195,41,154,4,1361,0.9111,0.2103,0.3417,0.4097
JEdit,Hibernate,1560,195,55,140,10,1355,0.8462,0.2821,0.4231,0.4547
JEdit,JFreeChart,1560,195,62,133,18,1347,0.775,0.3179,0.4509,0.4569
JEdit,JMeter,1560,195,41,154,8,1357,0.8367,0.2103,0.3361,0.3875
JEdit,JRuby,1560,195,44,151,5,1360,0.898,0.2256,0.3607,0.4209
JEdit,SQuirrel,1560,195,51,144,14,1351,0.7846,0.2615,0.3923,0.4159
JEdit,Dubbo,1560,195,55,140,20,1345,0.7333,0.2821,0.4074,0.4134
JEdit,Gradle,1560,195,15,180,3,1362,0.8333,0.0769,0.1408,0.2314
JEdit,Groovy,1560,195,39,156,4,1361,0.907,0.2,0.3277,0.3981
JEdit,Hive,1560,195,69,126,22,1343,0.7582,0.3538,0.4825,0.4766
JEdit,Maven,1560,195,30,165,11,1354,0.7317,0.1538,0.2542,0.3014
JEdit,Poi,1560,195,51,144,7,1358,0.8793,0.2615,0.4032,0.4482
JEdit,SpringFramework,1560,195,15,180,2,1363,0.8824,0.0769,0.1415,0.2404
JEdit,Storm,1560,195,37,158,9,1356,0.8043,0.1897,0.3071,0.3581
JEdit,Tomcat,1560,195,53,142,10,1355,0.8413,0.2718,0.4109,0.4443
JEdit,Zookeeper,1560,195,7,188,2,1363,0.7778,0.0359,0.0686,0.1504
JFreeChart,Ant,808,101,18,83,8,699,0.6923,0.1782,0.2835,0.3128
JFreeChart,ArgoUML,808,101,45,56,2,705,0.9574,0.4455,0.6081,0.6255
JFreeChart,Columba,808,101,75,26,12,695,0.8621,0.7426,0.7979,0.7742
JFreeChart,EMF,808,101,54,47,7,700,0.8852,0.5347,0.6667,0.6569
JFreeChart,Hibernate,808,101,70,31,13,694,0.8434,0.6931,0.7609,0.735
JFreeChart,JEdit,808,101,59,42,26,681,0.6941,0.5842,0.6344,0.59
JFreeChart,JMeter,808,101,61,40,11,696,0.8472,0.604,0.7052,0.683
JFreeChart,JRuby,808,101,71,30,10,697,0.8765,0.703,0.7802,0.7585
JFreeChart,SQuirrel,808,101,54,47,10,697,0.8438,0.5347,0.6545,0.6374
JFreeChart,Dubbo,808,101,71,30,16,691,0.8161,0.703,0.7553,0.7259
JFreeChart,Gradle,808,101,26,75,3,704,0.8966,0.2574,0.4,0.4501
JFreeChart,Groovy,808,101,71,30,8,699,0.8987,0.703,0.7889,0.7702
JFreeChart,Hive,808,101,76,25,10,697,0.8837,0.7525,0.8128,0.7918
JFreeChart,Maven,808,101,36,65,12,695,0.75,0.3564,0.4832,0.4749
JFreeChart,Poi,808,101,73,28,8,699,0.9012,0.7228,0.8022,0.7834
JFreeChart,SpringFramework,808,101,58,43,5,702,0.9206,0.5743,0.7073,0.6996
JFreeChart,Storm,808,101,59,42,9,698,0.8676,0.5842,0.6982,0.6807
JFreeChart,Tomcat,808,101,70,31,9,698,0.8861,0.6931,0.7778,0.7576
JFreeChart,Zookeeper,808,101,17,84,1,706,0.9444,0.1683,0.2857,0.374
JMeter,Ant,2256,282,123,159,26,1948,0.8255,0.4362,0.5708,0.5633
JMeter,ArgoUML,2256,282,206,76,19,1955,0.9156,0.7305,0.8126,0.7956
JMeter,Columba,2256,282,211,71,32,1942,0.8683,0.7482,0.8038,0.7809
JMeter,EMF,2256,282,203,79,45,1929,0.8185,0.7199,0.766,0.737
JMeter,Hibernate,2256,282,204,78,15,1959,0.9315,0.7234,0.8144,0.7996
JMeter,JEdit,2256,282,212,70,113,1861,0.6523,0.7518,0.6985,0.6541
JMeter,JFreeChart,2256,282,210,72,65,1909,0.7636,0.7447,0.754,0.7195
JMeter,JRuby,2256,282,214,68,12,1962,0.9469,0.7589,0.8425,0.8292
JMeter,SQuirrel,2256,282,208,74,36,1938,0.8525,0.7376,0.7909,0.766
JMeter,Dubbo,2256,282,206,76,60,1914,0.7744,0.7305,0.7518,0.7179
JMeter,Gradle,2256,282,144,138,11,1963,0.929,0.5106,0.659,0.6603
