Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1122,102,14,88,4,1016,0.7778,0.1373,0.2333,0.3051
Ant,Columba,1122,102,34,68,4,1016,0.8947,0.3333,0.4857,0.5235
Ant,EMF,1122,102,27,75,17,1003,0.6136,0.2647,0.3699,0.3674
Ant,Hibernate,1122,102,24,78,5,1015,0.8276,0.2353,0.3664,0.4174
Ant,JEdit,1122,102,44,58,44,976,0.5,0.4314,0.4632,0.4151
Ant,JFreeChart,1122,102,23,79,18,1002,0.561,0.2255,0.3217,0.3184
Ant,JMeter,1122,102,25,77,1,1019,0.9615,0.2451,0.3906,0.4665
Ant,JRuby,1122,102,27,75,6,1014,0.8182,0.2647,0.4,0.4404
Ant,SQuirrel,1122,102,21,81,5,1015,0.8077,0.2059,0.3281,0.384
Ant,Dubbo,1122,102,11,91,13,1007,0.4583,0.1078,0.1746,0.189
Ant,Gradle,1122,102,11,91,5,1015,0.6875,0.1078,0.1864,0.2496
Ant,Groovy,1122,102,21,81,3,1017,0.875,0.2059,0.3333,0.4032
Ant,Hive,1122,102,34,68,7,1013,0.8293,0.3333,0.4755,0.5002
Ant,Maven,1122,102,17,85,6,1014,0.7391,0.1667,0.272,0.3262
Ant,Poi,1122,102,37,65,4,1016,0.9024,0.3627,0.5175,0.5498
Ant,SpringFramework,1122,102,14,88,4,1016,0.7778,0.1373,0.2333,0.3051
Ant,Storm,1122,102,17,85,4,1016,0.8095,0.1667,0.2764,0.3452
Ant,Tomcat,1122,102,45,57,8,1012,0.8491,0.4412,0.5806,0.5872
Ant,Zookeeper,1122,102,24,78,4,1016,0.8571,0.2353,0.3692,0.4264
ArgoUML,Ant,5426,969,658,311,166,4291,0.7985,0.6791,0.734,0.6849
ArgoUML,Columba,5426,969,895,74,179,4278,0.8333,0.9236,0.8762,0.8492
ArgoUML,EMF,5426,969,895,74,201,4256,0.8166,0.9236,0.8668,0.8381
ArgoUML,Hibernate,5426,969,850,119,175,4282,0.8293,0.8772,0.8526,0.8199
ArgoUML,JEdit,5426,969,612,357,215,4242,0.74,0.6316,0.6815,0.6216
ArgoUML,JFreeChart,5426,969,906,63,255,4202,0.7804,0.935,0.8507,0.8198
ArgoUML,JMeter,5426,969,882,87,186,4271,0.8258,0.9102,0.866,0.8366
ArgoUML,JRuby,5426,969,871,98,159,4298,0.8456,0.8989,0.8714,0.843
ArgoUML,SQuirrel,5426,969,868,101,189,4268,0.8212,0.8958,0.8569,0.8253
ArgoUML,Dubbo,5426,969,601,368,98,4359,0.8598,0.6202,0.7206,0.684
ArgoUML,Gradle,5426,969,705,264,110,4347,0.865,0.7276,0.7904,0.7535
ArgoUML,Groovy,5426,969,818,151,152,4305,0.8433,0.8442,0.8437,0.8097
ArgoUML,Hive,5426,969,902,67,264,4193,0.7736,0.9309,0.845,0.8128
ArgoUML,Maven,5426,969,725,244,173,4284,0.8073,0.7482,0.7766,0.7311
ArgoUML,Poi,5426,969,885,84,167,4290,0.8413,0.9133,0.8758,0.8485
ArgoUML,SpringFramework,5426,969,887,82,176,4281,0.8344,0.9154,0.873,0.8452
ArgoUML,Storm,5426,969,850,119,151,4306,0.8492,0.8772,0.8629,0.8327
ArgoUML,Tomcat,5426,969,792,177,141,4316,0.8489,0.8173,0.8328,0.7975
ArgoUML,Zookeeper,5426,969,884,85,227,4230,0.7957,0.9123,0.85,0.8176
Columba,Ant,1408,128,71,57,9,1271,0.8875,0.5547,0.6827,0.6801
Columba,ArgoUML,1408,128,84,44,6,1274,0.9333,0.6562,0.7706,0.7658
Columba,EMF,1408,128,91,37,5,1275,0.9479,0.7109,0.8125,0.8064
Columba,Hibernate,1408,128,98,30,3,1277,0.9703,0.7656,0.8559,0.8503
Columba,JEdit,1408,128,58,70,20,1260,0.7436,0.4531,0.5631,0.5498
Columba,JFreeChart,1408,128,105,23,14,1266,0.8824,0.8203,0.8502,0.8365
Columba,JMeter,1408,128,94,34,3,1277,0.9691,0.7344,0.8356,0.8309
Columba,JRuby,1408,128,101,27,4,1276,0.9619,0.7891,0.867,0.8601
Columba,SQuirrel,1408,128,89,39,10,1270,0.899,0.6953,0.7841,0.773
Columba,Dubbo,1408,128,63,65,7,1273,0.9,0.4922,0.6364,0.6437
Columba,Gradle,1408,128,40,88,0,1280,1.0,0.3125,0.4762,0.5407
Columba,Groovy,1408,128,86,42,4,1276,0.9556,0.6719,0.789,0.7859
Columba,Hive,1408,128,83,45,7,1273,0.9222,0.6484,0.7615,0.7557
Columba,Maven,1408,128,52,76,7,1273,0.8814,0.4062,0.5561,0.575
Columba,Poi,1408,128,106,22,5,1275,0.955,0.8281,0.887,0.8793
Columba,SpringFramework,1408,128,94,34,4,1276,0.9592,0.7344,0.8319,0.8261
Columba,Storm,1408,128,87,41,3,1277,0.9667,0.6797,0.7982,0.796
Columba,Tomcat,1408,128,96,32,3,1277,0.9697,0.75,0.8458,0.8407
Columba,Zookeeper,1408,128,87,41,2,1278,0.9775,0.6797,0.8018,0.8011
EMF,Ant,814,74,27,47,13,727,0.675,0.3649,0.4737,0.4619
EMF,ArgoUML,814,74,20,54,4,736,0.8333,0.2703,0.4082,0.4501
EMF,Columba,814,74,27,47,8,732,0.7714,0.3649,0.4954,0.5018
EMF,Hibernate,814,74,28,46,3,737,0.9032,0.3784,0.5333,0.5622
EMF,JEdit,814,74,38,36,37,703,0.5067,0.5135,0.5101,0.4607
EMF,JFreeChart,814,74,27,47,3,737,0.9,0.3649,0.5192,0.5505
EMF,JMeter,814,74,25,49,0,740,1.0,0.3378,0.5051,0.5629
EMF,JRuby,814,74,21,53,1,739,0.9545,0.2838,0.4375,0.5007
EMF,SQuirrel,814,74,28,46,3,737,0.9032,0.3784,0.5333,0.5622
EMF,Dubbo,814,74,11,63,3,737,0.7857,0.1486,0.25,0.3197
EMF,Gradle,814,74,15,59,1,739,0.9375,0.2027,0.3333,0.417
EMF,Groovy,814,74,21,53,2,738,0.913,0.2838,0.433,0.4877
EMF,Hive,814,74,27,47,9,731,0.75,0.3649,0.4909,0.4932
EMF,Maven,814,74,21,53,6,734,0.7778,0.2838,0.4158,0.4425
