Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1632,102,18,84,17,1513,0.5143,0.1765,0.2628,0.2763
Ant,Columba,1632,102,30,72,8,1522,0.7895,0.2941,0.4286,0.4637
Ant,EMF,1632,102,16,86,7,1523,0.6957,0.1569,0.256,0.3127
Ant,Hibernate,1632,102,28,74,10,1520,0.7368,0.2745,0.4,0.4301
Ant,JEdit,1632,102,29,73,25,1505,0.537,0.2843,0.3718,0.3627
Ant,JFreeChart,1632,102,20,82,21,1509,0.4878,0.1961,0.2797,0.2821
Ant,JMeter,1632,102,23,79,3,1527,0.8846,0.2255,0.3594,0.4321
Ant,JRuby,1632,102,25,77,8,1522,0.7576,0.2451,0.3704,0.4125
Ant,SQuirrel,1632,102,14,88,6,1524,0.7,0.1373,0.2295,0.2934
Ant,Dubbo,1632,102,13,89,11,1519,0.5417,0.1275,0.2063,0.2418
Ant,Gradle,1632,102,20,82,13,1517,0.6061,0.1961,0.2963,0.3226
Ant,Groovy,1632,102,18,84,6,1524,0.75,0.1765,0.2857,0.347
Ant,Hive,1632,102,32,70,6,1524,0.8421,0.3137,0.4571,0.4973
Ant,Maven,1632,102,27,75,42,1488,0.3913,0.2647,0.3158,0.2854
Ant,Poi,1632,102,32,70,12,1518,0.7273,0.3137,0.4384,0.4571
Ant,SpringFramework,1632,102,10,92,3,1527,0.7692,0.098,0.1739,0.2616
Ant,Storm,1632,102,14,88,8,1522,0.6364,0.1373,0.2258,0.2771
Ant,Tomcat,1632,102,38,64,11,1519,0.7755,0.3725,0.5033,0.5182
Ant,Zookeeper,1632,102,26,76,13,1517,0.6667,0.2549,0.3688,0.3905
ArgoUML,Ant,5426,969,403,566,79,4378,0.8361,0.4159,0.5555,0.536
ArgoUML,Columba,5426,969,892,77,175,4282,0.836,0.9205,0.8762,0.8492
ArgoUML,EMF,5426,969,889,80,181,4276,0.8308,0.9174,0.872,0.844
ArgoUML,Hibernate,5426,969,875,94,186,4271,0.8247,0.903,0.8621,0.8317
ArgoUML,JEdit,5426,969,723,246,230,4227,0.7587,0.7461,0.7523,0.6991
ArgoUML,JFreeChart,5426,969,871,98,222,4235,0.7969,0.8989,0.8448,0.8108
ArgoUML,JMeter,5426,969,795,174,145,4312,0.8457,0.8204,0.8329,0.7974
ArgoUML,JRuby,5426,969,863,106,163,4294,0.8411,0.8906,0.8652,0.8353
ArgoUML,SQuirrel,5426,969,875,94,188,4269,0.8231,0.903,0.8612,0.8307
ArgoUML,Dubbo,5426,969,589,380,85,4372,0.8739,0.6078,0.717,0.6837
ArgoUML,Gradle,5426,969,715,254,139,4318,0.8372,0.7379,0.7844,0.7432
ArgoUML,Groovy,5426,969,692,277,112,4345,0.8607,0.7141,0.7806,0.7428
ArgoUML,Hive,5426,969,845,124,167,4290,0.835,0.872,0.8531,0.8206
ArgoUML,Maven,5426,969,739,230,149,4308,0.8322,0.7626,0.7959,0.7549
ArgoUML,Poi,5426,969,834,135,134,4323,0.8616,0.8607,0.8611,0.831
ArgoUML,SpringFramework,5426,969,744,225,156,4301,0.8267,0.7678,0.7961,0.7546
ArgoUML,Storm,5426,969,864,105,170,4287,0.8356,0.8916,0.8627,0.8323
ArgoUML,Tomcat,5426,969,780,189,136,4321,0.8515,0.805,0.8276,0.7918
ArgoUML,Zookeeper,5426,969,743,226,146,4311,0.8358,0.7668,0.7998,0.7595
Columba,Ant,2048,128,44,84,14,1906,0.7586,0.3438,0.4731,0.491
Columba,ArgoUML,2048,128,83,45,7,1913,0.9222,0.6484,0.7615,0.7615
Columba,EMF,2048,128,90,38,3,1917,0.9677,0.7031,0.8145,0.8157
Columba,Hibernate,2048,128,99,29,12,1908,0.8919,0.7734,0.8285,0.8202
Columba,JEdit,2048,128,75,53,30,1890,0.7143,0.5859,0.6438,0.6259
Columba,JFreeChart,2048,128,99,29,6,1914,0.9429,0.7734,0.8498,0.8455
Columba,JMeter,2048,128,89,39,5,1915,0.9468,0.6953,0.8018,0.8013
Columba,JRuby,2048,128,93,35,3,1917,0.9688,0.7266,0.8304,0.8303
Columba,SQuirrel,2048,128,87,41,3,1917,0.9667,0.6797,0.7982,0.8008
Columba,Dubbo,2048,128,45,83,1,1919,0.9783,0.3516,0.5172,0.5735
Columba,Gradle,2048,128,43,85,2,1918,0.9556,0.3359,0.4971,0.553
Columba,Groovy,2048,128,78,50,6,1914,0.9286,0.6094,0.7358,0.7399
Columba,Hive,2048,128,99,29,9,1911,0.9167,0.7734,0.839,0.8326
Columba,Maven,2048,128,49,79,2,1918,0.9608,0.3828,0.5475,0.593
Columba,Poi,2048,128,105,23,8,1912,0.9292,0.8203,0.8714,0.8653
Columba,SpringFramework,2048,128,86,42,4,1916,0.9556,0.6719,0.789,0.791
Columba,Storm,2048,128,85,43,2,1918,0.977,0.6641,0.7907,0.7958
Columba,Tomcat,2048,128,93,35,4,1916,0.9588,0.7266,0.8267,0.8256
Columba,Zookeeper,2048,128,46,82,4,1916,0.92,0.3594,0.5169,0.5604
EMF,Ant,1184,74,20,54,11,1099,0.6452,0.2703,0.381,0.3947
EMF,ArgoUML,1184,74,23,51,6,1104,0.7931,0.3108,0.4466,0.4783
EMF,Columba,1184,74,24,50,2,1108,0.9231,0.3243,0.48,0.5327
EMF,Hibernate,1184,74,29,45,3,1107,0.9062,0.3919,0.5472,0.5809
EMF,JEdit,1184,74,39,35,23,1087,0.629,0.527,0.5735,0.5502
EMF,JFreeChart,1184,74,28,46,26,1084,0.5185,0.3784,0.4375,0.4118
EMF,JMeter,1184,74,22,52,1,1109,0.9565,0.2973,0.4536,0.5198
EMF,JRuby,1184,74,21,53,0,1110,1.0,0.2838,0.4421,0.5204
EMF,SQuirrel,1184,74,26,48,2,1108,0.9286,0.3514,0.5098,0.5568
EMF,Dubbo,1184,74,16,58,2,1108,0.8889,0.2162,0.3478,0.4242
EMF,Gradle,1184,74,15,59,5,1105,0.75,0.2027,0.3191,0.3723
EMF,Groovy,1184,74,22,52,5,1105,0.8148,0.2973,0.4356,0.4748
EMF,Hive,1184,74,24,50,5,1105,0.8276,0.3243,0.466,0.5008
EMF,Maven,1184,74,20,54,7,1103,0.7407,0.2703,0.396,0.428
EMF,Poi,1184,74,28,46,8,1102,0.7778,0.3784,0.5091,0.5233
EMF,SpringFramework,1184,74,19,55,3,1107,0.8636,0.2568,0.3958,0.4554
EMF,Storm,1184,74,22,52,8,1102,0.7333,0.2973,0.4231,0.4468
EMF,Tomcat,1184,74,21,53,3,1107,0.875,0.2838,0.4286,0.4828
EMF,Zookeeper,1184,74,21,53,0,1110,1.0,0.2838,0.4421,0.5204
Hibernate,Ant,2492,377,149,228,31,2084,0.8278,0.3952,0.535,0.5268
Hibernate,ArgoUML,2492,377,244,133,33,2082,0.8809,0.6472,0.7462,0.72
