Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Columba,SpringFramework,1664,128,87,41,3,1533,0.9667,0.6797,0.7982,0.7984
Columba,Storm,1664,128,93,35,1,1535,0.9894,0.7266,0.8378,0.8379
Columba,Tomcat,1664,128,98,30,3,1533,0.9703,0.7656,0.8559,0.8523
Columba,Zookeeper,1664,128,47,81,1,1535,0.9792,0.3672,0.5341,0.5835
EMF,Ant,962,74,9,65,5,883,0.6429,0.1216,0.2045,0.2581
EMF,ArgoUML,962,74,26,48,12,876,0.6842,0.3514,0.4643,0.4622
EMF,Columba,962,74,24,50,2,886,0.9231,0.3243,0.48,0.5292
EMF,Hibernate,962,74,27,47,8,880,0.7714,0.3649,0.4954,0.5064
EMF,JEdit,962,74,42,32,30,858,0.5833,0.5676,0.5753,0.5405
EMF,JFreeChart,962,74,30,44,11,877,0.7317,0.4054,0.5217,0.5185
EMF,JMeter,962,74,23,51,0,888,1.0,0.3108,0.4742,0.5422
EMF,JRuby,962,74,22,52,2,886,0.9167,0.2973,0.449,0.5041
EMF,SQuirrel,962,74,27,47,5,883,0.8438,0.3649,0.5094,0.5338
EMF,Dubbo,962,74,15,59,1,887,0.9375,0.2027,0.3333,0.42
EMF,Gradle,962,74,15,59,4,884,0.7895,0.2027,0.3226,0.3796
EMF,Groovy,962,74,20,54,2,886,0.9091,0.2703,0.4167,0.4778
EMF,Hive,962,74,25,49,3,885,0.8929,0.3378,0.4902,0.5302
EMF,Maven,962,74,21,53,6,882,0.7778,0.2838,0.4158,0.4469
EMF,Poi,962,74,25,49,1,887,0.9615,0.3378,0.5,0.5533
EMF,SpringFramework,962,74,22,52,2,886,0.9167,0.2973,0.449,0.5041
EMF,Storm,962,74,22,52,4,884,0.8462,0.2973,0.44,0.4811
EMF,Tomcat,962,74,22,52,3,885,0.88,0.2973,0.4444,0.4923
EMF,Zookeeper,962,74,25,49,3,885,0.8929,0.3378,0.4902,0.5302
Hibernate,Ant,2492,377,116,261,36,2079,0.7632,0.3077,0.4386,0.4352
Hibernate,ArgoUML,2492,377,253,124,33,2082,0.8846,0.6711,0.7632,0.7369
Hibernate,Columba,2492,377,271,106,23,2092,0.9218,0.7188,0.8077,0.7864
Hibernate,EMF,2492,377,269,108,21,2094,0.9276,0.7135,0.8066,0.7862
Hibernate,JEdit,2492,377,230,147,81,2034,0.7395,0.6101,0.6686,0.6199
Hibernate,JFreeChart,2492,377,286,91,83,2032,0.7751,0.7586,0.7668,0.7258
Hibernate,JMeter,2492,377,270,107,17,2098,0.9408,0.7162,0.8133,0.7949
Hibernate,JRuby,2492,377,271,106,20,2095,0.9313,0.7188,0.8114,0.7915
Hibernate,SQuirrel,2492,377,267,110,26,2089,0.9113,0.7082,0.797,0.7742
Hibernate,Dubbo,2492,377,189,188,22,2093,0.8957,0.5013,0.6429,0.6319
Hibernate,Gradle,2492,377,165,212,11,2104,0.9375,0.4377,0.5967,0.6049
Hibernate,Groovy,2492,377,220,157,11,2104,0.9524,0.5836,0.7237,0.7146
Hibernate,Hive,2492,377,279,98,40,2075,0.8746,0.7401,0.8017,0.7734
Hibernate,Maven,2492,377,157,220,18,2097,0.8971,0.4164,0.5688,0.5721
Hibernate,Poi,2492,377,264,113,15,2100,0.9462,0.7003,0.8049,0.7877
Hibernate,SpringFramework,2492,377,260,117,15,2100,0.9455,0.6897,0.7975,0.7806
Hibernate,Storm,2492,377,273,104,26,2089,0.913,0.7241,0.8077,0.785
Hibernate,Tomcat,2492,377,241,136,23,2092,0.9129,0.6393,0.752,0.7316
Hibernate,Zookeeper,2492,377,195,182,19,2096,0.9112,0.5172,0.6599,0.65
JEdit,Ant,2535,195,36,159,18,2322,0.6667,0.1846,0.2892,0.3265
JEdit,ArgoUML,2535,195,38,157,5,2335,0.8837,0.1949,0.3193,0.3977
JEdit,Columba,2535,195,28,167,6,2334,0.8235,0.1436,0.2445,0.3267
JEdit,EMF,2535,195,33,162,7,2333,0.825,0.1692,0.2809,0.3555
JEdit,Hibernate,2535,195,58,137,13,2327,0.8169,0.2974,0.4361,0.4714
JEdit,JFreeChart,2535,195,42,153,28,2312,0.6,0.2154,0.317,0.3308
JEdit,JMeter,2535,195,34,161,1,2339,0.9714,0.1744,0.2957,0.3972
JEdit,JRuby,2535,195,38,157,3,2337,0.9268,0.1949,0.322,0.4089
JEdit,SQuirrel,2535,195,44,151,13,2327,0.7719,0.2256,0.3492,0.3956
JEdit,Dubbo,2535,195,5,190,4,2336,0.5556,0.0256,0.049,0.1072
JEdit,Gradle,2535,195,22,173,2,2338,0.9167,0.1128,0.2009,0.3081
JEdit,Groovy,2535,195,25,170,3,2337,0.8929,0.1282,0.2242,0.3236
JEdit,Hive,2535,195,41,154,8,2332,0.8367,0.2103,0.3361,0.4003
JEdit,Maven,2535,195,20,175,9,2331,0.6897,0.1026,0.1786,0.2474
JEdit,Poi,2535,195,45,150,7,2333,0.8654,0.2308,0.3644,0.4282
JEdit,SpringFramework,2535,195,17,178,2,2338,0.8947,0.0872,0.1589,0.2667
JEdit,Storm,2535,195,30,165,10,2330,0.75,0.1538,0.2553,0.3198
JEdit,Tomcat,2535,195,42,153,5,2335,0.8936,0.2154,0.3471,0.4212
JEdit,Zookeeper,2535,195,27,168,13,2327,0.675,0.1385,0.2298,0.2842
JFreeChart,Ant,1313,101,22,79,2,1210,0.9167,0.2178,0.352,0.43
JFreeChart,ArgoUML,1313,101,59,42,8,1204,0.8806,0.5842,0.7024,0.6994
JFreeChart,Columba,1313,101,70,31,21,1191,0.7692,0.6931,0.7292,0.709
JFreeChart,EMF,1313,101,49,52,4,1208,0.9245,0.4851,0.6364,0.6524
JFreeChart,Hibernate,1313,101,64,37,23,1189,0.7356,0.6337,0.6809,0.6585
JFreeChart,JEdit,1313,101,53,48,17,1195,0.7571,0.5248,0.6199,0.6058
JFreeChart,JMeter,1313,101,57,44,14,1198,0.8028,0.5644,0.6628,0.6513
JFreeChart,JRuby,1313,101,68,33,18,1194,0.7907,0.6733,0.7273,0.7092
JFreeChart,SQuirrel,1313,101,42,59,4,1208,0.913,0.4158,0.5714,0.5979
JFreeChart,Dubbo,1313,101,57,44,17,1195,0.7703,0.5644,0.6514,0.6359
JFreeChart,Gradle,1313,101,19,82,0,1212,1.0,0.1881,0.3167,0.4198
JFreeChart,Groovy,1313,101,37,64,5,1207,0.881,0.3663,0.5175,0.5485
JFreeChart,Hive,1313,101,69,32,16,1196,0.8118,0.6832,0.7419,0.7255
JFreeChart,Maven,1313,101,40,61,18,1194,0.6897,0.396,0.5031,0.4943
JFreeChart,Poi,1313,101,63,38,19,1193,0.7683,0.6238,0.6885,0.6696
JFreeChart,SpringFramework,1313,101,46,55,2,1210,0.9583,0.4554,0.6174,0.6443
JFreeChart,Storm,1313,101,54,47,14,1198,0.7941,0.5347,0.6391,0.629
JFreeChart,Tomcat,1313,101,64,37,17,1195,0.7901,0.6337,0.7033,0.6863
JFreeChart,Zookeeper,1313,101,34,67,5,1207,0.8718,0.3366,0.4857,0.5219
JMeter,Ant,3666,282,128,154,22,3362,0.8533,0.4539,0.5926,0.6018
JMeter,ArgoUML,3666,282,212,70,36,3348,0.8548,0.7518,0.8,0.7864
JMeter,Columba,3666,282,203,79,22,3362,0.9022,0.7199,0.8008,0.792
JMeter,EMF,3666,282,204,78,37,3347,0.8465,0.7234,0.7801,0.7661
JMeter,Hibernate,3666,282,199,83,32,3352,0.8615,0.7057,0.7758,0.7635
JMeter,JEdit,3666,282,190,92,104,3280,0.6463,0.6738,0.6597,0.6309
JMeter,JFreeChart,3666,282,208,74,66,3318,0.7591,0.7376,0.7482,0.7276
JMeter,JRuby,3666,282,206,76,18,3366,0.9196,0.7305,0.8142,0.8068
JMeter,SQuirrel,3666,282,198,84,28,3356,0.8761,0.7021,0.7795,0.7687
JMeter,Dubbo,3666,282,133,149,18,3366,0.8808,0.4716,0.6143,0.6253
JMeter,Gradle,3666,282,168,114,21,3363,0.8889,0.5957,0.7134,0.7104
JMeter,Groovy,3666,282,184,98,26,3358,0.8762,0.6525,0.748,0.7394
JMeter,Hive,3666,282,202,80,18,3366,0.9182,0.7163,0.8048,0.7977
JMeter,Maven,3666,282,140,142,16,3368,0.8974,0.4965,0.6393,0.6492
JMeter,Poi,3666,282,213,69,33,3351,0.8659,0.7553,0.8068,0.794
JMeter,SpringFramework,3666,282,199,83,21,3363,0.9045,0.7057,0.7928,0.7848
JMeter,Storm,3666,282,198,84,31,3353,0.8646,0.7021,0.775,0.763
JMeter,Tomcat,3666,282,198,84,26,3358,0.8839,0.7021,0.7826,0.7726
JMeter,Zookeeper,3666,282,168,114,45,3339,0.7887,0.5957,0.6788,0.6634
JRuby,Ant,3652,383,116,267,48,3221,0.7073,0.3029,0.4241,0.4264
JRuby,ArgoUML,3652,383,150,233,18,3251,0.8929,0.3916,0.5445,0.5648
JRuby,Columba,3652,383,320,63,35,3234,0.9014,0.8355,0.8672,0.8531
JRuby,EMF,3652,383,183,200,36,3233,0.8356,0.4778,0.608,0.6024
JRuby,Hibernate,3652,383,290,93,57,3212,0.8357,0.7572,0.7945,0.7729
JRuby,JEdit,3652,383,187,196,106,3163,0.6382,0.4883,0.5533,0.5141
JRuby,JFreeChart,3652,383,297,86,91,3178,0.7655,0.7755,0.7704,0.7434
JRuby,JMeter,3652,383,232,151,27,3242,0.8958,0.6057,0.7227,0.7132
JRuby,SQuirrel,3652,383,170,213,26,3243,0.8673,0.4439,0.5872,0.5926
JRuby,Dubbo,3652,383,279,104,39,3230,0.8774,0.7285,0.796,0.7787
JRuby,Gradle,3652,383,107,276,20,3249,0.8425,0.2794,0.4196,0.457
JRuby,Groovy,3652,383,240,143,35,3234,0.8727,0.6266,0.7295,0.7152
JRuby,Hive,3652,383,304,79,30,3239,0.9102,0.7937,0.848,0.8339
JRuby,Maven,3652,383,125,258,26,3243,0.8278,0.3264,0.4682,0.49
JRuby,Poi,3652,383,315,68,30,3239,0.913,0.8225,0.8654,0.852
JRuby,SpringFramework,3652,383,200,183,22,3247,0.9009,0.5222,0.6612,0.661
JRuby,Storm,3652,383,251,132,27,3242,0.9029,0.6554,0.7595,0.7476
JRuby,Tomcat,3652,383,294,89,31,3238,0.9046,0.7676,0.8305,0.8158
JRuby,Zookeeper,3652,383,168,215,30,3239,0.8485,0.4386,0.5783,0.5811
SQuirrel,Ant,2613,201,56,145,27,2385,0.6747,0.2786,0.3944,0.4063
SQuirrel,ArgoUML,2613,201,104,97,13,2399,0.8889,0.5174,0.6541,0.6597
SQuirrel,Columba,2613,201,118,83,12,2400,0.9077,0.5871,0.713,0.7134
SQuirrel,EMF,2613,201,119,82,16,2396,0.8815,0.592,0.7083,0.7047
SQuirrel,Hibernate,2613,201,119,82,21,2391,0.85,0.592,0.6979,0.6903
SQuirrel,JEdit,2613,201,110,91,84,2328,0.567,0.5473,0.557,0.5208
SQuirrel,JFreeChart,2613,201,124,77,44,2368,0.7381,0.6169,0.6721,0.6504
SQuirrel,JMeter,2613,201,110,91,7,2405,0.9402,0.5473,0.6918,0.7014
SQuirrel,JRuby,2613,201,107,94,11,2401,0.9068,0.5323,0.6708,0.6773
SQuirrel,Dubbo,2613,201,72,129,21,2391,0.7742,0.3582,0.4898,0.5027
SQuirrel,Gradle,2613,201,48,153,8,2404,0.8571,0.2388,0.3735,0.4333
SQuirrel,Groovy,2613,201,90,111,14,2398,0.8654,0.4478,0.5902,0.6024
SQuirrel,Hive,2613,201,124,77,21,2391,0.8552,0.6169,0.7168,0.7079
SQuirrel,Maven,2613,201,107,94,23,2389,0.8231,0.5323,0.6465,0.6407
SQuirrel,Poi,2613,201,93,108,8,2404,0.9208,0.4627,0.6159,0.635
SQuirrel,SpringFramework,2613,201,112,89,20,2392,0.8485,0.5572,0.6727,0.6679
SQuirrel,Storm,2613,201,117,84,15,2397,0.8864,0.5821,0.7027,0.7007
SQuirrel,Tomcat,2613,201,101,100,18,2394,0.8487,0.5025,0.6312,0.6327
SQuirrel,Zookeeper,2613,201,83,118,28,2384,0.7477,0.4129,0.5321,0.5302
Dubbo,Ant,1105,85,22,63,12,1008,0.6471,0.2588,0.3697,0.3812
Dubbo,ArgoUML,1105,85,37,48,18,1002,0.6727,0.4353,0.5286,0.5117
Dubbo,Columba,1105,85,56,29,16,1004,0.7778,0.6588,0.7134,0.6944
Dubbo,EMF,1105,85,39,46,13,1007,0.75,0.4588,0.5693,0.5613
Dubbo,Hibernate,1105,85,42,43,14,1006,0.75,0.4941,0.5957,0.5836
Dubbo,JEdit,1105,85,25,60,26,994,0.4902,0.2941,0.3676,0.3412
Dubbo,JFreeChart,1105,85,53,32,21,999,0.7162,0.6235,0.6667,0.6427
Dubbo,JMeter,1105,85,36,49,7,1013,0.8372,0.4235,0.5625,0.5741
Dubbo,JRuby,1105,85,47,38,13,1007,0.7833,0.5529,0.6483,0.6352
Dubbo,SQuirrel,1105,85,32,53,14,1006,0.6957,0.3765,0.4885,0.4839
Dubbo,Gradle,1105,85,16,69,6,1014,0.7273,0.1882,0.2991,0.3479
Dubbo,Groovy,1105,85,36,49,8,1012,0.8182,0.4235,0.5581,0.5665
Dubbo,Hive,1105,85,52,33,13,1007,0.8,0.6118,0.6933,0.6784
Dubbo,Maven,1105,85,36,49,12,1008,0.75,0.4235,0.5414,0.5383
Dubbo,Poi,1105,85,55,30,14,1006,0.7971,0.6471,0.7143,0.6975
Dubbo,SpringFramework,1105,85,41,44,15,1005,0.7321,0.4824,0.5816,0.5681
Dubbo,Storm,1105,85,46,39,17,1003,0.7302,0.5412,0.6216,0.6028
Dubbo,Tomcat,1105,85,50,35,19,1001,0.7246,0.5882,0.6494,0.6273
Dubbo,Zookeeper,1105,85,33,52,12,1008,0.7333,0.3882,0.5077,0.5076
Gradle,Ant,3324,321,200,121,115,2888,0.6349,0.6231,0.6289,0.5897
Gradle,ArgoUML,3324,321,232,89,152,2851,0.6042,0.7227,0.6582,0.6211
Gradle,Columba,3324,321,242,79,133,2870,0.6453,0.7539,0.6954,0.6625
Gradle,EMF,3324,321,253,68,162,2841,0.6096,0.7882,0.6875,0.6561
Gradle,Hibernate,3324,321,244,77,162,2841,0.601,0.7601,0.6713,0.637
Gradle,JEdit,3324,321,238,83,261,2742,0.477,0.7414,0.5805,0.5412
Gradle,JFreeChart,3324,321,256,65,210,2793,0.5494,0.7975,0.6506,0.619
Gradle,JMeter,3324,321,237,84,106,2897,0.691,0.7383,0.7139,0.6826
Gradle,JRuby,3324,321,236,85,119,2884,0.6648,0.7352,0.6982,0.6652
Gradle,SQuirrel,3324,321,237,84,133,2870,0.6405,0.7383,0.686,0.6518
Gradle,Dubbo,3324,321,183,138,64,2939,0.7409,0.5701,0.6444,0.618
Gradle,Groovy,3324,321,201,120,89,2914,0.6931,0.6262,0.6579,0.6244
Gradle,Hive,3324,321,243,78,147,2856,0.6231,0.757,0.6835,0.6499
Gradle,Maven,3324,321,179,142,77,2926,0.6992,0.5576,0.6205,0.5894
Gradle,Poi,3324,321,249,72,135,2868,0.6484,0.7757,0.7064,0.6752
Gradle,SpringFramework,3324,321,240,81,118,2885,0.6704,0.7477,0.7069,0.6749
Gradle,Storm,3324,321,247,74,160,2843,0.6069,0.7695,0.6786,0.6453
Gradle,Tomcat,3324,321,243,78,130,2873,0.6515,0.757,0.7003,0.6679
Gradle,Zookeeper,3324,321,157,164,82,2921,0.6569,0.4891,0.5607,0.528
Groovy,Ant,3237,249,115,134,72,2916,0.615,0.4618,0.5275,0.5
Groovy,ArgoUML,3237,249,149,100,35,2953,0.8098,0.5984,0.6882,0.6752
Groovy,Columba,3237,249,198,51,70,2918,0.7388,0.7952,0.766,0.7463
Groovy,EMF,3237,249,185,64,50,2938,0.7872,0.743,0.7645,0.7458
Groovy,Hibernate,3237,249,191,58,79,2909,0.7074,0.7671,0.736,0.7138
Groovy,JEdit,3237,249,164,85,140,2848,0.5395,0.6586,0.5931,0.5588
Groovy,JFreeChart,3237,249,186,63,90,2898,0.6739,0.747,0.7086,0.684
Groovy,JMeter,3237,249,180,69,51,2937,0.7792,0.7229,0.75,0.7306
Groovy,JRuby,3237,249,176,73,41,2947,0.8111,0.7068,0.7554,0.7385
Groovy,SQuirrel,3237,249,177,72,62,2926,0.7406,0.7108,0.7254,0.7032
Groovy,Dubbo,3237,249,132,117,44,2944,0.75,0.5301,0.6212,0.6057
Groovy,Gradle,3237,249,119,130,34,2954,0.7778,0.4779,0.592,0.5858
Groovy,Hive,3237,249,201,48,73,2915,0.7336,0.8072,0.7686,0.7494
Groovy,Maven,3237,249,125,124,44,2944,0.7396,0.502,0.5981,0.5837
Groovy,Poi,3237,249,181,68,52,2936,0.7768,0.7269,0.751,0.7315
Groovy,SpringFramework,3237,249,186,63,48,2940,0.7949,0.747,0.7702,0.7521
Groovy,Storm,3237,249,194,55,78,2910,0.7132,0.7791,0.7447,0.7233
Groovy,Tomcat,3237,249,187,62,47,2941,0.7991,0.751,0.7743,0.7566
Groovy,Zookeeper,3237,249,155,94,53,2935,0.7452,0.6225,0.6783,0.6572
Hive,Ant,13598,1046,345,701,121,12431,0.7403,0.3298,0.4563,0.469
Hive,ArgoUML,13598,1046,696,350,172,12380,0.8018,0.6654,0.7273,0.7104
Hive,Columba,13598,1046,779,267,174,12378,0.8174,0.7447,0.7794,0.7629
Hive,EMF,13598,1046,745,301,209,12343,0.7809,0.7122,0.745,0.7257
Hive,Hibernate,13598,1046,744,302,165,12387,0.8185,0.7113,0.7611,0.7448
Hive,JEdit,13598,1046,593,453,577,11975,0.5068,0.5669,0.5352,0.495
Hive,JFreeChart,13598,1046,778,268,263,12289,0.7474,0.7438,0.7456,0.7244
Hive,JMeter,13598,1046,685,361,96,12456,0.8771,0.6549,0.7499,0.7412
Hive,JRuby,13598,1046,751,295,112,12440,0.8702,0.718,0.7868,0.775
Hive,SQuirrel,13598,1046,717,329,147,12405,0.8299,0.6855,0.7508,0.736
Hive,Dubbo,13598,1046,580,466,169,12383,0.7744,0.5545,0.6462,0.6319
Hive,Gradle,13598,1046,475,571,87,12465,0.8452,0.4541,0.5908,0.5986
Hive,Groovy,13598,1046,554,492,80,12472,0.8738,0.5296,0.6595,0.6613
Hive,Maven,13598,1046,576,470,205,12347,0.7375,0.5507,0.6305,0.612
Hive,Poi,13598,1046,731,315,118,12434,0.861,0.6989,0.7715,0.7593
Hive,SpringFramework,13598,1046,727,319,103,12449,0.8759,0.695,0.7751,0.7645
Hive,Storm,13598,1046,684,362,99,12453,0.8736,0.6539,0.7479,0.739
Hive,Tomcat,13598,1046,702,344,143,12409,0.8308,0.6711,0.7425,0.7282
Hive,Zookeeper,13598,1046,625,421,157,12395,0.7992,0.5975,0.6838,0.6696
Maven,Ant,1219,136,55,81,29,1054,0.6548,0.4044,0.5,0.4694
Maven,ArgoUML,1219,136,86,50,33,1050,0.7227,0.6324,0.6745,0.6384
Maven,Columba,1219,136,94,42,41,1042,0.6963,0.6912,0.6937,0.6554
Maven,EMF,1219,136,88,48,33,1050,0.7273,0.6471,0.6848,0.6492
Maven,Hibernate,1219,136,88,48,39,1044,0.6929,0.6471,0.6692,0.6297
Maven,JEdit,1219,136,95,41,76,1007,0.5556,0.6985,0.6189,0.5697
Maven,JFreeChart,1219,136,88,48,43,1040,0.6718,0.6471,0.6592,0.6174
Maven,JMeter,1219,136,80,56,32,1051,0.7143,0.5882,0.6452,0.6089
Maven,JRuby,1219,136,94,42,36,1047,0.7231,0.6912,0.7068,0.6711
Maven,SQuirrel,1219,136,92,44,38,1045,0.7077,0.6765,0.6917,0.6542
Maven,Dubbo,1219,136,79,57,25,1058,0.7596,0.5809,0.6583,0.6286
Maven,Gradle,1219,136,63,73,14,1069,0.8182,0.4632,0.5915,0.5828
Maven,Groovy,1219,136,84,52,30,1053,0.7368,0.6176,0.672,0.6379
Maven,Hive,1219,136,93,43,35,1048,0.7266,0.6838,0.7045,0.6691
Maven,Poi,1219,136,92,44,28,1055,0.7667,0.6765,0.7188,0.6876
Maven,SpringFramework,1219,136,88,48,31,1052,0.7395,0.6471,0.6902,0.656
Maven,Storm,1219,136,89,47,40,1043,0.6899,0.6544,0.6717,0.632
Maven,Tomcat,1219,136,88,48,30,1053,0.7458,0.6471,0.6929,0.6595
Maven,Zookeeper,1219,136,85,51,42,1041,0.6693,0.625,0.6464,0.6041
Poi,Ant,8034,618,230,388,69,7347,0.7692,0.3722,0.5016,0.5108
Poi,ArgoUML,8034,618,324,294,41,7375,0.8877,0.5243,0.6592,0.6638
Poi,Columba,8034,618,513,105,79,7337,0.8666,0.8301,0.8479,0.8358
Poi,EMF,8034,618,423,195,70,7346,0.858,0.6845,0.7615,0.7495
Poi,Hibernate,8034,618,449,169,83,7333,0.844,0.7265,0.7809,0.7666
Poi,JEdit,8034,618,341,277,261,7155,0.5664,0.5518,0.559,0.5228
Poi,JFreeChart,8034,618,492,126,194,7222,0.7172,0.7961,0.7546,0.7342
Poi,JMeter,8034,618,435,183,57,7359,0.8841,0.7039,0.7838,0.7737
Poi,JRuby,8034,618,476,142,48,7368,0.9084,0.7702,0.8336,0.8242
Poi,SQuirrel,8034,618,409,209,119,7297,0.7746,0.6618,0.7138,0.6944
Poi,Dubbo,8034,618,336,282,78,7338,0.8116,0.5437,0.6512,0.6426
Poi,Gradle,8034,618,289,329,65,7351,0.8164,0.4676,0.5947,0.5958
Poi,Groovy,8034,618,347,271,28,7388,0.9253,0.5615,0.6989,0.7045
Poi,Hive,8034,618,476,142,74,7342,0.8655,0.7702,0.8151,0.8022
Poi,Maven,8034,618,347,271,97,7319,0.7815,0.5615,0.6535,0.6395
Poi,SpringFramework,8034,618,438,180,44,7372,0.9087,0.7087,0.7964,0.7886
Poi,Storm,8034,618,428,190,54,7362,0.888,0.6926,0.7782,0.7689
Poi,Tomcat,8034,618,469,149,68,7348,0.8734,0.7589,0.8121,0.7999
Poi,Zookeeper,8034,618,322,296,94,7322,0.774,0.521,0.6228,0.6113
SpringFramework,Ant,1274,98,24,74,7,1169,0.7742,0.2449,0.3721,0.4132
SpringFramework,ArgoUML,1274,98,52,46,3,1173,0.9455,0.5306,0.6797,0.6923
SpringFramework,Columba,1274,98,68,30,10,1166,0.8718,0.6939,0.7727,0.7618
SpringFramework,EMF,1274,98,65,33,11,1165,0.8553,0.6633,0.7471,0.7357
SpringFramework,Hibernate,1274,98,60,38,7,1169,0.8955,0.6122,0.7273,0.7238
SpringFramework,JEdit,1274,98,55,43,42,1134,0.567,0.5612,0.5641,0.528
SpringFramework,JFreeChart,1274,98,70,28,26,1150,0.7292,0.7143,0.7216,0.6988
SpringFramework,JMeter,1274,98,60,38,2,1174,0.9677,0.6122,0.75,0.7561
SpringFramework,JRuby,1274,98,66,32,3,1173,0.9565,0.6735,0.7904,0.7899
SpringFramework,SQuirrel,1274,98,67,31,5,1171,0.9306,0.6837,0.7882,0.784
SpringFramework,Dubbo,1274,98,48,50,2,1174,0.96,0.4898,0.6486,0.6698
