Target,Source,Total,PositiveCount,TP,FN,FP,TN,Precision,Recall,F1,MCC
Ant,ArgoUML,1836,102,11,91,8,1726,0.5789,0.1078,0.1818,0.2337
Ant,Columba,1836,102,26,76,3,1731,0.8966,0.2549,0.3969,0.4651
Ant,EMF,1836,102,15,87,9,1725,0.625,0.1471,0.2381,0.2861
Ant,Hibernate,1836,102,26,76,10,1724,0.7222,0.2549,0.3768,0.4116
Ant,JEdit,1836,102,31,71,38,1696,0.4493,0.3039,0.3626,0.3397
Ant,JFreeChart,1836,102,17,85,24,1710,0.4146,0.1667,0.2378,0.2369
Ant,JMeter,1836,102,24,78,6,1728,0.8,0.2353,0.3636,0.4189
Ant,JRuby,1836,102,39,63,17,1717,0.6964,0.3824,0.4937,0.4963
Ant,SQuirrel,1836,102,20,82,8,1726,0.7143,0.1961,0.3077,0.3579
Ant,Dubbo,1836,102,13,89,8,1726,0.619,0.1275,0.2114,0.2646
Ant,Gradle,1836,102,12,90,6,1728,0.6667,0.1176,0.2,0.2655
Ant,Groovy,1836,102,16,86,8,1726,0.6667,0.1569,0.254,0.307
Ant,Hive,1836,102,34,68,19,1715,0.6415,0.3333,0.4387,0.441
Ant,Maven,1836,102,22,80,24,1710,0.4783,0.2157,0.2973,0.2958
Ant,Poi,1836,102,29,73,11,1723,0.725,0.2843,0.4085,0.4362
Ant,SpringFramework,1836,102,12,90,10,1724,0.5455,0.1176,0.1935,0.2355
Ant,Storm,1836,102,18,84,7,1727,0.72,0.1765,0.2835,0.3408
Ant,Tomcat,1836,102,35,67,10,1724,0.7778,0.3431,0.4762,0.4998
Ant,Zookeeper,1836,102,31,71,15,1719,0.6739,0.3039,0.4189,0.4328
ArgoUML,Ant,5426,969,411,558,80,4377,0.8371,0.4241,0.563,0.5423
ArgoUML,Columba,5426,969,891,78,171,4286,0.839,0.9195,0.8774,0.8506
ArgoUML,EMF,5426,969,887,82,176,4281,0.8344,0.9154,0.873,0.8452
ArgoUML,Hibernate,5426,969,875,94,206,4251,0.8094,0.903,0.8537,0.8216
ArgoUML,JEdit,5426,969,657,312,192,4265,0.7739,0.678,0.7228,0.6694
ArgoUML,JFreeChart,5426,969,914,55,388,4069,0.702,0.9432,0.8049,0.7679
ArgoUML,JMeter,5426,969,813,156,133,4324,0.8594,0.839,0.8491,0.8168
ArgoUML,JRuby,5426,969,833,136,149,4308,0.8483,0.8596,0.8539,0.8219
ArgoUML,SQuirrel,5426,969,886,83,198,4259,0.8173,0.9143,0.8631,0.8333
ArgoUML,Dubbo,5426,969,621,348,95,4362,0.8673,0.6409,0.7371,0.7011
ArgoUML,Gradle,5426,969,667,302,105,4352,0.864,0.6883,0.7662,0.7289
ArgoUML,Groovy,5426,969,774,195,138,4319,0.8487,0.7988,0.823,0.7864
ArgoUML,Hive,5426,969,840,129,158,4299,0.8417,0.8669,0.8541,0.8219
ArgoUML,Maven,5426,969,662,307,136,4321,0.8296,0.6832,0.7493,0.7058
ArgoUML,Poi,5426,969,798,171,131,4326,0.859,0.8235,0.8409,0.8074
