Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 48, 80, 15, 3947, 0.762, 0.375, 0.503, 0.959, 23.345
ArgoUML, 78, 50, 17, 3945, 0.821, 0.609, 0.700, 0.962, 25.235
EMF, 84, 44, 27, 3935, 0.757, 0.656, 0.703, 0.959, 23.181
Hibernate, 98, 30, 46, 3916, 0.681, 0.766, 0.721, 0.954, 20.746
JEdit, 60, 68, 60, 3902, 0.500, 0.469, 0.484, 0.937, 14.977
JFreeChart, 90, 38, 30, 3932, 0.750, 0.703, 0.726, 0.958, 22.965
JMeter, 85, 43, 14, 3948, 0.859, 0.664, 0.749, 0.964, 26.435
JRuby, 107, 21, 10, 3952, 0.915, 0.836, 0.873, 0.966, 28.222
SQuirrel, 92, 36, 19, 3943, 0.829, 0.719, 0.770, 0.962, 25.484
Dubbo, 71, 57, 11, 3951, 0.866, 0.555, 0.676, 0.964, 26.667
Gradle, 57, 71, 5, 3957, 0.919, 0.445, 0.600, 0.966, 28.376
Groovy, 90, 38, 21, 3941, 0.811, 0.703, 0.753, 0.961, 24.908
Hive, 90, 38, 16, 3946, 0.849, 0.703, 0.769, 0.963, 26.130
Maven, 79, 49, 22, 3940, 0.782, 0.617, 0.690, 0.960, 23.993
Poi, 106, 22, 18, 3944, 0.855, 0.828, 0.841, 0.963, 26.315
SpringFramework, 91, 37, 10, 3952, 0.901, 0.711, 0.795, 0.965, 27.789
Storm, 74, 54, 17, 3945, 0.813, 0.578, 0.676, 0.962, 24.984
Tomcat, 95, 33, 18, 3944, 0.841, 0.742, 0.788, 0.963, 25.863
Zookeeper, 77, 51, 8, 3954, 0.906, 0.602, 0.723, 0.965, 27.946
