Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 29, 34, 33, 2595, 0.468, 0.460, 0.464, 0.950, 18.979
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 31, 32, 35, 2593, 0.470, 0.492, 0.481, 0.950, 19.063
EMF, 26, 37, 39, 2589, 0.400, 0.413, 0.406, 0.941, 16.086
Hibernate, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
JEdit, 28, 35, 139, 2489, 0.168, 0.444, 0.243, 0.860, 6.162
JFreeChart, 29, 34, 47, 2581, 0.382, 0.460, 0.417, 0.939, 15.299
JMeter, 22, 41, 31, 2597, 0.415, 0.349, 0.379, 0.944, 16.730
JRuby, 34, 29, 28, 2600, 0.548, 0.540, 0.544, 0.957, 22.424
SQuirrel, 26, 37, 27, 2601, 0.491, 0.413, 0.448, 0.952, 19.954
Dubbo, 27, 36, 28, 2600, 0.491, 0.429, 0.458, 0.952, 19.969
Gradle, 23, 40, 18, 2610, 0.561, 0.365, 0.442, 0.958, 22.962
Groovy, 24, 39, 28, 2600, 0.462, 0.381, 0.417, 0.949, 18.714
Hive, 30, 33, 26, 2602, 0.536, 0.476, 0.504, 0.956, 21.883
Maven, 24, 39, 46, 2582, 0.343, 0.381, 0.361, 0.932, 13.645
Poi, 34, 29, 26, 2602, 0.567, 0.540, 0.553, 0.959, 23.205
SpringFramework, 24, 39, 17, 2611, 0.585, 0.381, 0.462, 0.960, 24.003
Storm, 27, 36, 32, 2596, 0.458, 0.429, 0.443, 0.949, 18.547
Tomcat, 37, 26, 28, 2600, 0.569, 0.587, 0.578, 0.959, 23.314
