Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 143, 105, 226, 3960, 0.388, 0.577, 0.464, 0.856, 5.929
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 174, 74, 449, 3737, 0.279, 0.702, 0.400, 0.800, 3.994
EMF, 191, 57, 352, 3834, 0.352, 0.770, 0.483, 0.841, 5.289
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 198, 50, 366, 3820, 0.351, 0.798, 0.488, 0.841, 5.277
JFreeChart, 191, 57, 358, 3828, 0.348, 0.770, 0.479, 0.839, 5.220
JMeter, 190, 58, 292, 3894, 0.394, 0.766, 0.521, 0.858, 6.048
JRuby, 188, 60, 313, 3873, 0.375, 0.758, 0.502, 0.851, 5.709
SQuirrel, 198, 50, 280, 3906, 0.414, 0.798, 0.545, 0.865, 6.406
Dubbo, 77, 171, 201, 3985, 0.277, 0.310, 0.293, 0.798, 3.952
Gradle, 46, 202, 148, 4038, 0.237, 0.185, 0.208, 0.764, 3.239
Groovy, 195, 53, 89, 4097, 0.687, 0.786, 0.733, 0.919, 11.276
Hive, 172, 76, 287, 3899, 0.375, 0.694, 0.487, 0.851, 5.700
Maven, 77, 171, 388, 3798, 0.166, 0.310, 0.216, 0.662, 1.961
Poi, 154, 94, 298, 3888, 0.341, 0.621, 0.440, 0.836, 5.092
SpringFramework, 163, 85, 209, 3977, 0.438, 0.657, 0.526, 0.872, 6.834
Storm, 198, 50, 319, 3867, 0.383, 0.798, 0.518, 0.854, 5.847
Tomcat, 176, 72, 238, 3948, 0.425, 0.710, 0.532, 0.868, 6.601
Zookeeper, 171, 77, 415, 3771, 0.292, 0.690, 0.410, 0.808, 4.217
