Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 213, 163, 90, 2025, 0.703, 0.566, 0.627, 0.785, 3.657
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 248, 128, 207, 1908, 0.545, 0.660, 0.597, 0.723, 2.611
EMF, 275, 101, 166, 1949, 0.624, 0.731, 0.673, 0.758, 3.131
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 290, 86, 256, 1859, 0.531, 0.771, 0.629, 0.716, 2.519
JFreeChart, 281, 95, 201, 1914, 0.583, 0.747, 0.655, 0.741, 2.862
JMeter, 263, 113, 121, 1994, 0.685, 0.699, 0.692, 0.780, 3.537
JRuby, 265, 111, 197, 1918, 0.574, 0.705, 0.632, 0.737, 2.800
SQuirrel, 275, 101, 141, 1974, 0.661, 0.731, 0.694, 0.772, 3.380
Dubbo, 111, 265, 152, 1963, 0.422, 0.295, 0.347, 0.642, 1.796
Gradle, 94, 282, 62, 2053, 0.603, 0.250, 0.353, 0.749, 2.992
Groovy, 161, 215, 68, 2047, 0.703, 0.428, 0.532, 0.785, 3.658
Hive, 257, 119, 153, 1962, 0.627, 0.684, 0.654, 0.759, 3.153
Maven, 79, 297, 149, 1966, 0.346, 0.210, 0.262, 0.564, 1.296
Poi, 235, 141, 171, 1944, 0.579, 0.625, 0.601, 0.739, 2.835
SpringFramework, 219, 157, 123, 1992, 0.640, 0.582, 0.610, 0.764, 3.242
Storm, 259, 117, 131, 1984, 0.664, 0.689, 0.676, 0.773, 3.400
Tomcat, 253, 123, 145, 1970, 0.636, 0.673, 0.654, 0.763, 3.211
Zookeeper, 231, 145, 177, 1938, 0.566, 0.614, 0.589, 0.733, 2.751
