Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 167, 215, 107, 3162, 0.609, 0.437, 0.509, 0.828, 4.825
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 303, 79, 189, 3080, 0.616, 0.793, 0.693, 0.830, 4.886
EMF, 223, 159, 366, 2903, 0.379, 0.584, 0.459, 0.724, 2.619
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 232, 150, 237, 3032, 0.495, 0.607, 0.545, 0.788, 3.728
JFreeChart, 271, 111, 288, 2981, 0.485, 0.709, 0.576, 0.784, 3.633
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 208, 174, 163, 3106, 0.561, 0.545, 0.552, 0.813, 4.358
Dubbo, 190, 192, 193, 3076, 0.496, 0.497, 0.497, 0.789, 3.741
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 276, 106, 110, 3159, 0.715, 0.723, 0.719, 0.854, 5.834
Hive, 316, 66, 145, 3124, 0.685, 0.827, 0.750, 0.847, 5.551
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 294, 88, 168, 3101, 0.636, 0.770, 0.697, 0.836, 5.082
SpringFramework, 272, 110, 116, 3153, 0.701, 0.712, 0.706, 0.851, 5.700
Storm, 307, 75, 250, 3019, 0.551, 0.804, 0.654, 0.810, 4.268
Tomcat, 313, 69, 138, 3131, 0.694, 0.819, 0.752, 0.849, 5.633
Zookeeper, 291, 91, 222, 3047, 0.567, 0.762, 0.650, 0.816, 4.422
