Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 60, 75, 59, 1024, 0.504, 0.444, 0.472, 0.780, 3.549
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 89, 46, 98, 985, 0.476, 0.659, 0.553, 0.767, 3.294
EMF, 96, 39, 137, 946, 0.412, 0.711, 0.522, 0.731, 2.717
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 104, 31, 118, 965, 0.468, 0.770, 0.583, 0.763, 3.227
JFreeChart, 90, 45, 100, 983, 0.474, 0.667, 0.554, 0.766, 3.274
JMeter, 89, 46, 76, 1007, 0.539, 0.659, 0.593, 0.795, 3.867
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 96, 39, 87, 996, 0.525, 0.711, 0.604, 0.789, 3.733
Dubbo, 42, 93, 72, 1011, 0.368, 0.311, 0.337, 0.699, 2.324
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 58, 77, 57, 1026, 0.504, 0.430, 0.464, 0.780, 3.550
Hive, 80, 55, 80, 1003, 0.500, 0.593, 0.542, 0.778, 3.511
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 82, 53, 91, 992, 0.474, 0.607, 0.532, 0.766, 3.276
SpringFramework, 77, 58, 74, 1009, 0.510, 0.570, 0.538, 0.783, 3.601
Storm, 89, 46, 103, 980, 0.464, 0.659, 0.544, 0.761, 3.182
Tomcat, 94, 41, 116, 967, 0.448, 0.696, 0.545, 0.752, 3.039
Zookeeper, 70, 65, 71, 1012, 0.496, 0.519, 0.507, 0.777, 3.479
