Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 137, 149, 625, 11306, 0.180, 0.479, 0.261, 0.870, 6.680
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 197, 89, 824, 11107, 0.193, 0.689, 0.301, 0.879, 7.242
EMF, 156, 130, 1215, 10716, 0.114, 0.545, 0.188, 0.794, 3.861
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 176, 110, 1143, 10788, 0.133, 0.615, 0.219, 0.825, 4.700
JFreeChart, 179, 107, 824, 11107, 0.178, 0.626, 0.278, 0.869, 6.623
JMeter, 178, 108, 520, 11411, 0.255, 0.622, 0.362, 0.908, 9.893
JRuby, 187, 99, 624, 11307, 0.231, 0.654, 0.341, 0.898, 8.850
SQuirrel, 148, 138, 591, 11340, 0.200, 0.517, 0.289, 0.883, 7.555
Dubbo, 102, 184, 664, 11267, 0.133, 0.357, 0.194, 0.824, 4.688
Gradle, 60, 226, 325, 11606, 0.156, 0.210, 0.179, 0.850, 5.657
Groovy, 127, 159, 413, 11518, 0.235, 0.444, 0.308, 0.900, 9.046
Hive, 203, 83, 642, 11289, 0.240, 0.710, 0.359, 0.903, 9.262
Maven, 114, 172, 919, 11012, 0.110, 0.399, 0.173, 0.788, 3.714
Poi, 190, 96, 814, 11117, 0.189, 0.664, 0.295, 0.876, 7.084
SpringFramework, 140, 146, 681, 11250, 0.171, 0.490, 0.253, 0.863, 6.284
Storm, 189, 97, 767, 11164, 0.198, 0.661, 0.304, 0.882, 7.445
Tomcat, 231, 55, 371, 11560, 0.384, 0.808, 0.520, 0.939, 15.391
Zookeeper, 208, 78, 657, 11274, 0.240, 0.727, 0.361, 0.903, 9.272
