Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 373, 244, 763, 13652, 0.328, 0.605, 0.426, 0.875, 6.999
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 466, 151, 1040, 13375, 0.309, 0.755, 0.439, 0.867, 6.539
EMF, 464, 153, 1058, 13357, 0.305, 0.752, 0.434, 0.865, 6.427
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 449, 168, 1286, 13129, 0.259, 0.728, 0.382, 0.841, 5.305
JFreeChart, 435, 182, 1037, 13378, 0.296, 0.705, 0.416, 0.861, 6.200
JMeter, 491, 126, 1201, 13214, 0.290, 0.796, 0.425, 0.859, 6.070
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 475, 142, 1350, 13065, 0.260, 0.770, 0.389, 0.842, 5.341
Dubbo, 223, 394, 873, 13542, 0.203, 0.361, 0.260, 0.798, 3.957
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 348, 269, 465, 13950, 0.428, 0.564, 0.487, 0.904, 9.428
Hive, 475, 142, 786, 13629, 0.377, 0.770, 0.506, 0.891, 8.177
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 521, 96, 333, 14082, 0.610, 0.844, 0.708, 0.933, 13.863
SpringFramework, 462, 155, 649, 13766, 0.416, 0.749, 0.535, 0.901, 9.131
Storm, 514, 103, 1250, 13165, 0.291, 0.833, 0.432, 0.859, 6.099
Tomcat, 491, 126, 741, 13674, 0.399, 0.796, 0.531, 0.897, 8.710
Zookeeper, 462, 155, 939, 13476, 0.330, 0.749, 0.458, 0.876, 7.034
