Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 500, 545, 1285, 27009, 0.280, 0.478, 0.353, 0.873, 6.864
ArgoUML, 726, 319, 4570, 23724, 0.137, 0.695, 0.229, 0.740, 2.849
Columba, 679, 366, 2321, 25973, 0.226, 0.650, 0.336, 0.843, 5.354
EMF, 780, 265, 2796, 25498, 0.218, 0.746, 0.338, 0.837, 5.124
Hibernate, 750, 295, 2604, 25690, 0.224, 0.718, 0.341, 0.841, 5.278
JEdit, 764, 281, 3107, 25187, 0.197, 0.731, 0.311, 0.820, 4.541
JFreeChart, 716, 329, 2086, 26208, 0.256, 0.685, 0.372, 0.861, 6.174
JMeter, 739, 306, 1836, 26458, 0.287, 0.707, 0.408, 0.876, 7.057
JRuby, 746, 299, 2561, 25733, 0.226, 0.714, 0.343, 0.842, 5.333
SQuirrel, 720, 325, 1857, 26437, 0.279, 0.689, 0.398, 0.873, 6.844
Dubbo, 320, 725, 1679, 26615, 0.160, 0.306, 0.210, 0.777, 3.494
Gradle, 273, 772, 1323, 26971, 0.171, 0.261, 0.207, 0.792, 3.802
Groovy, 483, 562, 1013, 27281, 0.323, 0.462, 0.380, 0.890, 8.065
Hive, 850, 195, 740, 27554, 0.535, 0.813, 0.645, 0.933, 14.009
Maven, 304, 741, 2865, 25429, 0.096, 0.291, 0.144, 0.629, 1.693
Poi, 600, 445, 1461, 26833, 0.291, 0.574, 0.386, 0.878, 7.173
SpringFramework, 634, 411, 2508, 25786, 0.202, 0.607, 0.303, 0.823, 4.665
Storm, 690, 355, 1831, 26463, 0.274, 0.660, 0.387, 0.870, 6.684
Tomcat, 707, 338, 1468, 26826, 0.325, 0.677, 0.439, 0.890, 8.126
Zookeeper, 579, 466, 1820, 26474, 0.241, 0.554, 0.336, 0.852, 5.776
