Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 149, 171, 204, 2799, 0.422, 0.466, 0.443, 0.772, 3.383
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 176, 144, 364, 2639, 0.326, 0.550, 0.409, 0.705, 2.385
EMF, 223, 97, 396, 2607, 0.360, 0.697, 0.475, 0.733, 2.741
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 242, 78, 480, 2523, 0.335, 0.756, 0.464, 0.713, 2.481
JFreeChart, 221, 99, 435, 2568, 0.337, 0.691, 0.453, 0.714, 2.498
JMeter, 199, 121, 308, 2695, 0.393, 0.622, 0.481, 0.755, 3.076
JRuby, 213, 107, 380, 2623, 0.359, 0.666, 0.467, 0.732, 2.730
SQuirrel, 224, 96, 336, 2667, 0.400, 0.700, 0.509, 0.759, 3.154
Dubbo, 82, 238, 206, 2797, 0.285, 0.256, 0.270, 0.662, 1.957
Gradle, 193, 127, 31, 2972, 0.862, 0.603, 0.710, 0.888, 7.947
Groovy, 146, 174, 232, 2771, 0.386, 0.456, 0.418, 0.751, 3.011
Hive, 193, 127, 247, 2756, 0.439, 0.603, 0.508, 0.780, 3.555
Maven, 89, 231, 287, 2716, 0.237, 0.278, 0.256, 0.593, 1.458
Poi, 169, 151, 354, 2649, 0.323, 0.528, 0.401, 0.702, 2.356
SpringFramework, 167, 153, 230, 2773, 0.421, 0.522, 0.466, 0.771, 3.368
Storm, 203, 117, 355, 2648, 0.364, 0.634, 0.462, 0.735, 2.778
Tomcat, 203, 117, 281, 2722, 0.419, 0.634, 0.505, 0.770, 3.355
Zookeeper, 155, 165, 328, 2675, 0.321, 0.484, 0.386, 0.700, 2.332
