Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 21, 41, 150, 2478, 0.123, 0.339, 0.180, 0.812, 4.328
ArgoUML, 33, 29, 366, 2262, 0.083, 0.532, 0.143, 0.721, 2.588
Columba, 43, 19, 285, 2343, 0.131, 0.694, 0.221, 0.824, 4.688
EMF, 32, 30, 264, 2364, 0.108, 0.516, 0.179, 0.787, 3.690
Hibernate, 32, 30, 270, 2358, 0.106, 0.516, 0.176, 0.782, 3.597
JEdit, 42, 20, 327, 2301, 0.114, 0.677, 0.195, 0.798, 3.938
JFreeChart, 35, 27, 297, 2331, 0.105, 0.565, 0.178, 0.781, 3.574
JMeter, 33, 29, 147, 2481, 0.183, 0.532, 0.273, 0.874, 6.954
JRuby, 36, 26, 295, 2333, 0.109, 0.581, 0.183, 0.788, 3.719
SQuirrel, 34, 28, 301, 2327, 0.101, 0.548, 0.171, 0.773, 3.403
Dubbo, 19, 43, 222, 2406, 0.079, 0.306, 0.125, 0.708, 2.421
Gradle, 10, 52, 107, 2521, 0.085, 0.161, 0.112, 0.730, 2.708
Groovy, 26, 36, 166, 2462, 0.135, 0.419, 0.205, 0.830, 4.875
Hive, 41, 21, 173, 2455, 0.192, 0.661, 0.297, 0.880, 7.312
Maven, 16, 46, 231, 2397, 0.065, 0.258, 0.104, 0.644, 1.811
Poi, 34, 28, 198, 2430, 0.147, 0.548, 0.231, 0.843, 5.358
SpringFramework, 31, 31, 260, 2368, 0.107, 0.500, 0.176, 0.784, 3.622
Storm, 21, 41, 181, 2447, 0.104, 0.339, 0.159, 0.778, 3.511
Tomcat, 35, 27, 140, 2488, 0.200, 0.565, 0.295, 0.885, 7.677
Zookeeper, 47, 15, 184, 2444, 0.203, 0.758, 0.321, 0.887, 7.828
