Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 172, 445, 985, 13430, 0.149, 0.279, 0.194, 0.724, 2.622
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 531, 86, 1503, 12912, 0.261, 0.861, 0.401, 0.843, 5.360
EMF, 466, 151, 1085, 13330, 0.300, 0.755, 0.430, 0.863, 6.320
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 505, 112, 2062, 12353, 0.197, 0.818, 0.317, 0.791, 3.793
JFreeChart, 462, 155, 1919, 12496, 0.194, 0.749, 0.308, 0.788, 3.727
JMeter, 506, 111, 1542, 12873, 0.247, 0.820, 0.380, 0.834, 5.019
JRuby, 458, 159, 859, 13556, 0.348, 0.742, 0.474, 0.882, 7.472
SQuirrel, 501, 116, 2137, 12278, 0.190, 0.812, 0.308, 0.784, 3.627
Dubbo, 249, 368, 1318, 13097, 0.159, 0.404, 0.228, 0.742, 2.871
Gradle, 218, 399, 493, 13922, 0.307, 0.353, 0.328, 0.866, 6.470
Groovy, 420, 197, 1039, 13376, 0.288, 0.681, 0.405, 0.857, 6.013
Hive, 487, 130, 1036, 13379, 0.320, 0.789, 0.455, 0.872, 6.790
Maven, 242, 375, 1139, 13276, 0.175, 0.392, 0.242, 0.766, 3.269
Poi, 543, 74, 754, 13661, 0.419, 0.880, 0.567, 0.902, 9.200
SpringFramework, 462, 155, 1397, 13018, 0.249, 0.749, 0.373, 0.835, 5.055
Storm, 436, 181, 1210, 13205, 0.265, 0.707, 0.385, 0.845, 5.453
Tomcat, 511, 106, 1012, 13403, 0.336, 0.828, 0.478, 0.878, 7.174
Zookeeper, 513, 104, 1213, 13202, 0.297, 0.831, 0.438, 0.862, 6.241
