Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 114, 262, 91, 2024, 0.556, 0.303, 0.392, 0.729, 2.684
ArgoUML, 247, 129, 357, 1758, 0.409, 0.657, 0.504, 0.631, 1.709
Columba, 302, 74, 287, 1828, 0.513, 0.803, 0.626, 0.706, 2.397
EMF, 282, 94, 202, 1913, 0.583, 0.750, 0.656, 0.741, 2.860
Hibernate, 310, 66, 71, 2044, 0.814, 0.824, 0.819, 0.814, 4.390
JEdit, 309, 67, 328, 1787, 0.485, 0.822, 0.610, 0.689, 2.214
JFreeChart, 274, 102, 244, 1871, 0.529, 0.729, 0.613, 0.715, 2.504
JMeter, 271, 105, 156, 1959, 0.635, 0.721, 0.675, 0.762, 3.205
JRuby, 266, 110, 180, 1935, 0.596, 0.707, 0.647, 0.747, 2.951
SQuirrel, 296, 80, 233, 1882, 0.560, 0.787, 0.654, 0.730, 2.707
Dubbo, 130, 246, 273, 1842, 0.323, 0.346, 0.334, 0.532, 1.137
Gradle, 145, 231, 67, 2048, 0.684, 0.386, 0.493, 0.779, 3.531
Groovy, 203, 173, 145, 1970, 0.583, 0.540, 0.561, 0.741, 2.865
Hive, 276, 100, 218, 1897, 0.559, 0.734, 0.634, 0.730, 2.701
Maven, 88, 288, 173, 1942, 0.337, 0.234, 0.276, 0.552, 1.234
Poi, 261, 115, 315, 1800, 0.453, 0.694, 0.548, 0.667, 2.002
SpringFramework, 226, 150, 172, 1943, 0.568, 0.601, 0.584, 0.734, 2.762
Storm, 226, 150, 143, 1972, 0.612, 0.601, 0.607, 0.754, 3.058
Tomcat, 274, 102, 195, 1920, 0.584, 0.729, 0.649, 0.742, 2.870
Zookeeper, 282, 94, 246, 1869, 0.534, 0.750, 0.624, 0.717, 2.538
