Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 51, 149, 197, 4075, 0.206, 0.255, 0.228, 0.783, 3.598
ArgoUML, 126, 74, 492, 3780, 0.204, 0.630, 0.308, 0.781, 3.559
Columba, 146, 54, 380, 3892, 0.278, 0.730, 0.402, 0.839, 5.206
EMF, 141, 59, 324, 3948, 0.303, 0.705, 0.424, 0.853, 5.780
Hibernate, 130, 70, 240, 4032, 0.351, 0.650, 0.456, 0.873, 6.856
JEdit, 154, 46, 517, 3755, 0.230, 0.770, 0.354, 0.805, 4.132
JFreeChart, 141, 59, 363, 3909, 0.280, 0.705, 0.401, 0.840, 5.255
JMeter, 128, 72, 206, 4066, 0.383, 0.640, 0.479, 0.883, 7.569
JRuby, 122, 78, 234, 4038, 0.343, 0.610, 0.439, 0.869, 6.663
SQuirrel, 166, 34, 190, 4082, 0.466, 0.830, 0.597, 0.904, 9.426
Dubbo, 63, 137, 349, 3923, 0.153, 0.315, 0.206, 0.708, 2.419
Gradle, 65, 135, 216, 4056, 0.231, 0.325, 0.270, 0.807, 4.172
Groovy, 99, 101, 245, 4027, 0.288, 0.495, 0.364, 0.845, 5.435
Hive, 126, 74, 172, 4100, 0.423, 0.630, 0.506, 0.894, 8.454
Maven, 63, 137, 328, 3944, 0.161, 0.315, 0.213, 0.722, 2.603
Poi, 116, 84, 314, 3958, 0.270, 0.580, 0.368, 0.834, 5.032
SpringFramework, 112, 88, 271, 4001, 0.292, 0.560, 0.384, 0.847, 5.539
Storm, 99, 101, 238, 4034, 0.294, 0.495, 0.369, 0.848, 5.569
Tomcat, 125, 75, 340, 3932, 0.269, 0.625, 0.376, 0.834, 5.011
Zookeeper, 127, 73, 461, 3811, 0.216, 0.635, 0.322, 0.793, 3.829
