Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 79, 202, 223, 3643, 0.262, 0.281, 0.271, 0.741, 2.861
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 229, 52, 386, 3480, 0.372, 0.815, 0.511, 0.818, 4.495
EMF, 234, 47, 368, 3498, 0.389, 0.833, 0.530, 0.826, 4.737
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 242, 39, 449, 3417, 0.350, 0.861, 0.498, 0.807, 4.169
JFreeChart, 202, 79, 306, 3560, 0.398, 0.719, 0.512, 0.830, 4.868
JMeter, 232, 49, 121, 3745, 0.657, 0.826, 0.732, 0.897, 8.699
JRuby, 195, 86, 190, 3676, 0.506, 0.694, 0.586, 0.866, 6.475
SQuirrel, 230, 51, 284, 3582, 0.447, 0.819, 0.579, 0.849, 5.604
Dubbo, 73, 208, 282, 3584, 0.206, 0.260, 0.230, 0.670, 2.035
Gradle, 98, 183, 142, 3724, 0.408, 0.349, 0.376, 0.834, 5.026
Groovy, 150, 131, 237, 3629, 0.388, 0.534, 0.449, 0.825, 4.720
Hive, 212, 69, 255, 3611, 0.454, 0.754, 0.567, 0.851, 5.700
Maven, 78, 203, 246, 3620, 0.241, 0.278, 0.258, 0.719, 2.553
Poi, 206, 75, 290, 3576, 0.415, 0.733, 0.530, 0.837, 5.129
SpringFramework, 195, 86, 290, 3576, 0.402, 0.694, 0.509, 0.831, 4.934
Storm, 151, 130, 288, 3578, 0.344, 0.537, 0.419, 0.803, 4.076
Tomcat, 216, 65, 196, 3670, 0.524, 0.769, 0.623, 0.871, 6.737
Zookeeper, 213, 68, 326, 3540, 0.395, 0.758, 0.520, 0.829, 4.832
