Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 46, 89, 52, 1031, 0.469, 0.341, 0.395, 0.764, 3.235
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 107, 28, 156, 927, 0.407, 0.793, 0.538, 0.728, 2.671
EMF, 98, 37, 103, 980, 0.488, 0.726, 0.583, 0.773, 3.399
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 114, 21, 148, 935, 0.435, 0.844, 0.574, 0.745, 2.926
JFreeChart, 90, 45, 124, 959, 0.421, 0.667, 0.516, 0.736, 2.794
JMeter, 94, 41, 78, 1005, 0.547, 0.696, 0.612, 0.797, 3.931
JRuby, 88, 47, 103, 980, 0.461, 0.652, 0.540, 0.759, 3.157
SQuirrel, 99, 36, 105, 978, 0.485, 0.733, 0.584, 0.772, 3.378
Dubbo, 39, 96, 109, 974, 0.264, 0.289, 0.276, 0.579, 1.377
Gradle, 43, 92, 59, 1024, 0.422, 0.319, 0.363, 0.737, 2.803
Groovy, 62, 73, 75, 1008, 0.453, 0.459, 0.456, 0.755, 3.083
Hive, 96, 39, 107, 976, 0.473, 0.711, 0.568, 0.766, 3.267
Maven, 90, 45, 19, 1064, 0.826, 0.667, 0.738, 0.866, 6.450
Poi, 95, 40, 120, 963, 0.442, 0.704, 0.543, 0.749, 2.987
SpringFramework, 74, 61, 92, 991, 0.446, 0.548, 0.492, 0.751, 3.022
Storm, 67, 68, 100, 983, 0.401, 0.496, 0.444, 0.724, 2.620
Tomcat, 94, 41, 109, 974, 0.463, 0.696, 0.556, 0.761, 3.178
Zookeeper, 97, 38, 142, 941, 0.406, 0.719, 0.519, 0.727, 2.662
