Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 96, 190, 609, 11322, 0.136, 0.336, 0.194, 0.828, 4.817
ArgoUML, 204, 82, 1684, 10247, 0.108, 0.713, 0.188, 0.783, 3.616
Columba, 227, 59, 1301, 10630, 0.149, 0.794, 0.250, 0.842, 5.346
EMF, 173, 113, 1119, 10812, 0.134, 0.605, 0.219, 0.825, 4.720
Hibernate, 196, 90, 980, 10951, 0.167, 0.685, 0.268, 0.860, 6.119
JEdit, 209, 77, 1575, 10356, 0.117, 0.731, 0.202, 0.800, 4.004
JFreeChart, 184, 102, 1350, 10581, 0.120, 0.643, 0.202, 0.805, 4.124
JMeter, 194, 92, 752, 11179, 0.205, 0.678, 0.315, 0.886, 7.760
JRuby, 196, 90, 793, 11138, 0.198, 0.685, 0.307, 0.882, 7.466
SQuirrel, 180, 106, 1085, 10846, 0.142, 0.629, 0.232, 0.835, 5.078
Dubbo, 118, 168, 1056, 10875, 0.101, 0.413, 0.162, 0.767, 3.294
Gradle, 73, 213, 334, 11597, 0.179, 0.255, 0.211, 0.869, 6.662
Groovy, 144, 142, 904, 11027, 0.137, 0.503, 0.216, 0.830, 4.869
Hive, 213, 73, 883, 11048, 0.194, 0.745, 0.308, 0.880, 7.302
Maven, 103, 183, 1007, 10924, 0.093, 0.360, 0.148, 0.748, 2.964
Poi, 213, 73, 1137, 10794, 0.158, 0.745, 0.260, 0.852, 5.740
SpringFramework, 164, 122, 902, 11029, 0.154, 0.573, 0.243, 0.848, 5.572
Storm, 156, 130, 998, 10933, 0.135, 0.545, 0.217, 0.827, 4.775
Tomcat, 246, 40, 638, 11293, 0.278, 0.860, 0.421, 0.916, 10.887
Zookeeper, 215, 71, 1322, 10609, 0.140, 0.752, 0.236, 0.833, 4.975
