Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 72, 248, 188, 2815, 0.277, 0.225, 0.248, 0.652, 1.876
ArgoUML, 224, 96, 603, 2400, 0.271, 0.700, 0.391, 0.644, 1.813
Columba, 245, 75, 618, 2385, 0.284, 0.766, 0.414, 0.661, 1.948
EMF, 230, 90, 390, 2613, 0.371, 0.719, 0.489, 0.740, 2.852
Hibernate, 216, 104, 465, 2538, 0.317, 0.675, 0.432, 0.696, 2.294
JEdit, 260, 60, 577, 2426, 0.311, 0.812, 0.449, 0.690, 2.226
JFreeChart, 218, 102, 537, 2466, 0.289, 0.681, 0.406, 0.666, 1.998
JMeter, 220, 100, 387, 2616, 0.362, 0.687, 0.475, 0.734, 2.764
JRuby, 227, 93, 375, 2628, 0.377, 0.709, 0.492, 0.745, 2.916
SQuirrel, 241, 79, 480, 2523, 0.334, 0.753, 0.463, 0.712, 2.471
Dubbo, 90, 230, 378, 2625, 0.192, 0.281, 0.228, 0.499, 0.997
Gradle, 192, 128, 82, 2921, 0.701, 0.600, 0.646, 0.863, 6.277
Groovy, 146, 174, 317, 2686, 0.315, 0.456, 0.373, 0.695, 2.275
Hive, 220, 100, 350, 2653, 0.386, 0.687, 0.494, 0.750, 3.008
Maven, 88, 232, 289, 2714, 0.233, 0.275, 0.253, 0.587, 1.424
Poi, 201, 119, 519, 2484, 0.279, 0.628, 0.387, 0.655, 1.899
SpringFramework, 167, 153, 345, 2658, 0.326, 0.522, 0.401, 0.705, 2.387
Storm, 156, 164, 375, 2628, 0.294, 0.487, 0.367, 0.672, 2.051
Tomcat, 211, 109, 319, 2684, 0.398, 0.659, 0.496, 0.758, 3.134
Zookeeper, 212, 108, 599, 2404, 0.261, 0.662, 0.375, 0.632, 1.715
