Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 72, 176, 242, 3944, 0.229, 0.290, 0.256, 0.756, 3.100
ArgoUML, 165, 83, 568, 3618, 0.225, 0.665, 0.336, 0.752, 3.025
Columba, 213, 35, 751, 3435, 0.221, 0.859, 0.351, 0.747, 2.950
EMF, 205, 43, 317, 3869, 0.393, 0.827, 0.532, 0.858, 6.021
Hibernate, 200, 48, 318, 3868, 0.386, 0.806, 0.522, 0.855, 5.903
JEdit, 218, 30, 422, 3764, 0.341, 0.879, 0.491, 0.836, 5.090
JFreeChart, 174, 74, 467, 3719, 0.271, 0.702, 0.391, 0.794, 3.853
JMeter, 191, 57, 319, 3867, 0.375, 0.770, 0.504, 0.851, 5.696
JRuby, 191, 57, 312, 3874, 0.380, 0.770, 0.509, 0.853, 5.789
SQuirrel, 206, 42, 432, 3754, 0.323, 0.831, 0.465, 0.827, 4.773
Dubbo, 83, 165, 551, 3635, 0.131, 0.335, 0.188, 0.573, 1.341
Gradle, 79, 169, 184, 4002, 0.300, 0.319, 0.309, 0.814, 4.371
Groovy, 180, 68, 199, 3987, 0.475, 0.726, 0.574, 0.882, 7.491
Hive, 186, 62, 393, 3793, 0.321, 0.750, 0.450, 0.826, 4.744
Maven, 68, 180, 357, 3829, 0.160, 0.274, 0.202, 0.650, 1.861
Poi, 178, 70, 561, 3625, 0.241, 0.718, 0.361, 0.768, 3.306
SpringFramework, 161, 87, 437, 3749, 0.269, 0.649, 0.381, 0.792, 3.814
Storm, 160, 88, 354, 3832, 0.311, 0.645, 0.420, 0.820, 4.565
Tomcat, 191, 57, 332, 3854, 0.365, 0.770, 0.495, 0.847, 5.529
Zookeeper, 207, 41, 739, 3447, 0.219, 0.835, 0.347, 0.744, 2.912
