Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 83, 18, 67, 2883, 0.553, 0.822, 0.661, 0.940, 15.715
ArgoUML, 47, 54, 395, 2555, 0.106, 0.465, 0.173, 0.689, 2.212
Columba, 54, 47, 339, 2611, 0.137, 0.535, 0.219, 0.759, 3.151
EMF, 39, 62, 250, 2700, 0.135, 0.386, 0.200, 0.755, 3.077
Hibernate, 45, 56, 197, 2753, 0.186, 0.446, 0.262, 0.822, 4.617
JEdit, 56, 45, 362, 2588, 0.134, 0.554, 0.216, 0.753, 3.047
JFreeChart, 46, 55, 229, 2721, 0.167, 0.455, 0.245, 0.802, 4.053
JMeter, 38, 63, 172, 2778, 0.181, 0.376, 0.244, 0.817, 4.466
JRuby, 57, 44, 224, 2726, 0.203, 0.564, 0.298, 0.837, 5.128
SQuirrel, 38, 63, 227, 2723, 0.143, 0.376, 0.208, 0.769, 3.332
Dubbo, 21, 80, 166, 2784, 0.112, 0.208, 0.146, 0.705, 2.392
Gradle, 15, 86, 88, 2862, 0.146, 0.149, 0.147, 0.773, 3.399
Groovy, 27, 74, 119, 2831, 0.185, 0.267, 0.219, 0.821, 4.586
Hive, 61, 40, 168, 2782, 0.266, 0.604, 0.370, 0.876, 7.047
Maven, 25, 76, 196, 2754, 0.113, 0.248, 0.155, 0.707, 2.417
Poi, 46, 55, 133, 2817, 0.257, 0.455, 0.329, 0.871, 6.763
SpringFramework, 39, 62, 225, 2725, 0.148, 0.386, 0.214, 0.776, 3.463
Storm, 32, 69, 229, 2721, 0.123, 0.317, 0.177, 0.730, 2.704
Tomcat, 61, 40, 276, 2674, 0.181, 0.604, 0.279, 0.817, 4.468
Zookeeper, 57, 44, 229, 2721, 0.199, 0.564, 0.295, 0.834, 5.020
