Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 209, 72, 99, 3767, 0.679, 0.744, 0.710, 0.900, 9.014
ArgoUML, 190, 91, 453, 3413, 0.295, 0.676, 0.411, 0.771, 3.361
Columba, 188, 93, 330, 3536, 0.363, 0.669, 0.471, 0.813, 4.356
EMF, 219, 62, 328, 3538, 0.400, 0.779, 0.529, 0.831, 4.909
Hibernate, 216, 65, 254, 3612, 0.460, 0.769, 0.575, 0.853, 5.782
JEdit, 221, 60, 269, 3597, 0.451, 0.786, 0.573, 0.850, 5.656
JFreeChart, 200, 81, 260, 3606, 0.435, 0.712, 0.540, 0.844, 5.417
JMeter, 239, 42, 47, 3819, 0.836, 0.851, 0.843, 0.919, 11.333
JRuby, 197, 84, 217, 3649, 0.476, 0.701, 0.567, 0.858, 6.023
SQuirrel, 198, 83, 201, 3665, 0.496, 0.705, 0.582, 0.863, 6.324
Dubbo, 68, 213, 169, 3697, 0.287, 0.242, 0.263, 0.764, 3.234
Gradle, 74, 207, 134, 3732, 0.356, 0.263, 0.303, 0.810, 4.250
Groovy, 115, 166, 155, 3711, 0.426, 0.409, 0.417, 0.841, 5.286
Hive, 206, 75, 158, 3708, 0.566, 0.733, 0.639, 0.880, 7.352
Maven, 80, 201, 206, 3660, 0.280, 0.285, 0.282, 0.758, 3.128
Poi, 194, 87, 184, 3682, 0.513, 0.690, 0.589, 0.868, 6.574
SpringFramework, 191, 90, 225, 3641, 0.459, 0.680, 0.548, 0.852, 5.776
Storm, 201, 80, 305, 3561, 0.397, 0.715, 0.511, 0.829, 4.862
Tomcat, 196, 85, 138, 3728, 0.587, 0.698, 0.637, 0.885, 7.660
Zookeeper, 187, 94, 187, 3679, 0.500, 0.665, 0.571, 0.864, 6.379
