Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 81, 54, 62, 1021, 0.566, 0.600, 0.583, 0.804, 4.110
ArgoUML, 90, 45, 178, 905, 0.336, 0.667, 0.447, 0.670, 2.030
Columba, 101, 34, 130, 953, 0.437, 0.748, 0.552, 0.747, 2.945
EMF, 97, 38, 112, 971, 0.464, 0.719, 0.564, 0.761, 3.187
Hibernate, 95, 40, 127, 956, 0.428, 0.704, 0.532, 0.741, 2.861
JEdit, 106, 29, 154, 929, 0.408, 0.785, 0.537, 0.728, 2.678
JFreeChart, 84, 51, 93, 990, 0.475, 0.622, 0.538, 0.766, 3.282
JMeter, 89, 46, 76, 1007, 0.539, 0.659, 0.593, 0.795, 3.867
JRuby, 94, 41, 118, 965, 0.443, 0.696, 0.542, 0.750, 3.000
SQuirrel, 93, 42, 85, 998, 0.522, 0.689, 0.594, 0.788, 3.714
Dubbo, 35, 100, 71, 1012, 0.330, 0.259, 0.290, 0.664, 1.979
Gradle, 35, 100, 56, 1027, 0.385, 0.259, 0.310, 0.712, 2.470
Groovy, 47, 88, 58, 1025, 0.448, 0.348, 0.392, 0.752, 3.039
Hive, 89, 46, 69, 1014, 0.563, 0.659, 0.608, 0.803, 4.082
Maven, 85, 50, 9, 1074, 0.904, 0.630, 0.742, 0.877, 7.158
Poi, 83, 52, 92, 991, 0.474, 0.615, 0.535, 0.766, 3.279
SpringFramework, 79, 56, 78, 1005, 0.503, 0.585, 0.541, 0.780, 3.540
Storm, 90, 45, 115, 968, 0.439, 0.667, 0.529, 0.748, 2.961
Tomcat, 86, 49, 94, 989, 0.478, 0.637, 0.546, 0.768, 3.311
Zookeeper, 85, 50, 84, 999, 0.503, 0.630, 0.559, 0.780, 3.538
