Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 192, 190, 110, 3159, 0.636, 0.503, 0.561, 0.835, 5.076
ArgoUML, 283, 99, 380, 2889, 0.427, 0.741, 0.542, 0.755, 3.080
Columba, 317, 65, 291, 2978, 0.521, 0.830, 0.640, 0.799, 3.983
EMF, 229, 153, 322, 2947, 0.416, 0.599, 0.491, 0.748, 2.972
Hibernate, 322, 60, 185, 3084, 0.635, 0.843, 0.724, 0.835, 5.070
JEdit, 243, 139, 261, 3008, 0.482, 0.636, 0.549, 0.783, 3.608
JFreeChart, 238, 144, 265, 3004, 0.473, 0.623, 0.538, 0.779, 3.522
JMeter, 320, 62, 193, 3076, 0.624, 0.838, 0.715, 0.832, 4.962
JRuby, 338, 44, 71, 3198, 0.826, 0.885, 0.855, 0.873, 6.898
SQuirrel, 199, 183, 192, 3077, 0.509, 0.521, 0.515, 0.794, 3.864
Dubbo, 193, 189, 219, 3050, 0.468, 0.505, 0.486, 0.777, 3.477
Gradle, 71, 311, 101, 3168, 0.413, 0.186, 0.256, 0.747, 2.945
Groovy, 237, 145, 111, 3158, 0.681, 0.620, 0.649, 0.846, 5.509
Hive, 322, 60, 144, 3125, 0.691, 0.843, 0.759, 0.849, 5.604
Maven, 210, 172, 205, 3064, 0.506, 0.550, 0.527, 0.793, 3.836
Poi, 300, 82, 187, 3082, 0.616, 0.785, 0.690, 0.830, 4.888
SpringFramework, 291, 91, 146, 3123, 0.666, 0.762, 0.711, 0.843, 5.364
Storm, 322, 60, 191, 3078, 0.628, 0.843, 0.720, 0.833, 4.999
Tomcat, 302, 80, 128, 3141, 0.702, 0.791, 0.744, 0.851, 5.713
Zookeeper, 306, 76, 267, 3002, 0.534, 0.801, 0.641, 0.804, 4.104
