Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 440, 177, 788, 13627, 0.358, 0.713, 0.477, 0.885, 7.729
ArgoUML, 427, 190, 1707, 12708, 0.200, 0.692, 0.310, 0.795, 3.875
Columba, 473, 144, 1399, 13016, 0.253, 0.767, 0.380, 0.838, 5.156
EMF, 458, 159, 1055, 13360, 0.303, 0.742, 0.430, 0.864, 6.375
Hibernate, 474, 143, 1192, 13223, 0.285, 0.768, 0.415, 0.856, 5.932
JEdit, 447, 170, 1544, 12871, 0.225, 0.724, 0.343, 0.817, 4.470
JFreeChart, 425, 192, 1111, 13304, 0.277, 0.689, 0.395, 0.852, 5.741
JMeter, 491, 126, 1201, 13214, 0.290, 0.796, 0.425, 0.859, 6.070
JRuby, 462, 155, 1088, 13327, 0.298, 0.749, 0.426, 0.862, 6.262
SQuirrel, 446, 171, 1296, 13119, 0.256, 0.723, 0.378, 0.840, 5.238
Dubbo, 211, 406, 911, 13504, 0.188, 0.342, 0.243, 0.782, 3.582
Gradle, 123, 494, 436, 13979, 0.220, 0.199, 0.209, 0.813, 4.361
Groovy, 304, 313, 511, 13904, 0.373, 0.493, 0.425, 0.890, 8.088
Hive, 463, 154, 833, 13582, 0.357, 0.750, 0.484, 0.885, 7.704
Maven, 249, 368, 1353, 13062, 0.155, 0.404, 0.224, 0.736, 2.787
Poi, 534, 83, 405, 14010, 0.569, 0.865, 0.686, 0.928, 12.855
SpringFramework, 480, 137, 940, 13475, 0.338, 0.778, 0.471, 0.879, 7.235
Storm, 485, 132, 1499, 12916, 0.244, 0.786, 0.373, 0.832, 4.956
Tomcat, 465, 152, 654, 13761, 0.416, 0.754, 0.536, 0.901, 9.124
Zookeeper, 461, 156, 863, 13552, 0.348, 0.747, 0.475, 0.882, 7.483
