Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 667, 379, 1122, 27172, 0.373, 0.638, 0.471, 0.904, 9.458
ArgoUML, 648, 398, 546, 27748, 0.543, 0.620, 0.579, 0.934, 14.223
Columba, 825, 221, 884, 27410, 0.483, 0.789, 0.599, 0.926, 12.541
EMF, 738, 308, 785, 27509, 0.485, 0.706, 0.575, 0.926, 12.592
Hibernate, 766, 280, 656, 27638, 0.539, 0.732, 0.621, 0.934, 14.110
JEdit, 637, 409, 3129, 25165, 0.169, 0.609, 0.265, 0.789, 3.744
JFreeChart, 799, 247, 1459, 26835, 0.354, 0.764, 0.484, 0.899, 8.925
JMeter, 758, 288, 708, 27586, 0.517, 0.725, 0.604, 0.931, 13.503
JRuby, 819, 227, 535, 27759, 0.605, 0.783, 0.683, 0.941, 15.967
SQuirrel, 792, 254, 785, 27509, 0.502, 0.757, 0.604, 0.929, 13.087
Dubbo, 724, 322, 676, 27618, 0.517, 0.692, 0.592, 0.931, 13.506
Gradle, 650, 396, 649, 27645, 0.500, 0.621, 0.554, 0.929, 13.036
Groovy, 729, 317, 457, 27837, 0.615, 0.697, 0.653, 0.942, 16.241
Maven, 681, 365, 1010, 27284, 0.403, 0.651, 0.498, 0.911, 10.296
Poi, 837, 209, 596, 27698, 0.584, 0.800, 0.675, 0.939, 15.384
SpringFramework, 789, 257, 538, 27756, 0.595, 0.754, 0.665, 0.940, 15.678
Storm, 775, 271, 597, 27697, 0.565, 0.741, 0.641, 0.937, 14.844
Tomcat, 805, 241, 787, 27507, 0.506, 0.770, 0.610, 0.929, 13.183
Zookeeper, 757, 289, 888, 27406, 0.460, 0.724, 0.563, 0.923, 11.908
