Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 35, 28, 110, 2518, 0.241, 0.556, 0.337, 0.903, 9.310
ArgoUML, 19, 44, 40, 2588, 0.322, 0.302, 0.311, 0.927, 12.755
Columba, 33, 30, 79, 2549, 0.295, 0.524, 0.377, 0.921, 11.585
EMF, 27, 36, 57, 2571, 0.321, 0.429, 0.367, 0.927, 12.730
Hibernate, 30, 33, 53, 2575, 0.361, 0.476, 0.411, 0.935, 14.439
JEdit, 36, 27, 300, 2328, 0.107, 0.571, 0.180, 0.781, 3.577
JFreeChart, 36, 27, 129, 2499, 0.218, 0.571, 0.316, 0.893, 8.319
JMeter, 27, 36, 71, 2557, 0.276, 0.429, 0.335, 0.915, 10.768
JRuby, 37, 26, 50, 2578, 0.425, 0.587, 0.493, 0.945, 17.166
SQuirrel, 30, 33, 51, 2577, 0.370, 0.476, 0.417, 0.937, 14.820
Dubbo, 29, 34, 50, 2578, 0.367, 0.460, 0.408, 0.936, 14.680
Gradle, 29, 34, 34, 2594, 0.460, 0.460, 0.460, 0.949, 18.662
Groovy, 31, 32, 63, 2565, 0.330, 0.492, 0.395, 0.929, 13.087
Hive, 39, 24, 44, 2584, 0.470, 0.619, 0.534, 0.950, 19.071
Maven, 33, 30, 77, 2551, 0.300, 0.524, 0.382, 0.922, 11.814
Poi, 37, 26, 46, 2582, 0.446, 0.587, 0.507, 0.947, 18.041
SpringFramework, 27, 36, 50, 2578, 0.351, 0.429, 0.386, 0.933, 13.978
Storm, 29, 34, 60, 2568, 0.326, 0.460, 0.382, 0.928, 12.918
Tomcat, 39, 24, 46, 2582, 0.459, 0.619, 0.527, 0.949, 18.598
