Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 323, 295, 390, 14025, 0.453, 0.523, 0.485, 0.909, 10.020
ArgoUML, 342, 276, 136, 14279, 0.715, 0.553, 0.624, 0.943, 16.404
Columba, 520, 98, 236, 14179, 0.688, 0.841, 0.757, 0.940, 15.732
EMF, 416, 202, 300, 14115, 0.581, 0.673, 0.624, 0.929, 13.133
Hibernate, 437, 181, 257, 14158, 0.630, 0.707, 0.666, 0.935, 14.317
JEdit, 300, 318, 1167, 13248, 0.204, 0.485, 0.288, 0.799, 3.974
JFreeChart, 483, 135, 499, 13916, 0.492, 0.782, 0.604, 0.916, 10.964
JMeter, 433, 185, 192, 14223, 0.693, 0.701, 0.697, 0.941, 15.853
JRuby, 525, 93, 214, 14201, 0.710, 0.850, 0.774, 0.942, 16.281
SQuirrel, 475, 143, 289, 14126, 0.622, 0.769, 0.687, 0.934, 14.124
Dubbo, 471, 147, 230, 14185, 0.672, 0.762, 0.714, 0.939, 15.344
Gradle, 340, 278, 170, 14245, 0.667, 0.550, 0.603, 0.938, 15.217
Groovy, 414, 204, 173, 14242, 0.705, 0.670, 0.687, 0.942, 16.156
Hive, 542, 76, 279, 14136, 0.660, 0.877, 0.753, 0.938, 15.059
Maven, 359, 259, 364, 14051, 0.497, 0.581, 0.535, 0.917, 11.079
SpringFramework, 485, 133, 210, 14205, 0.698, 0.785, 0.739, 0.941, 15.975
Storm, 467, 151, 257, 14158, 0.645, 0.756, 0.696, 0.936, 14.690
Tomcat, 529, 89, 359, 14056, 0.596, 0.856, 0.703, 0.931, 13.491
Zookeeper, 439, 179, 337, 14078, 0.566, 0.710, 0.630, 0.927, 12.761
