Training project, TP, FN, FP, TN, P, R, F1, ER, RI
Ant, 38, 63, 33, 2360, 0.535, 0.376, 0.442, 0.924, 12.216
ArgoUML, 39, 62, 13, 2380, 0.750, 0.386, 0.510, 0.946, 17.520
Columba, 71, 30, 38, 2355, 0.651, 0.703, 0.676, 0.938, 15.084
EMF, 48, 53, 13, 2380, 0.787, 0.475, 0.593, 0.949, 18.431
Hibernate, 55, 46, 23, 2370, 0.705, 0.545, 0.615, 0.943, 16.412
JEdit, 44, 57, 118, 2275, 0.272, 0.436, 0.335, 0.851, 5.707
JMeter, 57, 44, 14, 2379, 0.803, 0.564, 0.663, 0.950, 18.824
JRuby, 78, 23, 41, 2352, 0.655, 0.772, 0.709, 0.938, 15.185
SQuirrel, 55, 46, 20, 2373, 0.733, 0.545, 0.625, 0.945, 17.108
Dubbo, 68, 33, 37, 2356, 0.648, 0.673, 0.660, 0.937, 14.992
Gradle, 35, 66, 17, 2376, 0.673, 0.347, 0.458, 0.940, 15.620
Groovy, 51, 50, 8, 2385, 0.864, 0.505, 0.638, 0.953, 20.345
Hive, 74, 27, 49, 2344, 0.602, 0.733, 0.661, 0.933, 13.856
Maven, 48, 53, 29, 2364, 0.623, 0.475, 0.539, 0.935, 14.393
Poi, 73, 28, 34, 2359, 0.682, 0.723, 0.702, 0.941, 15.847
SpringFramework, 56, 45, 16, 2377, 0.778, 0.554, 0.647, 0.948, 18.206
Storm, 55, 46, 14, 2379, 0.797, 0.545, 0.647, 0.949, 18.683
Tomcat, 72, 29, 53, 2340, 0.576, 0.713, 0.637, 0.930, 13.223
Zookeeper, 54, 47, 31, 2362, 0.635, 0.535, 0.581, 0.936, 14.687
